class and lipid,type,lipid,fold change_1hr,fold change_12hr,fold change_24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N4_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
TAG > TAG(58:8)_FA 16:1,TAG,TAG(58:8)_FA 16:1,0.948790789,1.024658722,1.001433021,3.049357626,3.031101353,3.115916602,3.019016568,3.051569274,3.013654477,3.058464018,3.053309016,3.041258461,3.030364933,3.035989787,3.011265896,3.04093449,3.037235239,3.029903027,3.026819191,3.045354312,3.064884615,3.02592003,3.038389675,3.067651046,3.004648077,3.032916814,3.023285421,3.054819843,3.068326922,3.010520476,3.028074897,3.015133358,3.002183375,3.060433437,3.055485399,3.025494324,3.054344916
TAG > TAG(58:8)_FA 18:0,TAG,TAG(58:8)_FA 18:0,1.0130639,1.013600189,1.035844855,3.04669805,3.025862746,3.041218963,3.016205752,3.061407266,3.077629523,3.065355633,3.036189617,3.039199925,3.040523257,3.074260447,3.084590607,3.049683124,3.063873573,3.040396643,3.035733868,3.04611263,3.100653118,3.057521594,3.045706267,3.063115628,3.069468327,3.084797869,3.006252081,3.036788563,3.072316112,3.003158865,3.013292394,3.099134871,3.019033194,3.029197061,3.06867559,3.043550918,3.043935749
TAG > TAG(58:9)_FA 16:0,TAG,TAG(58:9)_FA 16:0,0.934669494,1.048925405,1.003448834,3.032667134,3.072624857,3.062424063,3.047461818,3.046346892,3.054513498,3.001456813,3.037378714,3.051623267,3.009076814,3.130886771,3.019996483,3.05237073,3.018101089,3.006097943,3.057255223,3.08459775,3.07493344,3.042819593,3.07525493,3.114891116,3.028115604,3.066124606,3.059881387,3.051715803,3.093596801,3.05062722,3.073762356,3.050843611,3.065751484,3.088114847,3.087838216,3.087866593,3.016456711
TAG > TAG(58:9)_FA 16:1,TAG,TAG(58:9)_FA 16:1,0.988142473,0.995192353,0.98319063,3.027634999,3.116076203,3.058433645,3.022527377,3.055638249,3.030891069,3.059472563,3.078884409,3.045401258,3.084654937,3.050240544,3.075933671,3.009323421,3.067703074,3.097798571,3.052609335,3.04688522,3.043440905,3.060123465,3.08599661,3.065079068,3.042811723,3.061037619,3.037354802,3.04305564,3.068230435,3.06707833,3.033616765,3.087717581,3.028701391,3.042157976,3.013157587,3.047796516,3.035853851
TAG > TAG(58:9)_FA 18:0,TAG,TAG(58:9)_FA 18:0,0.969712488,1.004558105,0.994398537,3.020518756,3.049752837,3.055110668,3.047422883,3.01250825,3.013688143,3.036996006,3.019083071,3.045205621,3.043605916,3.02912397,3.073329724,3.045948567,3.028424869,3.021346473,3.03833401,3.041724229,3.027145694,3.065736562,3.024518537,3.049070677,3.041558507,3.049016367,3.044210418,3.032892657,3.040024508,3.059752724,3.014486967,3.056386465,3.039699623,3.025617164,3.005772359,3.073982172,3.013864854
TAG > TAG(60:0)_FA 16:0,TAG,TAG(60:0)_FA 16:0,0.998800335,1.000302951,0.953955538,2.99540705,3.016623938,3.0202121,3.015636372,3.00377066,3.016356347,3.00888963,3.050704515,3.010850986,3.000798397,3.010028467,3.02341712,3.025346865,3.020742397,3.037999898,3.006508856,3.025027205,3.013831198,3.019531719,3.021437426,3.022329411,3.024124322,3.031529676,3.053547103,3.040198737,3.018858574,3.02331012,3.032844338,3.025264926,3.049078436,3.019423754,3.00272751,2.982153626,2.988273528
TAG > TAG(60:0)_FA 16:1,TAG,TAG(60:0)_FA 16:1,0.945182291,1.014247321,0.982547327,2.988264604,3.018184395,3.024781151,3.015032681,3.008259444,2.991048803,2.980839352,2.999556822,3.00847245,2.992509364,3.087866597,2.996135032,3.003400239,2.99427318,3.018226045,2.978828539,2.990782724,3.043974999,2.99436118,3.039311021,3.044139804,3.008182739,3.002477115,3.001084414,3.002382108,3.028717649,3.009340426,3.009374429,3.007705144,3.001915382,3.00175105,2.995257801,2.98566896,3.00674838
TAG > TAG(60:0)_FA 18:0,TAG,TAG(60:0)_FA 18:0,1.035053497,1.036432776,0.959296971,3.058729651,3.068586591,2.989823467,3.003348529,3.029221428,3.076611347,3.061535439,3.060372972,3.042016076,3.028213292,3.026957983,3.027838711,3.004639482,3.013755472,3.052016423,3.004854272,3.027219124,3.114290682,2.993497985,2.980911969,3.041716343,3.051762067,3.013435581,3.024912395,3.013511362,3.093729817,3.048589423,3.05382344,3.06185947,2.991509638,3.0083617,3.03520556,3.0083617,3.029400046
TAG > TAG(60:1)_FA 16:0,TAG,TAG(60:1)_FA 16:0,0.973048991,0.993032233,0.984465415,3.052663197,3.05160784,3.040744739,3.046893018,3.063415961,3.06712298,3.008412814,3.048729198,3.06106781,3.048830118,3.035957807,3.040673557,3.09040623,3.064060984,3.0228324,3.030632135,3.054199277,3.058987541,3.058221008,3.027553485,3.032554326,3.040000745,3.059283167,3.078652566,3.041132058,3.039342757,3.026590491,3.026696689,3.041053041,3.035925826,3.05129151,3.072668945,3.027977177,2.995749268
TAG > TAG(60:1)_FA 16:1,TAG,TAG(60:1)_FA 16:1,1.011190374,1.018539024,0.963350664,3.022337654,3.019108008,3.046682449,3.008583168,3.021131423,3.015971394,3.037362774,3.033150255,3.05264012,3.042402263,3.046143874,3.031351931,3.035173518,3.018866896,3.004527755,3.040657742,3.040048274,3.031691203,3.039541049,3.031505444,3.042583416,3.041763677,3.044626015,3.051839163,2.996240184,3.043323001,3.028319091,3.043566636,3.017809397,3.000677004,3.000572924,3.036557071,3.043275831,3.006919389
TAG > TAG(60:1)_FA 18:0,TAG,TAG(60:1)_FA 18:0,0.979848344,1.003454381,0.945995525,3.05524836,3.092144974,3.050240544,3.028156308,3.127014071,3.084704973,3.083595805,3.075904499,3.066482499,3.044649525,3.084089913,3.019132944,3.051584705,3.032594617,3.061520364,3.038930006,3.090406233,3.03638936,3.040246245,3.036181628,3.061693723,3.034243344,3.091793567,3.071167436,3.061776604,3.093750815,3.04219739,3.067695646,3.078565589,3.061949855,3.047204781,3.022881846,3.039064988,3.025903664
TAG > TAG(60:10)_FA 16:0,TAG,TAG(60:10)_FA 16:0,0.980471317,1.03055268,0.9709531,3.02802604,3.076086784,3.061987506,3.023063093,3.039430012,3.069016567,3.043558774,3.027325172,3.053877154,3.033769474,3.01938222,3.00544653,3.047173617,3.044124114,3.052855509,3.013982612,3.048511751,3.082821292,3.002148805,3.036013773,3.056706734,3.035925823,3.014612965,3.037043862,3.014890026,3.068393705,3.025658103,3.083187207,3.059563451,3.011460515,3.013629224,3.028961484,3.054137936,2.99732524
TAG > TAG(60:10)_FA 16:1,TAG,TAG(60:10)_FA 16:1,0.987176704,0.988505652,0.998752251,3.039826433,3.037306982,3.05977543,3.078050638,3.044539792,3.055340128,2.998843269,3.05732374,3.103043922,3.051993301,3.07294806,3.046393729,3.087390973,3.075940962,3.017575901,3.019174494,3.055317189,3.054949975,3.070141376,3.026615001,3.036716735,3.050634954,2.997770727,3.045878237,3.052678587,3.082526903,3.006149329,3.063761094,3.025174766,3.012406969,3.042465279,3.082102911,3.048690373,3.033600688
TAG > TAG(60:10)_FA 18:0,TAG,TAG(60:10)_FA 18:0,0.986609505,0.9709561,0.97754246,3.025215746,3.022007515,3.015334632,3.029757064,3.024666272,3.033198538,3.012693867,3.053884818,3.018009433,3.008123072,3.073901589,3.042504664,3.027292542,3.027749084,3.080229554,3.004648074,3.026957988,3.029667832,3.009620874,3.061346939,3.023087798,3.031319607,3.067569277,3.026402535,3.044281019,3.030381132,3.015049466,3.024099669,3.071012579,3.018276011,3.018633965,3.003184733,3.0180511,3.010749316
TAG > TAG(60:11)_FA 16:0,TAG,TAG(60:11)_FA 16:0,0.945435369,0.964018733,0.961176854,3.029050856,3.03759384,3.05550068,3.072962748,3.088391304,3.044821909,3.026631337,3.074816474,3.038683767,3.016891369,3.069460919,3.031101348,3.037059814,3.041889896,3.063273325,3.03695612,3.028668864,3.04562026,3.012162103,3.037880507,3.041060944,3.020270137,3.0269988,3.040562818,3.058904125,3.093708815,3.056416979,3.0194985,3.0250518,3.044382975,3.014150796,3.045502953,3.023054851,3.034074741
TAG > TAG(60:11)_FA 16:1,TAG,TAG(60:11)_FA 16:1,0.946322379,0.994394353,0.975977548,3.029813829,3.049597894,3.019556625,3.033713218,3.050240543,3.016080215,3.004991676,3.02851435,3.047025543,3.00624352,3.054927013,3.026140903,3.004003092,3.044202574,3.06844565,3.005609475,3.013401891,3.050194117,2.996397863,3.023787303,3.093855794,3.008940692,3.015678264,3.058646184,3.03687634,3.033238773,3.033906066,3.01725881,3.025502514,3.01588766,3.020303291,3.037888466,3.016197381,3.010656099
TAG > TAG(60:11)_FA 18:0,TAG,TAG(60:11)_FA 18:0,0.980754108,1.039316868,0.976769883,3.044437869,3.025314091,3.038651982,3.024502116,3.063708591,3.018459186,3.01373864,3.078050641,3.013452418,3.066482496,3.042496789,3.03148121,3.0272436,3.024305048,3.05756725,3.038493026,3.082167619,3.059510438,3.069497926,3.06475743,3.032997324,3.011874839,3.019108008,3.039295152,3.024009272,3.068081943,3.012516684,3.019847148,3.015401702,3.036628926,3.006551636,3.014091945,3.032989277,3.009493418
TAG > TAG(60:12)_FA 16:0,TAG,TAG(60:12)_FA 16:0,0.989283794,0.99635041,0.987660098,3.011959349,3.03115795,3.045807899,3.029042732,3.055156574,3.028074897,3.028319094,3.051468987,3.070178328,3.01075779,3.106544479,3.048138729,3.029773276,3.045753177,3.033295088,3.009331921,3.062258523,3.039612409,2.99481851,3.017984432,3.119816578,3.027210969,3.063633579,3.07470679,3.02459241,3.059457417,3.023721521,3.015007515,3.029448745,3.028993987,3.045244751,3.009484923,3.078710535,3.029959778
TAG > TAG(60:12)_FA 16:1,TAG,TAG(60:12)_FA 16:1,1.000293244,0.986479866,0.964259625,3.027814269,3.036916232,3.012322543,2.993268685,3.033343349,3.024247551,3.017600922,3.050139952,3.030624038,3.022717012,3.047524107,3.04837968,3.028685131,3.014638162,3.019083076,3.019556623,3.019523409,3.040966108,3.012550439,3.017901093,3.031812304,3.020883149,3.036237568,3.016063481,3.088773793,3.089226685,3.047812082,3.000954432,3.065512528,3.028847711,3.021437429,3.007892832,3.029667829,3.026296271
TAG > TAG(60:12)_FA 18:0,TAG,TAG(60:12)_FA 18:0,0.99460032,0.987400315,1.025150686,3.031884951,3.024715511,3.005034608,3.053186073,3.01709183,3.058395686,3.010834044,3.032739636,3.036269526,3.021495296,3.078420596,3.071491731,3.014604564,3.024165399,3.06793341,3.066780521,3.03361676,3.071661155,3.08340231,3.05836531,3.03134385,3.010232125,3.01994671,3.055210117,3.053915509,3.062461673,3.026198152,3.008540591,3.024920592,3.043613772,3.057316122,3.08246225,3.028937106,3.046136062
TAG > TAG(60:2)_FA 16:0,TAG,TAG(60:2)_FA 16:0,0.930044178,1.08064637,1.002959952,3.020676144,3.045870421,3.115756948,3.039430012,3.011375909,3.028945235,3.030421626,3.029700281,3.01949019,3.014285297,3.055080064,3.0043816,3.02096592,3.020062843,3.029554248,3.006474633,3.044265332,3.062424061,3.055470104,3.074370249,3.078471349,3.025404214,3.016004877,3.017684324,3.021288584,3.031392333,3.094904188,3.031780014,3.030567366,3.030267736,3.045979824,3.074157952,3.031828444,3.003193353
TAG > TAG(60:2)_FA 16:1,TAG,TAG(60:2)_FA 16:1,1.00518779,0.989096172,0.94426846,3.029651609,3.046978774,3.004639482,3.028993981,3.056195719,3.061542979,3.041313748,3.029262025,3.03356049,3.052817049,3.044304547,3.080467775,3.017400693,3.034307559,3.076553092,3.051615556,3.048084308,3.029959784,3.069364678,3.060924401,3.042465283,3.026704854,3.007073231,3.03618163,3.076312712,3.052247527,3.04140061,3.008983232,3.029262033,3.010291503,3.001361578,3.010325431,3.022304653,2.994730601
TAG > TAG(60:2)_FA 18:0,TAG,TAG(60:2)_FA 18:0,0.916858937,0.987578261,1.011844909,3.132477452,3.10150653,3.234557806,3.113140868,3.167819321,3.146450568,3.135081773,3.114404156,3.083208724,3.131394111,3.242710373,3.173384452,3.170801348,3.194214562,3.161912807,3.221456002,3.17163289,3.178021054,3.27366324,3.147447558,3.198865969,3.154314424,3.177940336,3.192333271,3.113187721,3.1490343,3.081275307,3.185757439,3.173442719,3.148121241,3.172906392,3.163382079,3.135933717,3.142602212
TAG > TAG(60:3)_FA 16:0,TAG,TAG(60:3)_FA 16:0,0.972039088,0.990293279,1.022243794,3.021858873,3.051399547,3.029416282,3.039715472,3.059730017,3.07236023,3.012862552,3.047952106,3.017141935,3.028839582,3.068245275,3.050418461,3.027773532,3.024247551,3.039763035,2.998991295,3.042094919,3.017842744,3.031125611,3.041826792,3.03682049,3.01753419,3.04285107,3.010698481,3.049404141,3.044500593,3.065303322,3.025256726,3.042866814,3.078884407,3.035397744,3.061851937,3.066735827,2.999400292
TAG > TAG(60:3)_FA 16:1,TAG,TAG(60:3)_FA 16:1,0.987364522,1.011719064,1.017523299,3.025477939,3.038779101,3.057977864,3.009586886,3.01840091,3.069571931,3.021379554,3.022972478,3.002304359,3.044735727,3.039755107,3.023631046,3.017609264,3.012170549,3.036660864,3.011587391,3.007261192,3.042221035,3.023943518,3.041542717,3.024986204,3.031109434,3.019623052,3.008974732,3.014688546,3.065265955,3.019664558,3.001673179,3.023589914,3.023334813,3.008685347,3.028099322,3.069971365,3.014066715
TAG > TAG(60:3)_FA 18:0,TAG,TAG(60:3)_FA 18:0,0.921277847,1.04252182,0.986126771,3.483099269,3.383653849,3.473086829,3.443150325,3.47668388,3.381999052,3.519520895,3.366568662,3.412208503,3.42816723,3.550744341,3.679409758,3.671839086,3.590422743,3.552806906,3.576603952,3.67409106,3.66713345,3.695894792,3.654767424,3.547860844,3.47625183,3.626990833,3.510676386,3.497579249,3.728028987,3.464981121,3.405387377,3.515115848,3.505025137,3.582222526,3.610089274,3.60411804,3.429648973
TAG > TAG(60:4)_FA 16:0,TAG,TAG(60:4)_FA 16:0,0.995490234,0.930639936,1.001833582,3.039620343,3.023984616,3.027846855,3.022189123,3.010070903,3.031973722,3.047897653,3.011638132,3.024740125,3.036253547,3.069653329,3.027080412,3.032860445,3.091793567,3.053900164,3.02976517,3.018251027,3.03000842,3.01805943,3.007124501,3.010630673,3.036093713,3.008046334,3.011714227,3.065131401,3.046744851,3.002943238,3.018484159,3.035149489,3.015091415,3.017317242,3.028766427,3.046471781,3.011333596
TAG > TAG(60:4)_FA 16:1,TAG,TAG(60:4)_FA 16:1,0.991268179,1.019708764,0.957095331,3.003426095,3.030283934,3.024838572,3.015527435,3.038985594,3.030348739,3.011375906,3.038310154,3.036708755,3.017751038,3.046073571,3.05542424,3.038675813,3.040325414,3.012449167,2.996643019,3.016757671,3.070975699,3.030753527,3.046643445,3.051052174,3.026091831,3.024288621,3.018808674,3.035349705,3.075678354,3.017417384,3.02118106,3.015275941,3.007004862,3.003434716,3.019988194,3.014680142,3.012660127
TAG > TAG(60:4)_FA 18:0,TAG,TAG(60:4)_FA 18:0,0.983536923,1.004465997,0.997408042,3.075933669,3.021941454,3.043291559,3.004373004,3.029959778,3.031578136,3.022651061,3.049070675,3.048333055,3.030048947,3.094310407,3.013730222,3.040847535,3.024567786,3.052193612,3.047578608,3.03585385,3.055859793,3.037259151,3.050704518,3.070710069,3.038636086,3.026075471,3.070879794,3.034267426,3.081433753,3.015552577,3.028123745,3.052932405,3.057780208,3.049582399,3.036077729,3.037051839,3.011866389
TAG > TAG(60:5)_FA 16:0,TAG,TAG(60:5)_FA 16:0,0.995317708,1.028573904,0.999676353,3.036053741,3.015594478,3.037904386,3.020087722,3.037522145,3.093281602,3.033632839,3.029278265,3.016883007,2.998250647,3.031586218,3.020435901,3.027993464,3.026198146,3.063588559,3.038516875,3.045182136,3.044437867,3.059911651,3.069756898,3.044484911,3.019066446,3.020162356,3.037275098,3.040380823,3.08728442,3.051407263,3.01454577,3.07385763,3.036101706,3.025535274,3.02692533,3.051569275,3.029651606
TAG > TAG(60:5)_FA 16:1,TAG,TAG(60:5)_FA 16:1,0.991363207,1.000059197,1.00627453,3.022692281,3.040515342,3.01721707,3.019921824,3.024411805,3.038047641,3.0065003,3.040095793,3.038357867,3.022634573,3.037027912,3.040048271,3.027259917,3.056554258,3.021139693,2.996537972,3.018891845,3.018475835,3.068823872,3.01677439,3.041447987,3.014293703,3.045158649,3.020427612,3.032586559,3.049497153,3.033881965,3.01906645,3.074297054,3.007064688,3.009000252,3.052078061,3.061995036,3.002459845
TAG > TAG(60:5)_FA 18:0,TAG,TAG(60:5)_FA 18:0,1.02299422,0.955361991,1.054915393,3.034122922,3.072727723,3.086815277,3.102954851,3.01662394,3.042654285,3.087035694,3.137246505,3.068037392,3.066661337,3.086929051,3.141004303,3.075386383,3.11326134,3.135514313,3.110515669,3.127273326,3.048185375,3.112517897,3.075459391,3.15076875,3.023910639,3.091491122,3.03311806,3.060191524,3.096193731,3.090850382,3.014940375,3.069808675,3.022914801,3.104391532,3.14815212,3.115237653,3.054482855
TAG > TAG(60:6)_FA 16:0,TAG,TAG(60:6)_FA 16:0,0.948124335,1.000569929,0.956926128,3.042733007,3.034018527,3.043763012,3.018825308,3.044084879,3.029765174,3.008003699,3.01616391,3.036796548,3.016874653,3.046089191,3.033729294,3.041361131,3.063708591,3.030980047,3.028140025,3.033246813,3.031206451,3.009688828,3.082928947,3.070392584,3.018825305,3.063363415,3.082950475,3.03134385,3.052701663,3.039096744,3.041968764,3.041960871,3.020087724,3.0423156,3.045557703,3.016782743,3.024617033
TAG > TAG(60:6)_FA 16:1,TAG,TAG(60:6)_FA 16:1,0.976636754,1.024208789,0.978158804,3.030777806,3.023853086,3.039191992,3.008302057,3.016974905,3.041976649,3.005154794,3.001811596,3.028790814,3.029107719,3.034219262,3.002200657,3.013469261,3.009552904,3.041574291,3.007799001,3.047204783,3.055057113,3.011350526,3.030963876,3.023038375,3.004157976,3.011739589,3.038644031,3.025223945,3.043700183,3.033946232,3.017684324,3.025985484,3.014049898,3.013250269,3.024493906,3.016222484,3.01256732
TAG > TAG(60:6)_FA 18:0,TAG,TAG(60:6)_FA 18:0,1.052407084,1.129173759,0.897371557,3.092636474,3.051291506,3.097909506,3.067115539,3.137676894,3.131477544,3.13813846,3.134030437,3.071078957,3.123132696,3.169615691,3.129335387,3.075086909,3.097985764,3.143383358,3.090208688,3.162122151,3.163501311,3.143589344,3.217915418,3.217662921,3.118006686,3.140859893,3.187261225,3.107901607,3.179132262,3.18908028,3.098228297,3.108639459,3.041897783,3.127312204,3.120455501,3.161733284,3.053247549
TAG > TAG(60:7)_FA 16:0,TAG,TAG(60:7)_FA 16:0,1.000819743,1.009457616,0.997183905,3.012457608,3.013376627,3.087809837,3.019921826,3.021875384,3.043291562,3.07042212,3.048744723,3.015669888,3.02056847,3.06633341,3.023918859,3.020609883,3.055600039,3.034267429,3.013039601,3.05505711,3.061595743,3.02358169,3.029075227,3.040665651,3.030413529,3.041013531,3.021966233,3.072485217,3.049241321,3.031182197,3.015778787,3.052886268,3.02654147,3.041874119,3.044179039,3.027104898,3.02564173
TAG > TAG(60:7)_FA 16:1,TAG,TAG(60:7)_FA 16:1,0.948650019,0.968053007,1.031994116,3.039667911,3.026378016,3.063333395,3.074575133,3.018092761,3.040926584,3.013014311,3.033681074,3.015661511,3.044618179,3.048301966,3.041684776,3.041905668,3.007440538,3.031384251,3.049814799,3.019706059,3.016080213,3.035893837,3.030316335,3.006577306,3.028091177,2.997211616,3.024863183,3.01125743,3.031852664,3.007807534,2.996029858,3.036429298,3.03811925,3.007167222,3.035461782,3.019407143,3.007004862
TAG > TAG(60:7)_FA 18:0,TAG,TAG(60:7)_FA 18:0,1.038599581,0.968185584,0.997036594,3.031166028,3.002019141,3.012786656,3.053132274,3.033946234,3.016281053,3.013132304,3.099873957,3.081203273,3.038961772,3.085768533,3.069372083,3.034852997,3.065213633,3.018134415,3.022395404,3.011147393,3.077120736,3.01149435,3.038485077,3.013856439,3.057765,3.02185887,3.004071934,3.023762641,3.073608421,3.051430413,3.034572342,3.027251757,3.054643726,3.044688714,3.040064114,3.011984692,3.015502293
TAG > TAG(60:8)_FA 16:0,TAG,TAG(60:8)_FA 16:0,0.963199678,0.991201106,1.038126328,3.020692711,3.069956573,3.056119392,3.013839615,3.08000565,3.089184252,3.017567558,3.026067297,3.039636197,3.028123744,3.090589588,3.056729601,3.015192073,3.021726697,3.029781388,3.033069772,3.054260602,3.040056192,3.014688541,3.046970983,3.043841535,3.028498086,2.997141677,3.03361676,3.000243165,3.043385888,3.051677249,3.020924534,3.012946869,3.050534447,3.015074634,3.047648657,3.083789218,3.025920028
TAG > TAG(60:8)_FA 16:1,TAG,TAG(60:8)_FA 16:1,1.015119887,1.002120266,0.991930857,3.034251375,3.019631351,3.03233669,3.0224614,3.004837088,3.048449603,3.029602927,3.035893837,3.042197388,3.029765174,3.030324437,3.041005629,3.000564242,3.013005881,3.066683681,3.018767082,3.01566151,3.036972075,3.030874891,3.017075131,3.054145607,3.021990997,3.027952745,3.013031169,3.020899701,3.046245393,3.058403278,3.035613854,3.030348739,3.006149329,3.053462633,3.020087721,3.04256767,3.020883149
TAG > TAG(60:8)_FA 18:0,TAG,TAG(60:8)_FA 18:0,0.993050288,1.051532801,0.98840699,3.083803542,3.052763205,3.100852856,3.007901364,3.07706255,3.046026702,3.04679945,3.114183846,3.032900713,3.105850704,3.06660918,3.033954266,3.081340137,3.0627775,3.027561637,3.11750333,3.115024426,3.135476169,3.081440955,3.089113511,3.047850976,3.055577114,3.048814594,3.052162802,3.108301151,3.050959486,3.009833212,3.01609696,3.052239827,3.038453276,3.060501442,3.041740015,3.054245273,3.00775634
TAG > TAG(60:9)_FA 16:0,TAG,TAG(60:9)_FA 16:0,0.958812092,1.021048702,0.970518605,3.048441833,3.026378012,3.127124269,3.029943565,3.022469647,3.049977404,3.023096032,3.028676999,3.030429726,3.076604067,3.092390796,3.06610969,3.04623758,3.069423903,3.00653453,3.049031889,3.067651046,3.057696554,3.116800308,3.047243738,3.038874416,3.055309539,3.004123561,3.029278267,3.04695539,3.119123895,3.070045289,3.051646406,3.044022093,3.029740841,3.037737204,3.066773066,3.014486967,3.048659314
TAG > TAG(60:9)_FA 16:1,TAG,TAG(60:9)_FA 16:1,0.989343815,1.007264624,1.003742551,3.047695356,3.062228415,3.043032038,3.003038124,3.021114877,3.070207884,3.01070695,3.046627845,3.018176064,3.048348594,3.056317805,3.031384253,3.016623935,3.047656443,3.059843547,3.015569337,3.024354324,3.033327263,3.051453561,3.029911136,3.093148445,3.01255044,3.038540715,3.017292198,3.023375968,3.055332482,3.051206597,3.045127341,3.035109435,3.02982194,3.029830046,3.077186182,3.033190488,3.027928315
TAG > TAG(60:9)_FA 18:0,TAG,TAG(60:9)_FA 18:0,1.040261754,0.994803759,1.003774567,3.053524073,3.035517826,3.042858943,2.99319811,3.046815043,3.02013748,3.026753858,3.100453295,3.037003979,3.107074262,3.044861081,3.00031261,3.018667249,3.081548953,3.049838034,3.05258625,3.05647037,3.051839157,3.017417384,3.048861163,3.042236794,3.023507642,3.030713067,3.054168604,3.013747055,3.033857866,3.056653377,3.016849594,3.043676617,3.053332057,3.048286424,2.995977264,3.028709523,3.035317676
TAG > STD_15:0-18:1(d7)-15:0 TAG,TAG,STD_15:0-18:1(d7)-15:0 TAG,0.972188228,0.999175843,1.014047465,3.952803131,3.976134416,3.921787403,4.093563194,3.913100419,3.970017577,3.924728886,4.030004357,3.984087873,4.084575594,4.313767731,4.303394824,4.3104431,4.314103309,4.303667723,4.274235491,4.298410731,4.318892328,4.306885059,4.306473526,4.322122942,4.26620726,4.307253395,4.260447804,4.302947108,4.310717552,4.264978324,4.255767831,4.313993726,4.271313661,4.310489846,4.302959215,4.278824027,4.254627854
TAG > TAG(48:0)_FA 18:2,TAG,TAG(48:0)_FA 18:2,0.965735158,0.970389394,1.032228751,3.02866073,3.057483557,3.035917821,3.051245191,3.019324069,3.056020155,3.002796545,3.010223638,3.046339089,3.040293746,3.139545401,3.018267684,3.009110835,3.039881906,3.026337145,3.025215752,3.031117522,3.035357715,2.997744539,3.038548666,3.029253907,3.058129846,3.028880222,3.011316675,2.992756736,3.047586391,3.032385062,3.010461125,3.032626848,3.060690323,3.021875389,3.003727606,3.046674649,3.03026773
TAG > TAG(48:1)_FA 18:2,TAG,TAG(48:1)_FA 18:2,1.052633576,1.002425946,1.016101234,3.042181628,3.006183582,2.988086089,3.022972475,3.016832882,3.032602678,3.063543542,3.053270597,3.062205837,3.015015905,3.027145694,3.054007561,3.038182895,3.043833686,3.036309476,3.031440813,3.038198807,3.025133784,3.02310427,3.027137532,3.036724716,3.083653124,3.018226042,3.052986224,3.010706947,3.020899706,3.002071011,3.031448892,3.039080864,3.020775523,3.037386686,3.01975586,3.052893955,3.0035898
TAG > TAG(48:2)_FA 18:2,TAG,TAG(48:2)_FA 18:2,1.007850777,0.95293053,1.023564631,3.017434072,3.027985322,3.013502943,3.060599676,3.035549833,3.038651978,3.050604032,3.068141351,3.037912349,3.015963024,3.024543163,3.090222804,3.053485671,3.03664489,3.059934353,3.024641655,3.02062645,3.035685865,2.991536204,3.079853912,3.018309324,3.018883522,3.041242663,3.043260114,3.024403595,3.069734708,3.013435577,3.011722685,3.082857179,3.03534971,3.024099669,3.040491608,3.040768463,3.0338659
TAG > TAG(48:3)_FA 18:2,TAG,TAG(48:3)_FA 18:2,0.981676838,1.04055614,1.008335825,3.04404564,3.035661865,3.03800785,3.036053745,3.023021903,3.038826761,3.047025545,3.009688832,3.022288152,3.056264397,3.020725836,3.012466045,3.055653537,3.034468057,3.043417331,3.021660594,3.076145101,3.038039686,3.019224361,3.033037574,3.071056831,3.056287288,3.011316676,3.014638155,3.019224364,3.047578597,3.066437777,3.009484919,3.03578986,3.005532298,3.012820394,3.049954178,3.050016108,3.029578589
TAG > TAG(50:1)_FA 18:2,TAG,TAG(50:1)_FA 18:2,1.012237415,1.014680567,1.045822449,3.026729355,3.089148883,3.010842518,3.007432,3.012921575,3.073740371,3.050341112,3.031626598,3.026189977,3.036293499,3.036868364,3.020709273,3.024920597,3.035917825,3.017258812,3.01890847,3.027553485,3.036229576,3.040254163,3.042410141,3.009263913,3.036596992,3.058979958,3.005875199,3.038071517,3.045995449,3.036133678,3.030308236,3.015091416,3.083072441,3.028400461,3.108429742,3.033512244,3.048923253
TAG > TAG(50:2)_FA 18:2,TAG,TAG(50:2)_FA 18:2,1.087625138,1.000330686,0.978599808,3.056210982,3.038334011,3.013948977,3.066266307,3.034556305,3.034090803,3.096472056,3.120698968,3.111007004,3.064585298,3.067717944,3.083287599,3.022964238,3.031513521,3.079629815,3.007201393,3.078775745,3.025535278,3.071056835,3.021048676,3.024576002,3.070156157,3.061723865,3.032296376,3.050812704,3.060682763,3.044218261,3.027357795,3.040974013,3.014856447,3.027977183,3.064345692,3.037299015,3.027700194
