Lipid name,MRM,Ab-medium_12h_N1_acy-carnitines,Ab-medium_12h_N2_acy-carnitines,Ab-medium_12h_N3_acy-carnitines,Ab-medium_12h_N4_acy-carnitines,Ab-medium_12h_N5_acy-carnitines,Ab-medium_12h_N6_acy-carnitines,Ab-medium_1h_N3_acy-carnitines,Ab-medium_1h_N4_acy-carnitines,Ab-medium_1h_N5_acy-carnitines,Ab-medium_1h_N6_acy-carnitines,Ab-medium_1h_N7_acy-carnitines,Ab-medium_24h_N2_acy-carnitines,Ab-medium_24h_N3_acy-carnitines,Ab-medium_24h_N4_acy-carnitines,Ab-medium_24h_N5_acy-carnitines,Ab-medium_24h_N6_acy-carnitines,Ab-medium_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-medium_12h_N1_acy-carnitines,Veh-medium_12h_N2_acy-carnitines,Veh-medium_12h_N3_acy-carnitines,Veh-medium_12h_N4_acy-carnitines,Veh-medium_12h_N5_acy-carnitines,Veh-medium_12h_N6_acy-carnitines,Veh-medium_1h_N3_acy-carnitines,Veh-medium_1h_N4_acy-carnitines,Veh-medium_1h_N5_acy-carnitines,Veh-medium_1h_N6_acy-carnitines,Veh-medium_1h_N7_acy-carnitines,Veh-medium_24h_N2_acy-carnitines,Veh-medium_24h_N3_acy-carnitines,Veh-medium_24h_N4_acy-carnitines,Veh-medium_24h_N5_acy-carnitines,Veh-medium_24h_N6_acy-carnitines,Veh-medium_24h_N7_acy-carnitines,control_medium_acy-carnitines
PSo (42:4),854.6271 -> 669.6271,1369.700104,1463.400108,1399.10009,1529.120117,1420.460098,1321.400078,1494.56012,1301.100086,1429.380104,1358.080082,1445.940113,1430.360115,1620.200123,1400.840103,1381.700096,1427.140091,1371.280098,1332.300091,1370.800098,1364.760098,1291.060085,1377.740101,1374.100105,1337.640102,1582.660114,1349.200089,1449.760113,1401.320099,1374.460094,1404.920101,1410.500103,1503.340111,1380.800091,1307.540092,1415.100109,1443.980106
PS (42:10),856.5124 -> 671.5124,1395.640091,1454.480106,1507.780102,1408.740097,1483.220104,1357.600098,1417.020096,1372.520103,1480.380096,1454.700111,1530.600113,1537.000099,1473.320095,1369.120094,1500.040112,1453.780102,1434.940105,1363.560101,1513.680099,1470.080112,1459.260094,1448.260098,1477.500092,1362.300095,1386.620094,1420.620087,1419.340092,1391.860107,1348.180099,1398.680096,1423.2201,1397.280106,1545.180107,1324.460094,1367.080101,1522.780121
PSp (42:2),856.6427 -> 671.6427,1385.480106,1490.900097,1555.760117,1399.560101,1379.780094,1331.720097,1463.420105,1408.600098,1433.440105,1391.980103,1443.920109,1459.140099,1436.960117,1288.84008,1335.500103,1378.300095,1385.920094,1322.020088,1520.240105,1505.380108,1484.440105,1457.540119,1560.100101,1354.800091,1421.540104,1428.440094,1398.540092,1389.860096,1277.10009,1464.620102,1376.5401,1299.100086,1501.160099,1452.420116,1517.780106,1422.600101
PS (42:9),858.5281 -> 673.5281,1837.240135,1535.220119,1488.160103,1732.140133,1836.280125,1567.420116,1572.920128,1632.260098,1948.040142,1707.220123,1538.380104,1729.240116,1779.360138,1953.380123,1744.560127,1794.000118,1554.940113,1271.760094,1758.960094,1876.820137,1599.900108,1537.840099,1972.10014,1527.780109,1567.62011,1442.940094,1598.600128,1924.520134,1603.080112,1643.900112,1974.020145,1920.480133,1652.180115,1691.920113,1916.980129,1432.060104
PSo (42:2),858.6584 -> 673.6584,1641.580109,1566.960106,1668.140121,1566.600117,1633.62011,1506.320103,1935.520142,1674.180122,1483.060101,1776.580139,1668.760128,1831.040134,1579.5201,1632.720135,1777.640121,1838.220142,1454.580109,1447.060108,1894.740147,1666.980122,1387.020088,1491.000095,1643.500099,1678.780117,1745.820118,1638.560123,1692.48011,1613.820126,1409.860092,1456.400093,1819.400131,1760.640118,1731.840111,1570.780117,1671.68013,1382.840103
PS (42:8),860.5437 -> 675.5437,1646.92012,1895.240124,2174.70015,1610.980118,1956.220123,1925.500137,1606.280098,2040.140148,1711.200115,1751.86013,1847.560127,1852.140141,1784.68013,1882.660133,1739.060123,1957.260162,1818.020126,1357.640099,2204.58017,1792.26012,1936.760117,1706.060101,1855.800121,1982.480152,2208.820171,1651.540104,1981.14016,1709.460133,1656.16011,1604.240101,1659.380096,1672.280121,1947.500137,1740.620129,2457.380184,1482.400093
PSo (42:1),860.674 -> 675.674,2066.960155,1630.380119,1891.300133,1648.360126,1920.180149,1787.700127,1626.880116,1660.66013,1797.920128,1618.220127,1601.740112,1691.980125,1689.840126,1843.200123,1993.920143,1966.800125,1785.600117,1338.460098,1757.720139,1939.960129,1796.580124,1713.98011,1675.100121,1800.860123,1984.400135,1823.200142,1879.220135,1631.840115,1763.160133,1738.060116,1814.36013,1586.460125,1871.100121,1495.240116,1910.30014,1418.340099
PS (42:7),862.5594 -> 677.5594,2948.660187,2919.780209,2759.840199,2853.480194,2917.400196,2743.600189,2928.780209,2794.380196,2914.020218,2747.280193,2911.680218,2719.600201,2717.700188,2701.620193,2967.280209,2783.120209,3014.420212,2573.400185,2921.800213,3172.100212,2904.260193,2916.120216,2933.38023,2675.600178,2834.540195,2885.560204,2662.620197,2724.30019,2835.440197,2800.100197,2769.700195,2697.580193,2892.200207,2906.120228,2977.800205,2747.480198
PS (42:6),864.575 -> 679.575,1510.880116,1488.720089,1398.740101,1378.240097,1442.760098,1381.420097,1583.060112,1511.340092,1351.960091,1381.260109,1370.760086,1469.080105,1417.260105,1457.800091,1347.000092,1396.300106,1404.360104,1295.300106,1621.30011,1948.420147,1336.580105,1360.440083,1380.800106,1332.780094,1659.280113,1446.920105,1413.140106,1283.200085,1502.100101,1507.560104,1500.720108,1360.960102,1322.760101,1423.080105,1334.280094,1391.3801
PS (42:5),866.5907 -> 681.5907,1309.78009,1480.940102,1548.500114,1357.700085,1563.340096,1332.300098,1472.660103,1453.400089,1359.8801,1544.440102,1466.300095,1519.740105,1372.000095,1389.220104,1527.40012,1430.980103,1404.300102,1441.060108,1474.760101,1358.580105,1388.060097,1329.140095,1499.540115,1294.460091,1411.940098,1305.320087,1408.480087,1332.3801,1373.960087,1435.640106,1386.760094,1471.400116,1374.880104,1453.540096,1344.920094,1362.020088
PS (42:4),868.6063 -> 683.6063,1443.840099,1307.800098,1449.820107,1387.820107,1486.30011,1367.760101,1347.920109,1336.380093,1347.500107,1368.740097,1376.260094,1414.2001,1343.140095,1400.080097,1459.380093,1414.640099,1339.880081,1409.620102,1400.060093,1339.600098,1421.7001,1441.980106,1441.400105,1375.900105,1326.760086,1427.440086,1487.5401,1401.920094,1413.940102,1356.020088,1364.040104,1333.140095,1471.420101,1484.100098,1301.340088,1377.320091
PS (42:3),870.622 -> 685.622,1810.140121,2405.740166,1970.420166,2222.120152,2006.900127,1864.560143,1501.340118,2214.660164,1578.260117,1541.7001,1698.920124,1746.920128,1746.220131,1769.360123,1788.980133,1802.320129,1751.600128,1583.960114,1831.18013,1890.260136,1875.240147,1574.560108,1999.120148,1685.600113,1777.500126,1406.540092,1651.840118,1587.020115,1588.64011,1789.260132,1766.520107,1578.080116,2077.380142,1718.620132,1786.420135,1455.720097
PS (42:2),872.6376 -> 687.6376,1419.220093,1480.400101,1444.740101,1535.920097,1358.120102,1318.060093,1486.440117,1581.300125,1497.500107,1391.280106,1464.280106,1312.460091,1370.540096,1454.220104,1533.800106,1373.000099,1363.080093,1380.420105,1512.640121,1425.480106,1391.420094,1438.620102,1483.8801,1407.780109,1453.220112,1359.360096,1450.920109,1405.760101,1319.360092,1288.560108,1447.300091,1415.840107,1447.160099,1324.800098,1331.120098,1468.760109
PS (42:1),874.6533 -> 689.6533,1396.880093,1388.100109,1437.260094,1379.980099,1473.020088,1317.260094,1382.5401,1452.280102,1268.300095,1318.08009,1324.500092,1454.64011,1334.560093,1404.820095,1402.260101,1387.600098,1309.560097,1302.560097,1473.220097,1390.740105,1439.120102,1386.720097,1358.060097,1346.620094,1395.680099,1388.920097,1436.62011,1385.540096,1383.620094,1354.120087,1311.820099,1383.960102,1400.640102,1352.400093,1302.780094,1310.260101
PS (42:0),876.6689 -> 691.6689,1397.780098,1367.700092,1472.380108,1346.520096,1443.020103,1339.080097,1366.820095,1337.540096,1330.540108,1336.540092,1432.100094,1358.280098,1457.020107,1376.120094,1348.000107,1489.500099,1351.380096,1345.900093,1430.400105,1390.700092,1277.280087,1352.100094,1406.160103,1342.0401,1393.8801,1329.62009,1427.740097,1332.340092,1436.840096,1357.460087,1284.720093,1471.200111,1421.340103,1358.320099,1299.280098,1390.960098
PS (44:10),884.5437 -> 699.5437,1574.000114,1381.500103,1395.560101,1352.420086,1403.560101,1342.58009,1466.180107,1436.000099,1372.860104,1465.700108,1380.500092,1359.860096,1444.160107,1356.480087,1391.780098,1328.920074,1361.240097,1384.860088,1398.800095,1359.180092,1314.28009,1410.480106,1517.100109,1382.980099,1401.100101,1431.440094,1409.060104,1314.400089,1335.880096,1372.980103,1312.820103,1380.020103,1451.460098,1446.300102,1360.480103,1314.340084
PS (44:8),888.575 -> 703.575,1422.640095,1477.380108,1364.060097,1378.5201,1410.120094,1319.260082,1428.440098,1338.520084,1373.3601,1335.520103,1366.220097,1407.440102,1331.740105,1361.0201,1421.400089,1388.480095,1376.620087,1371.160095,1326.2001,1421.340096,1438.440086,1364.740101,1350.020084,1414.440094,1476.240097,1530.600101,1330.620102,1389.640106,1473.480095,1359.820099,1451.100101,1478.82011,1396.480095,1333.100094,1326.580097,1342.460102
PS (44:7),890.5907 -> 705.5907,1379.400101,1334.060085,1387.060101,1281.48008,1409.180096,1415.660095,1478.96011,1326.620102,1352.840111,1446.060097,1363.460094,1355.240089,1296.94009,1414.82011,1551.480106,1408.7201,1365.140099,1333.540089,1431.040108,1438.140091,1433.220097,1396.900101,1441.480106,1291.600082,1359.680088,1423.640102,1347.840099,1460.480106,1339.040104,1342.100079,1402.3801,1319.380089,1435.920113,1384.180096,1281.200096,1330.440098
PS (44:6),892.6063 -> 707.6063,1463.620098,1431.420105,1485.5401,1398.140099,1394.760105,1333.000084,1357.28009,1281.460098,1307.980106,1542.500103,1314.820084,1347.900089,1322.700089,1301.640091,1547.280094,1452.160095,1450.980103,1407.340107,1481.440102,1499.840122,1378.720104,1385.180099,1343.660099,1340.28009,1407.560104,1353.500092,1359.640095,1367.980095,1286.480087,1402.120098,1360.320103,1416.460094,1390.320099,1463.740108,1308.020092,1434.520107
PS (44:5),894.622 -> 709.622,1462.560116,1503.780106,1408.8801,1580.740131,1344.400101,1357.080101,1466.560104,1426.200096,1444.600113,1454.900108,1368.500092,1445.580105,1403.340099,1377.000092,1465.900097,1538.100109,1288.060097,1363.920094,1602.060123,1459.3601,1460.520103,1524.380116,1331.080101,1325.42009,1424.900105,1454.92009,1537.060116,1339.020096,1428.920101,1489.180107,1366.160084,1410.900105,1376.580093,1539.580112,1297.44009,1331.300098
PS (44:4),896.6376 -> 711.6376,1482.900105,1364.920086,1471.2201,1424.960102,1457.180103,1451.460091,1475.180099,1365.620094,1405.700104,1410.900105,1385.800098,1302.980095,1423.7201,1398.480099,1378.100101,1419.700096,1308.020092,1332.360088,1590.240116,1472.520107,1392.220085,1402.780109,1406.420086,1394.280102,1351.120098,1298.080097,1406.880104,1390.000099,1335.480103,1315.420094,1333.400093,1329.820095,1417.960102,1362.660103,1333.520103,1372.800106
PS (44:3),898.6533 -> 713.6533,1420.320107,1410.000099,1478.820103,1289.76009,1371.5401,1314.800095,1389.660095,1346.800083,1323.280094,1425.66011,1322.260082,1459.300098,1359.180084,1352.680088,1364.0401,1355.520088,1387.860107,1290.840099,1419.5401,1346.68008,1406.080093,1313.660095,1416.360115,1339.460087,1346.360088,1349.660091,1381.400097,1412.920094,1372.580097,1412.800102,1346.680099,1356.620102,1328.420105,1458.960091,1315.60009,1310.680099
PS (44:2),900.6689 -> 715.6689,1418.760109,1306.700089,1320.080105,1375.260094,1344.880089,1353.480095,1310.740105,1370.700096,1336.940086,1410.840107,1258.460091,1380.420109,1361.800098,1371.0401,1352.660091,1402.220097,1284.560085,1247.680088,1419.500103,1455.620106,1308.340096,1330.0401,1341.080093,1313.460094,1370.720085,1338.3601,1351.620106,1287.780094,1324.840099,1527.780102,1298.080082,1332.160099,1452.620098,1314.740101,1320.460091,1341.920094
PS (44:1),902.6846 -> 717.6846,1354.180092,1380.900105,1332.260086,1480.200115,1539.160107,1285.900089,1306.480091,1379.740093,1304.260098,1505.000118,1399.160099,1391.740093,1368.860096,1289.560089,1402.840103,1326.340092,1295.780094,1398.700104,1422.5201,1332.740101,1336.660091,1411.740108,1479.92012,1332.360096,1438.300098,1390.000103,1428.720108,1361.800091,1345.460094,1287.300087,1312.800091,1410.920105,1400.800098,1393.940102,1343.380089,1388.360096
PS (44:0),904.7002 -> 719.7002,1360.480099,1382.220093,1483.260098,1385.400108,1302.300087,1254.520096,1362.820091,1336.360092,1272.300091,1331.500095,1288.320095,1323.2001,1289.040085,1276.720081,1257.840092,1369.420094,1347.540092,1235.020084,1301.780098,1399.320099,1337.480099,1563.580109,1247.360085,1323.380093,1250.220089,1300.300095,1301.040085,1281.300095,1296.120083,1341.900093,1302.600082,1294.860092,1425.500095,1253.300083,1260.460094,1286.78009
Lipid name,MRM,Ab-medium_12h_N1_TAG1,Ab-medium_12h_N2_TAG1,Ab-medium_12h_N3_TAG1,Ab-medium_12h_N4_TAG1,Ab-medium_12h_N5_TAG1,Ab-medium_12h_N6_TAG1,Ab-medium_1h_N3_TAG1,Ab-medium_1h_N4_TAG1,Ab-medium_1h_N5_TAG1,Ab-medium_1h_N6_TAG1,Ab-medium_1h_N7_TAG1,Ab-medium_24h_N2_TAG1,Ab-medium_24h_N3_TAG1,Ab-medium_24h_N4_TAG1,Ab-medium_24h_N5_TAG1,Ab-medium_24h_N6_TAG1,Ab-medium_24h_N7_TAG1,Blank_TAG1,Veh-medium_12h_N1_TAG1,Veh-medium_12h_N2_TAG1,Veh-medium_12h_N3_TAG1,Veh-medium_12h_N4_TAG1,Veh-medium_12h_N5_TAG1,Veh-medium_12h_N6_TAG1,Veh-medium_1h_N3_TAG1,Veh-medium_1h_N4_TAG1,Veh-medium_1h_N5_TAG1,Veh-medium_1h_N6_TAG1,Veh-medium_1h_N7_TAG1,Veh-medium_24h_N2_TAG1,Veh-medium_24h_N3_TAG1,Veh-medium_24h_N4_TAG1,Veh-medium_24h_N5_TAG1,Veh-medium_24h_N6_TAG1,Veh-medium_24h_N7_TAG1,control_medium_TAG1
TAG(48:3)_FA 18:0,818.8 -> 517.8,1106.300076,1071.900074,1138.100079,1065.760078,1039.240082,1046.880081,1010.260067,1115.620071,1253.660103,1056.860073,1097.860077,1023.300076,1056.340069,1201.200077,1034.640072,1059.280071,1067.700077,960.9200745,990.4200745,1050.460072,1077.180073,1009.600067,1187.58009,1102.980072,1089.160072,1143.220093,1099.220081,1073.360081,1162.18008,985.9400635,1020.740059,1092.66008,1146.100079,1022.72007,1002.180073,1023.260075
TAG(48:3)_FA 18:1,818.8 -> 519.8,1026.060078,1115.940071,1131.940079,1072.780075,1172.320095,1081.420086,1039.820076,1103.600079,1163.160076,1031.74007,1049.860081,997.9000664,1082.360069,1106.000072,1116.140076,1051.540073,991.9400673,1059.540062,1066.220078,1109.240078,982.3200836,1150.400074,986.3200722,1108.080086,1136.740082,1129.940086,1183.780071,1165.440075,1146.300083,973.0200653,1022.320068,1063.100082,1000.240063,1055.240063,1091.520073,1068.580074
TAG(48:3)_FA 16:0,818.8 -> 545.8,997.4400711,1221.260078,1128.560081,1170.400078,1040.740067,1113.360069,987.6800766,962.6000671,1124.240078,1029.120064,979.8400726,1011.58007,1088.560074,1245.040089,1095.580086,1030.24007,1064.980083,1055.020065,1269.980099,1152.540089,1086.220081,1039.280064,1023.780075,1055.740063,1171.720085,1045.600079,1082.120075,1180.400085,1039.640079,1004.900074,977.7600632,1183.120087,1140.840076,1208.100079,1121.540085,1062.860069
TAG(48:3)_FA 16:1,818.8 -> 547.8,1046.820072,974.9000702,1095.100086,1107.960079,1152.020073,1283.620083,1299.800087,1208.160088,1060.940075,1129.540077,1061.760067,1050.100071,1194.640076,1012.200073,1151.900074,1186.400089,976.480072,1005.320072,1109.640087,1215.860077,1136.200089,1048.040073,1040.800068,1068.100075,1216.44009,1335.460087,1072.00008,1174.480083,1155.600082,1125.98008,1080.600079,977.9800758,1163.780083,1084.88007,1034.940063,1150.10009
TAG(48:2)_F A18:0,820.8 -> 519.8,1149.78009,1044.700073,1243.700092,1036.960072,1172.980087,956.4600716,1134.540085,1105.740074,1131.880077,1063.920078,1136.760071,1058.860081,1041.420071,1113.800076,1116.78009,1134.400078,1056.180065,979.4200706,1121.460072,1110.940071,1150.62009,1088.620071,1145.360088,1127.300087,1083.18008,1000.240074,1145.240086,1014.880077,1055.400074,1049.560078,1074.880077,1037.700073,1145.360081,1093.100079,1072.460072,1011.440067
TAG(48:2)_FA 18:1,820.8 -> 521.8,1268.640087,1153.880081,1227.520088,1309.440105,1291.400089,1112.600079,1213.32008,1308.740093,1323.700085,1198.800091,1225.280079,1218.580093,1130.120079,1171.880074,1110.520084,1241.680084,1291.760086,974.7400627,1335.220104,1393.580093,1040.220074,1167.260082,1232.840088,1241.480068,1212.960075,1268.120087,1326.020092,1103.280079,1058.140079,1206.400089,1249.3801,1187.500088,1266.780102,1411.78009,1142.040085,1135.560089
TAG(48:2)_FA 16:0,820.8 -> 547.8,1314.580097,1429.560108,1733.120102,1208.740086,1497.900108,1130.120087,1450.840103,1367.820095,1383.32008,1249.78009,1925.760151,1292.44009,1268.300102,1215.280079,1562.580105,1538.100101,1194.480083,994.320076,1386.620087,1370.980095,1538.820103,1245.880089,1496.340111,1305.120083,1385.780102,1304.540081,1593.860096,1408.560097,1334.180092,1182.26009,1116.980087,1156.760082,1426.580112,1428.260105,1276.440105,1211.280083
TAG(48:2)_FA 16:1,820.8 -> 549.8,1226.540077,1197.020088,1825.700111,1177.760082,1497.080116,1347.100098,1183.18008,1369.840107,1322.340096,1465.500107,1507.600124,1451.280117,1190.020084,1085.320072,1662.820122,1370.680096,1059.720081,1223.700081,1674.980125,1220.260098,1354.100082,1212.940109,1379.180084,1352.620075,1446.720097,1303.900089,1433.020107,1260.940086,1378.820099,1151.540081,1024.520073,1242.660084,1390.620094,1489.380108,1164.640087,1467.380096
TAG(48:1)_FA18:0,822.8 -> 521.8,1107.020077,1122.580093,1133.700077,1139.020088,1202.560078,1151.200077,1223.880093,1159.900074,1185.440086,1091.800076,969.3000679,1144.400082,1008.900074,1150.680077,1045.720081,1068.540077,1162.200089,1035.360073,1280.260086,1181.120075,1069.960075,1072.22007,1016.580067,1134.260071,1085.980076,1079.560081,1085.140076,1140.420067,1166.880066,1063.160065,1020.840073,1001.560078,1196.620079,1121.22007,1008.260071,1011.960068
TAG(48:1)_FA 18:1,822.8 -> 523.8,1124.060074,1597.040119,1241.760098,1482.880108,1505.780113,1157.48008,1645.06012,1497.360115,1312.780106,1333.400108,1225.480095,1253.560101,1253.980091,1177.900089,1286.000088,1702.140121,1139.280087,1218.940083,1483.720081,1210.760094,1586.500099,1270.560081,1228.000088,1297.300087,1243.360092,1264.120075,1637.460129,1423.160088,1251.360077,1272.500084,1323.700089,1318.600094,1642.66011,1483.760094,1504.680115,1061.080078
TAG(48:1)_FA 16:0,822.8 -> 549.8,2002.940136,1997.180126,2447.160175,2160.140121,2445.960175,1669.080128,2357.360184,2942.960201,2820.100193,2589.360195,2331.220139,1798.180134,1801.12014,1806.760136,3142.700199,2233.600155,1890.600132,1196.480083,1780.620121,2070.300144,2259.620152,2600.540188,1954.540134,2558.280159,2100.560154,1450.8601,2119.260128,1984.06015,2369.960148,2343.360165,1558.080112,1904.600155,2786.720226,2931.66021,2232.960175,2200.600189
TAG(48:1)_FA 16:1,822.8 -> 551.8,1194.420086,1316.880085,1714.480106,1665.000126,1643.640137,1210.220089,1536.30011,1600.860123,1560.320095,1430.660088,1916.920135,1406.680084,1108.000072,1162.000072,1488.240108,1899.840141,1348.220097,1179.360088,1410.480091,1150.580086,1354.460083,1248.240093,1333.940105,1457.240097,1143.34008,1131.560081,1204.580082,1570.400124,1311.32008,1493.620094,1112.200089,1054.160069,1919.800137,1495.280102,1568.000103,1319.860085
TAG(48:0)_FA 18:0,824.8 -> 523.8,1309.640095,1278.640102,1234.180088,1030.140068,1208.66008,1481.860104,1135.700092,1027.120075,1291.400074,1299.020088,1236.78009,1141.660088,1056.140083,1143.300095,1150.320087,1301.12009,1293.320087,1257.76009,1403.000111,1309.320084,1123.900078,1356.980076,1135.740074,1195.100086,1161.560085,1213.76009,1292.520092,1215.760086,1189.340076,1255.800079,1263.160084,1856.540134,2015.020123,1195.380081,1078.720066,1211.880077
TAG(48:0)_FA 18:1,824.8 -> 525.8,1150.560085,1114.660088,1206.840096,1032.280079,1087.500076,986.5000687,1081.760078,1151.840069,1023.120083,1130.68008,1104.420078,1002.200069,1142.640072,1073.400082,1067.240078,1040.700081,1003.06007,1097.020073,1040.700077,1090.220085,1100.98008,1024.620064,1071.200077,972.7000656,1094.360073,1080.060078,1049.360081,1060.280067,981.8800735,1082.420078,1171.700081,1071.980076,1169.500088,1053.940075,1040.740078,1091.040077
TAG(48:0)_FA 16:0,824.8 -> 551.8,3030.040222,2949.540215,3704.260258,3921.240295,3662.320263,2758.820171,3453.660221,3729.480236,4580.160362,4088.600288,3981.520279,2819.660202,2694.980183,2892.940205,4067.320267,4568.640297,2606.440178,2628.440174,3344.120232,3123.180187,3395.520233,3237.060192,2892.86018,3698.360226,3563.880257,2376.180161,2671.700199,3780.200302,3120.380207,3204.980202,2742.020176,3541.380219,4894.500389,4739.320362,3031.060234,3218.980232
TAG(48:0)_FA 16:1,824.8 -> 553.8,1162.140087,1087.780067,967.8200684,1144.080086,1090.760082,1024.940067,1165.360085,1030.700069,1022.860069,1124.700077,1287.720089,1074.600071,1021.080082,995.9000778,1090.720078,1037.160084,991.6600723,1061.980072,1065.920094,1121.340084,1202.200089,1071.800068,1150.540085,969.5200729,1043.98008,1033.680077,1294.3601,1102.280083,1024.020077,1027.66008,1130.88007,1078.560078,1254.8601,1064.640072,1001.080074,1116.500076
STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 570.8,8060.460487,9088.600636,13766.46089,14197.44115,17118.04128,6841.760426,8655.660515,9657.380543,11161.1409,11272.8809,11035.30064,10108.84068,9753.000641,14444.08108,13157.90102,16586.40121,8588.500618,953.760067,7272.820518,12297.32093,10940.18079,9133.280643,13453.92109,7967.340565,10035.4208,5579.400364,8554.460667,11472.10097,7925.240456,9397.760685,10065.34072,11898.68067,10442.58072,13856.06104,9926.140556,13511.14107
TAG(50:4)_FA 18:0,846.8 -> 545.8,1117.980087,1040.58007,1034.320068,1041.860069,1195.68008,1096.260082,1084.460079,1051.420071,998.7800751,1037.900074,1081.320076,1132.500072,987.5800705,965.3400688,1166.660084,1053.060074,1009.680069,956.6800613,1221.060081,1082.88007,1030.40007,1021.500065,1118.700077,1015.820068,967.7600632,1026.460075,1195.760086,1008.38007,1093.560085,1008.880062,1012.080074,1222.560081,1126.340088,1010.460064,1031.820072,976.9000778
TAG(50:4)_FA 18:1,846.8 -> 547.8,1232.560089,1137.440075,1205.520084,1117.360077,1147.100079,1215.680088,1318.900089,1087.38007,1277.820099,1255.500088,1257.640095,1363.660095,1199.020081,1086.40007,1211.00008,1196.920071,1141.400074,1045.800076,1148.220089,1207.040081,1327.200085,1123.620075,1180.580074,1237.120083,1235.400085,1061.160072,1126.520081,1171.720078,1188.320087,1359.100098,1256.780094,1170.460098,1239.380077,1397.240105,988.2000694,1204.100086
TAG(50:4)_FA 16:0,846.8 -> 573.8,1247.500092,1299.500107,1214.020103,1142.660088,1392.520096,1133.120075,1205.100079,1460.040104,1602.500111,1353.180103,1217.960087,1200.08009,1158.560093,1215.34008,1533.020111,1320.100105,1163.600071,1082.62006,1522.360115,1447.040108,1182.420094,1171.540096,1335.220089,1394.000099,1363.440102,1232.940086,1323.480103,1502.380089,1529.020107,1092.520077,1141.460083,1169.440086,1375.340103,1148.260078,1076.600079,1056.860065
TAG(50:4)_FA 16:1,846.8 -> 575.8,1423.340115,1169.820084,1259.020096,1373.640083,1455.12011,1007.840073,1373.100109,1430.480106,1406.120094,1484.0201,1671.520119,1170.020077,1268.920086,1358.960091,1315.540092,1519.560112,1100.240063,1043.460072,1232.500084,1521.12011,1298.060097,1288.400097,1392.640095,1128.820091,1299.740089,1216.760086,1498.340107,1274.560101,1357.320103,1197.920082,1087.140083,1331.680096,1237.460098,1526.46011,1293.900097,1169.080086
TAG(50:3)_FA 18:0,848.8 -> 547.8,1028.020073,1000.32008,1285.820091,1242.28009,1247.520088,1050.88007,1164.660084,1052.220081,1026.760078,1201.940083,1307.300083,1218.100079,1087.520073,1078.500084,1192.080086,1266.0201,1139.440083,1056.640083,1086.300076,1098.900082,1251.700089,1333.160091,1216.580086,1384.980095,1249.700104,1095.140079,1137.960083,1071.260071,1237.34008,1238.960102,1031.980064,1091.660084,1175.740082,1089.620068,1063.500076,1203.980072
TAG(50:3)_FA 18:1,848.8 -> 549.8,1537.420101,1416.380096,1715.380123,2071.480137,2544.680164,1600.420097,1930.000122,2021.66016,2411.920158,2202.140156,2566.680183,1591.340115,1571.600101,1336.440102,2200.060154,2619.920212,1527.340107,1167.640083,2040.300129,1792.340103,2181.580177,1824.200138,1512.040096,1946.560135,2041.940136,1510.120094,1839.420139,1921.880131,1846.420113,1795.340134,1762.900116,1780.440128,2618.54018,2129.020145,1658.620094,1760.200138
TAG(50:3)_FA 16:0,848.8 -> 575.8,1530.960098,1644.700134,3202.060249,2042.680126,2104.840137,1330.180084,2651.000187,2413.360172,2540.400185,2928.160225,2362.020164,1846.700115,1853.900124,1337.940105,2453.960175,2645.900181,1452.920094,1028.680073,1914.860134,1914.120129,1810.120121,1993.800152,2047.240131,2379.44017,1962.740143,2071.440128,1788.80014,2046.240139,1351.960106,1813.520126,1768.30014,1808.040115,2094.880142,3201.100243,2235.080139,1719.00013
TAG(50:3)_FA 16:1,848.8 -> 577.8,1329.26009,1135.180084,2186.480156,1527.860115,1643.900108,1214.160103,1528.980106,1715.96011,1796.160107,1682.220139,1900.440147,1649.00013,1401.540104,1319.780106,1541.720108,1908.640125,1304.300079,1223.200089,1328.280094,1699.620117,1666.440125,1483.820103,1105.300083,1646.040131,1701.080116,1306.700089,1420.580112,1373.280102,1420.460102,1506.540104,1358.520077,1278.240089,2385.780174,1653.700115,1402.12011,1811.660118
TAG(50:2)_FA 18:0,850.8 -> 549.8,1069.24007,1049.680077,1174.680084,1146.240086,1202.900082,1339.980103,1151.620083,1242.000103,1222.040081,1252.940102,1380.860088,1111.740074,1116.980076,1151.700073,1254.860081,1440.94009,1012.760075,1077.620079,1208.560074,1026.100071,1091.120071,1470.280113,1235.700085,1354.300098,1357.8801,1279.400093,1331.640099,1101.960064,1144.440079,1401.480087,1157.380081,1553.640114,1576.7201,1302.320091,1201.080078,1066.040077
TAG(50:2)_FA 18:1,850.8 -> 551.8,1578.580124,2145.780159,2758.460178,2243.720158,2635.360195,1499.840115,2260.720161,2518.060192,3004.960247,2552.340176,2802.680187,2055.720165,1598.540104,1524.400108,3107.82019,2808.360176,1654.240093,1276.560085,1969.320129,2349.160172,2421.780167,2256.580158,2308.020161,2021.240166,2044.000134,1739.280128,2205.66016,2318.500187,2101.22015,1849.540112,1755.200138,1833.060143,3442.220253,2850.080196,1851.24012,2470.340179
