,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
713,PI (38:0),912.6271 -> 635.6271,PI,1359.480099,,,,,1488.360111,1408.260109,1407.200104,1421.920101,1517.080105,1453.940109,1442.640102,1469.100105,1455.000103,1666.08012
714,PI (38:1),910.6115 -> 633.6115,PI,1435.940098,,,,,1674.160107,1488.960098,1365.7001,1640.520103,1572.600101,1565.880127,1561.860115,1482.000118,1450.580105,1621.920113
715,PI (38:2),908.5958 -> 631.5958,PI,1630.540112,,,,,2201.940155,3044.4002,1912.600132,2494.180176,2032.900166,2363.200153,2389.760162,2343.820175,1794.040119,2362.500183
716,PI (38:3),906.5802 -> 629.5802,PI,2281.200176,,,,,5197.480263,5741.880405,3738.18026,5334.800392,3984.98027,5742.480381,5984.66048,5679.960415,4858.120369,5884.84045
717,PI (38:4),904.5645 -> 627.5645,PI,3865.260303,,,,,6843.260422,7066.940514,5428.820358,6848.060551,5481.480408,6700.120407,7328.560505,7871.42062,6564.460464,7746.460537
718,PI (38:5),902.5489 -> 625.5489,PI,2431.160164,,,,,2135.640137,2563.040154,1829.50013,2427.940174,2810.400188,2235.060158,2758.020218,3166.880234,2008.040119,3007.48024
719,PI (38:6),900.5332 -> 623.5332,PI,1336.640099,,,,,1807.000122,1633.880123,1597.860111,1599.020123,1652.200115,1480.920109,1503.30011,1650.360111,1549.860115,1630.300095
720,PI (38:7),898.5176 -> 621.5176,PI,1347.340088,,,,,1439.560112,1611.040134,1562.64011,1778.780113,1648.780117,1467.16011,1450.920113,1824.280144,1684.180115,1590.580093
721,PI (38:8),896.5019 -> 619.5019,PI,1347.640083,,,,,1475.760105,1482.120106,1472.680103,1554.300117,1526.660114,1557.780102,1756.300117,1637.740108,1392.340096,1629.300098
722,PI (38:9),894.4863 -> 617.4863,PI,1359.140087,,,,,1692.840115,1558.900108,1548.340096,1547.960106,1466.340111,1460.76009,1441.120102,1376.820107,1558.160107,1640.920128
723,PI (40:0),940.6584 -> 663.6584,PI,1315.980091,,,,,12353.34082,13610.76103,8507.900658,13646.60102,14611.04105,12141.16085,16689.5612,13941.18104,11754.24086,13562.4209
724,PI (40:1),938.6428 -> 661.6428,PI,1372.200096,,,,,1735.860119,1648.66011,1745.180119,1456.320099,2011.620144,1730.400124,1589.820099,1615.680103,1725.3601,1462.480099
725,PI (40:10),920.5019 -> 643.5019,PI,1380.680096,,,,,1451.12009,1781.760128,1587.50013,1594.060104,1744.640121,1648.700115,1792.180126,1549.480106,1532.500107,1872.380157
726,PI (40:2),936.6271 -> 659.6271,PI,1354.280098,,,,,2251.880154,3017.760204,2929.940228,3153.000229,3738.580238,2926.360207,2113.340145,2936.860222,3095.900246,2870.640209
727,PI (40:3),934.6115 -> 657.6115,PI,1380.060101,,,,,1520.260101,1677.400116,1573.140118,1650.240112,1854.300137,1418.400097,1662.420124,1461.62009,1420.560097,1679.680119
728,PI (40:4),932.5958 -> 655.5958,PI,1503.860104,,,,,2591.980156,3354.540234,2398.26017,2993.66021,2769.860172,3248.600246,3337.02026,3462.180252,3163.740204,3141.960209
729,PI (40:5),930.5802 -> 653.5802,PI,1631.800117,,,,,6800.780441,6874.320457,5760.540401,7224.020493,8173.780594,7894.120499,8512.980602,6858.640533,7412.580475,8490.400707
730,PI (40:6),928.5645 -> 651.5645,PI,1735.800117,,,,,1990.880161,1759.940117,1592.240116,1737.920105,1609.980106,1929.780151,1894.080124,1899.540123,1469.020103,1935.380123
731,PI (40:7),926.5489 -> 649.5489,PI,1306.660091,,,,,1590.820118,1565.560101,1500.420116,1366.460087,1598.280113,1492.940105,1327.400082,1328.180096,1370.160107,1547.980106
732,PI (40:8),924.5332 -> 647.5332,PI,1366.8801,,,,,1485.320107,1426.920094,1353.900089,1433.500099,1335.020092,1399.500092,1396.62011,1428.260105,1351.480091,1330.620094
733,PI (40:9),922.5176 -> 645.5176,PI,1297.900089,,,,,1602.520115,1442.200096,1468.780102,1343.520103,1571.180107,1447.180099,1383.720081,1744.980114,1422.3801,1444.280094
734,PI (42:0),968.6897 -> 691.6897,PI,1345.880104,,,,,1435.920109,1336.640102,1464.620121,1543.380119,1487.720108,1376.540092,1417.180103,1351.10009,1489.980103,1382.320091
735,PI (42:1),966.6741 -> 689.6741,PI,1442.980103,,,,,1510.280102,1351.860088,1524.560104,1468.760105,1420.160107,1365.800091,1381.160099,1384.000084,1319.280098,1401.320118
736,PI (42:10),948.5332 -> 671.5332,PI,1381.560093,,,,,1599.460106,1381.240089,1430.80011,1315.560093,1395.540104,1389.0401,1391.680096,1347.760094,1328.300091,1441.800102
737,PI (42:11),946.5176 -> 669.5176,PI,1273.060081,,,,,1407.860104,1422.62009,1410.500103,1409.720104,1441.080112,1381.820095,1369.200092,1427.020115,1420.480099,1335.580093
738,PI (42:3),962.6428 -> 685.6428,PI,1429.120094,,,,,3029.260223,3340.680222,2869.500206,3892.680222,3981.240253,3142.460186,3621.12027,3303.740208,3214.700249,3375.700226
739,PI (42:4),960.6271 -> 683.6271,PI,1351.580097,,,,,1403.120094,1520.160107,1498.2001,1436.300102,1357.720089,1483.160103,1543.380116,1427.380112,1386.900105,1372.680096
740,PI (42:5),958.6115 -> 681.6115,PI,1420.860115,,,,,1583.820141,1628.180111,1588.580112,1391.080097,1566.860104,1701.76012,1527.140099,1612.600101,1615.220112,1727.140133
741,PI (42:6),956.5958 -> 679.5958,PI,1336.960091,,,,,1498.760109,1671.700111,1664.92012,1536.040112,1600.400101,1702.400124,1756.820129,1607.50013,1534.140121,1682.020126
742,PI (42:7),954.5802 -> 677.5802,PI,1361.660095,,,,,1329.300098,1369.020103,1424.200104,1420.260105,1414.540112,1415.660114,1337.42009,1368.940098,1355.780106,1560.220112
743,PI (42:8),952.5645 -> 675.5645,PI,1366.320099,,,,,1505.600105,1659.300098,1507.620098,1399.620106,1743.480129,1473.160099,1491.340096,1510.480103,1966.320129,1344.860104
744,PI (42:9),950.5489 -> 673.5489,PI,1333.100082,,,,,1434.040092,1404.320099,1358.120098,1448.200111,1390.980099,1531.000111,1348.420097,1443.660095,1385.140099,1405.740097
745,PI (44:0),996.721 -> 719.721,PI,1314.58009,,,,,1348.860085,1375.040104,1359.12009,1381.280083,1806.900127,1332.000092,1355.640099,1384.580101,1385.540104,1379.500092
746,PI (44:1),994.7054 -> 717.7054,PI,1380.320095,,,,,1389.260098,1430.860107,1519.080112,1426.660091,1411.480095,1420.020096,1399.760101,1406.320091,1481.80011,1505.400101
747,PI (44:10),976.5645 -> 699.5645,PI,1358.320091,,,,,1485.260109,1491.060101,1486.500111,1433.460098,1554.040115,1388.300087,1385.560097,1413.580093,1378.8801,1455.780098
748,PI (44:12),972.5332 -> 695.5332,PI,1395.920116,,,,,1447.800102,1433.140106,1438.420094,1391.440102,1311.860096,1397.000111,1372.580101,1340.160088,1324.220093,1395.840092
749,PI (44:2),992.6897 -> 715.6897,PI,1335.940094,,,,,1393.160099,1476.480091,1515.260117,1386.120098,1376.980091,1424.5201,1352.980087,1503.440109,1360.140083,1465.340088
750,PI (44:3),990.6741 -> 713.6741,PI,1384.780106,,,,,1392.860107,1403.320091,1457.640102,1419.500095,1423.540104,1536.020115,1400.000103,1509.220104,1548.380104,1362.360096
751,PI (44:4),988.6584 -> 711.6584,PI,1353.240101,,,,,1498.560097,1415.820095,1506.120102,1487.100105,1461.620117,1366.180096,1419.320099,1342.600082,1326.980099,1418.260098
752,PI (44:5),986.6428 -> 709.6428,PI,1383.160103,,,,,1486.60009,1462.400093,1408.300091,1346.300083,1454.240101,1417.960102,1383.940094,1476.560089,1381.580097,1414.8801
753,PI (44:6),984.6271 -> 707.6271,PI,1339.780094,,,,,1336.320091,1571.860107,1412.580093,1430.920105,1464.560104,1425.200089,1410.300095,1441.400097,1374.780098,1371.920094
754,PI (44:7),982.6115 -> 705.6115,PI,1408.920105,,,,,1378.840096,1515.32011,1506.300114,1395.180092,1593.100101,1456.000099,1427.940109,1401.880127,1341.940102,1387.980095
755,PI (44:8),980.5958 -> 703.5958,PI,1357.3601,,,,,1402.8801,1437.32011,1461.800106,1389.480095,1496.000092,1365.940102,1369.300106,1444.100113,1522.600121,1415.140099
756,PIo (16:0),576.3243 -> 299.3243,PI,1455.080105,,,,,1645.680103,1695.800106,1652.700115,1965.140129,1739.680138,1959.580124,1673.160126,1581.240108,1663.620121,2107.120144
757,PIo (18:0),604.3556 -> 327.3556,PI,1365.700096,,,,,1643.120125,1655.260117,1430.420101,1552.200111,1850.260113,1548.660126,1561.480106,1482.280102,1408.120094,1556.80011
758,PIo (20:5),632.3869 -> 355.3869,PI,1814.660133,,,,,2009.860138,1828.240124,2212.480125,1880.540127,1778.140118,2086.40015,1758.980122,2391.540161,1969.840141,1997.260132
759,PIo (28:0),758.4914 -> 481.4914,PI,1334.160099,,,,,1451.580109,1393.360088,1383.7201,1345.500103,1533.76012,1422.980106,1421.700108,1368.740093,1364.100094,1597.560097
760,PIo (30:0),786.5227 -> 509.5227,PI,1419.400097,,,,,1319.560101,1356.380093,1372.180092,1383.0201,1336.520092,1547.340103,1346.640099,1430.860104,1387.5201,1422.740101
761,PIo (30:1),784.507 -> 507.507,PI,1328.260098,,,,,1489.7201,1435.900101,1460.720104,1463.800095,1329.520084,1522.98011,1534.760109,1336.900089,1329.280094,1309.740082
762,PIo (32:0),814.554 -> 537.554,PI,1274.040092,,,,,1358.960106,1464.000103,1315.240086,1311.100105,1505.060108,1358.660091,1351.180084,1345.120094,1420.900093,1343.920097
763,"PIo (32:1), PIp (32:0)",812.5383 -> 535.5383,PI,1350.320091,,,,,1408.3801,1346.780106,1396.240108,1371.920094,1429.360096,1264.120094,1404.700108,1465.020111,1494.540108,1378.020084
764,PIo (34:0),842.5853 -> 565.5853,PI,1374.0401,,,,,1372.100101,1424.180099,1340.8801,1362.960094,1418.020096,1628.760117,1341.82008,1297.960087,1351.140095,1456.5201
765,"PIo (34:1), PIp (34:0)",840.5696 -> 563.5696,PI,1339.62009,,,,,1409.8601,1401.100109,1605.90012,1418.940094,1467.400112,1415.320107,1437.340103,1447.600094,1510.220089,1348.94009
766,"PIo (34:3), PIp (34:2)",836.5383 -> 559.5383,PI,1332.540092,,,,,1636.900124,1359.880093,1439.120102,1311.260082,1517.980106,1456.860115,1280.860096,1357.060101,1356.080105,1457.060097
767,"PIo (34:4), PIp (34:3)",834.5227 -> 557.5227,PI,1307.220097,,,,,1522.140102,1416.440094,1306.640091,1472.640106,1414.700104,1347.660103,1538.880104,1431.900116,1353.960091,1412.840111
768,PIo (36:0),870.6166 -> 593.6166,PI,1290.380089,,,,,1412.020115,1344.480099,1505.0201,1397.160095,1405.880096,1383.200104,1341.480091,1376.400105,1465.980091,1315.5401
769,"PIo (36:1), PIp (36:0)",868.6009 -> 591.6009,PI,1346.740101,,,,,1450.060104,1726.540131,1489.340107,1717.420116,1633.280113,1596.640114,1694.660114,1767.080128,1673.320099,1511.82011
770,"PIo (36:2), PIp (36:1)",866.5853 -> 589.5853,PI,1476.040096,,,,,1401.340107,1409.140083,1338.440083,1323.260086,1359.440094,1422.880112,1415.3801,1412.420105,1417.360107,1361.740097
771,"PIo (36:3), PIp (36:2)",864.5696 -> 587.5696,PI,1290.740089,,,,,1463.640102,1484.360107,1472.420105,1415.680099,1379.460094,1482.040112,1412.100101,1393.58009,1386.880093,1354.080086
772,"PIo (36:4), PIp (36:3)",862.554 -> 585.554,PI,1307.800091,,,,,1460.720104,1352.100098,1377.900101,1354.900089,1481.080112,1425.500103,1339.540081,1367.360096,1344.680099,1374.340096
773,"PIo (36:5), PIp (36:4)",860.5383 -> 583.5383,PI,1323.280087,,,,,1421.900097,1376.700096,1357.980103,1366.7001,1315.960098,1447.08009,1284.500095,1392.220112,1397.500099,1290.320091
774,"PIo (38:1), PIp (38:0)",896.6322 -> 619.6322,PI,1310.660091,,,,,1388.540092,1582.040112,1491.460106,1727.660114,1613.460102,1591.90012,1402.380108,1431.780106,1625.440121,1389.320103
775,"PIo (38:2), PIp (38:1)",894.6166 -> 617.6166,PI,1335.3601,,,,,1569.220112,1504.280102,1527.940102,1576.320118,1614.14011,1732.200115,1544.860115,1309.340092,1462.360111,1556.800106
776,"PIo (38:3), PIp (38:2)",892.6009 -> 615.6009,PI,1464.980106,,,,,1843.52013,1705.120113,1563.640114,1765.940117,1433.420094,1766.760143,1757.880108,1506.320099,1494.14011,1784.540119
777,"PIo (38:4), PIp (38:3)",890.5853 -> 613.5853,PI,1412.260105,,,,,1511.900108,1508.340111,1448.940105,1829.400131,1521.840092,1740.880123,1639.680126,1655.74012,1511.280109,1804.540131
778,"PIo (38:5), PIp (38:4)",888.5696 -> 611.5696,PI,1433.880096,,,,,1358.100082,1423.500095,1469.600113,1393.840107,1451.060097,1375.5401,1392.520103,1334.740101,1506.420109,1351.5201
779,"PIo (38:6), PIp (38:5)",886.554 -> 609.554,PI,1341.460094,,,,,1432.960098,1387.360088,1470.8801,1397.500099,1512.260105,1282.080093,1392.660103,1359.240097,1281.040092,1497.220093
780,"PIo (40:1), PIp (40:0)",924.6635 -> 647.6635,PI,1341.940094,,,,,1545.120121,1575.240116,1446.140102,1357.500088,1365.260086,1477.120102,1341.780098,1346.160095,1435.500107,1542.30011
781,"PIo (40:2), PIp (40:1)",922.6479 -> 645.6479,PI,1355.960098,,,,,1412.480099,1438.080097,1544.220112,1712.960121,1502.060097,1390.300087,1432.420105,1349.440098,1364.180092,1401.700104
782,"PIo (40:3), PIp (40:2)",920.6322 -> 643.6322,PI,1360.980095,,,,,1665.500118,1838.460121,1546.280125,1817.040123,1602.40012,1780.060139,1746.58012,1864.440128,1779.240139,1955.440132
783,"PIo (40:4), PIp (40:3)",918.6166 -> 641.6166,PI,1361.880085,,,,,1345.340096,1814.080116,1522.360107,1340.700096,1479.660088,1471.660103,1450.400105,1347.500095,1310.760094,1541.640091
784,"PIo (40:5), PIp (40:4)",916.6009 -> 639.6009,PI,1359.160099,,,,,1888.260128,1990.000134,1885.080132,1730.780125,1742.360123,2246.260159,1985.260147,2243.380154,2305.640167,1805.900116
785,"PIo (40:6), PIp (40:5)",914.5853 -> 637.5853,PI,1429.700108,,,,,6439.600471,6653.94038,7001.600433,6049.880402,6200.260448,6694.380486,6477.980499,6125.720463,7287.380489,5660.58041
786,PIo (40:7),926.6792 -> 649.6792,PI,1321.520088,,,,,1408.840103,1364.080097,1489.820122,1437.960102,1303.94009,1463.940121,1255.08009,1343.620102,1362.160099,1348.7001
787,PIo (42:0),954.7105 -> 677.7105,PI,1383.58012,,,,,1463.16011,1388.100105,1542.160095,1401.520107,1327.660095,1491.420109,1335.440094,1386.5201,1383.200096,1325.640087
788,PIo (42:1),952.6948 -> 675.6948,PI,1330.860092,,,,,1590.300114,1524.580097,1469.340111,1825.060123,1632.900112,1670.600105,1453.280109,1615.060112,1692.520123,1463.100105
789,PIo (42:2),950.6792 -> 673.6792,PI,1320.920097,,,,,1409.400101,1361.500095,1547.100105,1434.020096,1366.520103,1398.000103,1346.500095,1340.740097,1354.580093,1349.180088
790,PIo (42:4),946.6479 -> 669.6479,PI,1333.860092,,,,,1368.920094,1414.600098,1397.3601,1335.620087,1404.66011,1447.560108,1367.680103,1426.200111,1412.860096,1481.560104
791,PIo (42:6),942.6166 -> 665.6166,PI,1347.44009,,,,,2773.300171,3187.360218,2404.66016,2934.28019,2910.260208,2864.940186,3347.880226,2591.280167,2601.900188,3172.220245
792,PIp (16:0),574.3087 -> 297.3087,PI,1385.880085,,,,,1611.62011,1506.360088,1487.560104,1758.080132,1671.080112,1676.56012,1841.580151,1372.880104,1509.000107,1749.440128
793,PIp (18:0),602.34 -> 325.34,PI,1454.580109,,,,,1777.040123,1548.700111,1748.780117,1851.18013,1697.720142,1694.860138,1800.440132,1630.760117,1848.720131,1816.140133
794,PIp (20:0),630.3713 -> 353.3713,PI,1384.160095,,,,,8329.340569,7651.220509,6483.560333,9687.060646,9116.58065,8575.380596,6851.400551,7330.780548,6664.98045,7267.920467
795,PIp (28:0),756.4757 -> 479.4757,PI,1296.500095,,,,,1407.740093,1379.400097,1339.080105,1316.700096,1360.380093,1361.7001,1374.160107,1416.980099,1382.300102,1415.7201
796,PIp (30:1),782.4914 -> 505.4914,PI,1271.240086,,,,,1443.100105,1404.520111,1317.280094,1406.060104,1430.100098,1297.900097,1393.180096,1368.040096,1420.300106,1310.400093
797,PIp (32:1),810.5227 -> 533.5227,PI,1316.260086,,,,,1367.2001,1416.240093,1380.680092,1380.460102,1397.360107,1497.360115,1344.160095,1447.160103,1295.260094,1363.5201
798,PIp (34:1),838.554 -> 561.554,PI,1351.460094,,,,,1369.420101,1320.620094,1403.42009,1417.060104,1366.300091,1399.500103,1293.460087,1308.500088,1435.100105,1359.2001
799,PIp (34:4),832.507 -> 555.507,PI,1347.040092,,,,,1488.880104,1454.94009,1297.2201,1336.520096,1599.720112,1503.600109,1335.740097,1307.060093,1319.10009,1397.560108
800,PIp (36:5),858.5227 -> 581.5227,PI,1367.740093,,,,,1569.82011,1555.420105,1532.440102,1372.120094,1730.66011,1609.260105,1395.620102,1414.520096,1607.840118,1521.660118
801,PIp (38:6),884.5383 -> 607.5383,PI,1337.400105,,,,,2099.220135,1823.700123,2080.800144,2147.340141,2153.900169,2100.900131,2098.120136,2333.120171,1648.140114,2058.06015
802,PIp (40:6),912.5696 -> 635.5696,PI,1355.380093,,,,,1562.800106,1534.3801,1448.600094,1390.640099,1440.240112,1476.620102,1417.400105,1440.760094,1408.320103,1537.020119
803,PIp (42:2),948.6635 -> 671.6635,PI,1296.440086,,,,,1368.680099,1382.360092,1385.160091,1379.660107,1366.820099,1341.160088,1363.500103,1278.12009,1303.000095,1395.240101
804,PIp (42:4),944.6322 -> 667.6322,PI,1271.220081,,,,,1535.920109,1355.240101,1440.680107,1418.420097,1422.120094,1520.440113,1382.140087,1518.440105,1374.120102,1387.280109
805,PIp (42:6),940.6009 -> 663.6009,PI,1441.100105,,,,,14715.06107,13901.80103,10631.02075,15206.88123,15497.58093,13222.36094,18998.60115,15949.32118,13637.68099,16842.40134
806,STD_15:0-18:1(d7) PI (NH4 Salt),846.6 -> 569.6,PI,1554.360104,,,,,1829.560131,1893.460133,1737.720119,1634.100117,1876.140114,2382.340168,2021.000145,2117.920147,2001.120136,2023.960136
807,PS (12:0),442.2202 -> 257.2202,PS,1536.500107,,,,,3157.120235,4029.580296,2615.200195,3423.560238,3705.180271,2680.620213,2729.380169,3168.780224,3258.64027,2972.18018
808,PS (12:0),456.1994 -> 271.1994,PS,1812.780136,,,,,1926.080143,2442.560158,2223.640152,1935.420135,1902.980129,2059.900143,1822.680134,2075.460163,2214.220161,2185.140163
809,PS (14:0),470.2515 -> 285.2515,PS,1765.940117,,,,,2080.160156,2237.720146,1869.320141,1947.420139,1999.140144,1711.620129,1872.940151,2054.960155,1774.16013,1790.300129
810,PS (14:1),468.2358 -> 283.2358,PS,6871.920479,,,,,15582.88117,12733.64104,6603.960484,17188.22116,6944.960445,7092.560478,7195.060501,6939.420471,7466.380543,6424.140499
811,PS (16:0),498.2828 -> 313.2828,PS,1536.000111,,,,,2489.460175,2072.24015,1499.980106,1883.320133,2014.260132,2242.320152,1882.300133,1851.460133,2313.860172,1798.460121
812,PS (16:1),496.2671 -> 311.2671,PS,1317.060093,,,,,1598.180134,2188.540154,1995.180145,1691.660114,1765.860123,1886.280132,1981.660126,2269.420151,2384.480171,2173.500153
813,PS (18:0),526.3141 -> 341.3141,PS,1330.76009,,,,,2492.300171,2493.70018,2582.400204,1852.540138,2597.120159,2265.920162,2402.140182,2516.98019,2891.220207,2194.74015
814,PS (18:1),524.2984 -> 339.2984,PS,1332.200104,,,,,1485.660103,1759.120129,1574.500103,1394.220093,1849.420124,1541.480091,1511.440094,1471.760109,1738.100121,1526.140118
815,PS (18:2),522.2828 -> 337.2828,PS,1346.100094,,,,,1911.820145,2498.560165,2218.720158,2094.30014,1739.140118,2367.980167,1791.580128,2258.260162,2069.880154,1775.540119
816,PS (18:3),520.2671 -> 335.2671,PS,1434.920101,,,,,3659.160244,3779.600254,4697.00029,3075.180233,3358.480236,4036.480316,3035.080208,4071.880287,4193.460289,2524.180164
817,PS (18:4),518.2515 -> 333.2515,PS,1275.960083,,,,,1551.220104,1606.080128,1399.58009,1419.300098,1749.380119,1591.200123,1582.860126,1500.260117,1417.420109,1448.500107
818,PS (20:0),554.3454 -> 369.3454,PS,1340.320107,,,,,1516.820099,1671.560116,1538.000122,1546.280106,1440.960106,1679.620121,1891.860115,2051.500137,1496.2201,1518.840107
819,PS (20:1),552.3297 -> 367.3297,PS,1359.520096,,,,,1590.960114,1778.480148,1437.180103,1462.380096,1651.080116,1468.320114,1692.400139,1570.140118,1681.520123,1376.960094
820,PS (20:2),550.3141 -> 365.3141,PS,1343.060104,,,,,1580.300117,1779.620121,1512.180107,1489.400105,1464.760098,1625.080128,1850.440136,1794.640121,1591.440113,1418.940098
821,PS (20:3),548.2984 -> 363.2984,PS,1575.880112,,,,,1649.600109,2015.900135,1854.380146,1737.260117,1857.30014,1742.200115,1787.56012,1822.500126,1752.920113,1445.96011
822,PS (20:4),546.2828 -> 361.2828,PS,1421.000095,,,,,1751.660126,1452.320095,1439.720097,1616.740112,1659.460114,1422.000111,1650.90012,1429.44009,1477.120106,1681.520119
823,PS (20:5),544.2671 -> 359.2671,PS,1297.980091,,,,,1458.160099,1836.400127,1410.120106,1310.080097,1887.920113,1906.820137,1601.280106,1419.920101,1638.640121,1267.480087
824,PS (22:0),582.3767 -> 397.3767,PS,1318.840092,,,,,1662.380127,1610.24012,1365.980091,1598.400112,1549.440105,1265.340092,1554.560112,1642.180111,1440.000107,1533.840111
825,PS (22:1),580.361 -> 395.361,PS,1387.740089,,,,,1401.680115,1623.260117,1534.280106,1507.660107,1773.92012,1602.740116,1407.080086,1658.700115,1543.900101,1546.200115
826,PS (22:2),578.3454 -> 393.3454,PS,1494.620094,,,,,2155.620163,2407.680172,1798.140133,1982.640141,2160.420147,2601.140202,2371.620144,2053.380161,2403.800186,2221.840164
827,PS (22:4),574.3141 -> 389.3141,PS,1325.980091,,,,,1885.580132,1861.000118,1606.080116,2004.240147,1625.740108,1784.920116,1765.540138,2143.360161,1919.860146,1820.580128
828,PS (22:6),570.2828 -> 385.2828,PS,1633.160126,,,,,2390.720173,1897.340141,1766.12011,2395.020153,2159.340168,1653.680115,1624.080116,1869.960125,2197.380131,1776.620125
829,PS (22:7),568.3246 -> 383.3246,PS,1379.480091,,,,,2312.240181,3038.760216,2039.320156,2747.900181,2416.120163,3629.540249,3385.080235,2928.5802,3166.480255,2671.980183
830,PS (24:0),624.3872 -> 439.3872,PS,1599.500111,,,,,1496.740105,1644.900131,1546.780109,1812.760151,1538.180119,1886.800137,1652.320126,1553.520111,1680.980114,1513.880089
831,PS (26:0),652.4185 -> 467.4185,PS,1716.100128,,,,,1343.600094,1519.7201,1579.760117,1574.240116,1585.960125,1317.000092,1539.460098,1539.200115,1481.000111,1507.700111
832,PS (26:1),650.4029 -> 465.4029,PS,1596.400097,,,,,1364.720097,1405.220104,1411.28009,1301.960091,1324.160091,1366.680099,1483.8601,1569.680119,1364.880096,1504.480106
833,PS (28:0),680.4498 -> 495.4498,PS,4254.940289,,,,,174745.772,187929.2313,107971.5482,198592.3515,195533.6353,179033.1536,213027.5746,230800.6758,166614.0343,218727.1337
834,PS (28:1),678.4342 -> 493.4342,PS,1361.260094,,,,,1483.760109,1408.260098,1413.200108,1414.920109,1407.240089,1395.400101,1456.300102,1687.440113,1705.820118,1593.940113
835,PS (28:2),676.4185 -> 491.4185,PS,1288.600094,,,,,2074.720161,2055.420139,1713.900112,1781.760136,1876.400131,2060.400143,1883.280125,2560.680195,1876.10014,2538.300175
836,PS (30:0),708.4811 -> 523.4811,PS,1255.220093,,,,,1277.480095,1294.140095,1334.900101,1331.62009,1387.400105,1526.000111,1296.700092,1366.220104,1416.240097,1352.960091
837,PS (30:1),706.4655 -> 521.4655,PS,1396.220093,,,,,1414.680103,1359.900097,1311.840103,1354.480106,1433.440105,1272.080093,1334.640099,1383.560101,1341.880104,1258.840076
838,PS (30:2),704.4498 -> 519.4498,PS,1329.000084,,,,,1453.520115,1364.840099,1488.720116,1307.92009,1443.360092,1405.260105,1257.400093,1365.540081,1314.500099,1278.160095
839,PS (30:3),702.4342 -> 517.4342,PS,1290.580093,,,,,1285.100098,1426.040108,1323.420082,1314.340088,1549.360115,1543.760128,1408.580105,1264.940094,1418.660103,1278.3601
840,PS (30:4),700.4185 -> 515.4185,PS,1445.700092,,,,,1446.580105,1464.140102,1330.180088,1273.680088,1403.340107,1490.100101,1309.28009,1307.060093,1285.720089,1385.380108
841,PS (32:0),736.5124 -> 551.5124,PS,1461.120098,,,,,1355.900093,1461.46011,1496.400108,1371.960098,1351.520096,1452.500103,1499.300106,1445.960098,1390.600101,1362.8601
842,PS (32:1),734.4968 -> 549.4968,PS,1559.500114,,,,,1286.400085,1336.320095,1581.440102,1380.500095,1300.740089,1432.500103,1659.000137,1444.5401,1424.940098,1419.900101
843,PS (32:2),732.4811 -> 547.4811,PS,1420.080105,,,,,2747.360188,2227.060173,2054.540154,2785.700195,1736.660126,1607.440109,1847.80014,1709.800129,1595.540119,2094.440147
844,PS (32:3),730.4655 -> 545.4655,PS,1293.520088,,,,,1304.740093,1409.640102,1495.3601,1414.720104,1313.380089,1481.560112,1318.860096,1358.080109,1364.340099,1354.920097
845,PS (32:4),728.4498 -> 543.4498,PS,1249.160088,,,,,1352.680103,1485.640099,1496.280109,1359.12011,1379.42009,1381.140095,1325.760094,1345.780094,1370.5401,1422.340096
846,PS (32:5),726.4342 -> 541.4342,PS,1341.940094,,,,,1341.760101,1411.760098,1355.340099,1267.900093,1388.180107,1315.260101,1446.26009,1373.120098,1580.920116,1342.280102
847,PS (34:0),764.5437 -> 579.5437,PS,1897.760132,,,,,1438.820095,1396.340103,1312.340107,1297.58009,1428.000092,1371.240097,1392.940105,1336.320087,1372.000099,1487.620106
848,PS (34:1),762.5281 -> 577.5281,PS,2517.86018,,,,,1448.400105,1445.180099,1418.62009,1394.420101,1659.380112,1389.580097,1473.260098,1674.020111,1572.580105,1443.600098
849,PS (34:2),760.5124 -> 575.5124,PS,1386.380089,,,,,1339.400101,1294.240078,1323.420101,1266.260094,1330.580101,1397.360088,1286.500088,1346.000095,1360.020103,1402.500095
850,PS (34:3),758.4968 -> 573.4968,PS,1441.680119,,,,,1617.720119,1710.500122,1422.480099,1322.200092,1560.480129,1514.840107,1339.220097,1610.440113,1873.160141,1639.320126
851,PS (34:4),756.4811 -> 571.4811,PS,5349.820438,,,,,4722.920277,4673.720345,2974.300213,5004.040302,4575.120365,4935.880299,5932.040367,5054.500328,3874.800293,5128.240356
852,PS (34:5),754.4655 -> 569.4655,PS,2130.980148,,,,,1637.74012,1997.520138,1529.880104,2055.200153,1775.740131,1984.520145,2349.520168,1994.440132,1885.700123,1817.020119
853,PS (34:6),752.4498 -> 567.4498,PS,1353.840099,,,,,1377.940102,1389.960102,1288.100101,1366.540092,1339.800087,1331.200096,1237.140083,1292.200092,1217.900082,1297.720089
854,PS (36:0),792.575 -> 607.575,PS,2191.180145,,,,,1477.8601,1491.860111,1322.840096,1505.820091,1618.440125,1461.400112,1596.320114,1472.500099,1567.580132,1515.240101
855,PS (36:1),790.5594 -> 605.5594,PS,9176.280666,,,,,2346.980156,2150.320141,1680.160126,1817.040127,1754.940117,2268.340137,1603.720123,1891.540146,2056.940151,2148.760155
