,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
403,PE (36:2),744.5539 -> 603.5539,PE,2558.740189,,,,,1411.060093,1519.680111,1653.960114,1618.520111,1389.680103,1592.400105,1590.580109,1484.600098,1493.820107,1640.960098
404,PE (36:3),742.5383 -> 601.5383,PE,1453.3601,,,,,1475.800114,1412.780094,1569.540131,1330.800091,1323.840092,1422.420097,1660.160126,1425.2001,1330.500088,1487.600121
405,PE (36:4),740.5226 -> 599.5226,PE,1894.920128,,,,,1473.980103,1602.000114,1427.860104,1381.440098,1469.160095,1494.040104,1371.900093,1478.980103,1344.200092,1426.880104
406,PE (36:5),738.507 -> 597.507,PE,1362.400089,,,,,1415.880104,1420.760105,1320.44009,1332.0201,1384.220097,1331.060093,1267.120094,1353.560104,1341.180077,1414.120098
407,PE (36:6),736.4913 -> 595.4913,PE,1384.42009,,,,,1348.280106,1416.780102,1373.92009,1388.700089,1284.720093,1443.260094,1303.820091,1294.340084,1365.660095,1344.5401
408,PE (36:7),734.4757 -> 593.4757,PE,1370.520096,,,,,1486.960098,1369.700104,1296.960098,1340.120094,1510.040108,1454.580093,1342.920094,1402.720108,1461.760105,1409.540104
409,PE (36:8),732.46 -> 591.46,PE,1506.160107,,,,,1296.040092,1362.640091,1398.080105,1441.800106,1233.780075,1430.0201,1353.820099,1595.42012,1386.140087,1339.700092
410,PE (38:0),776.6165 -> 635.6165,PE,2698.760201,,,,,2831.300194,2755.000195,2748.520187,2649.7402,2773.400192,2797.780212,2649.320175,2642.360168,2943.260216,2700.580173
411,PE (38:1),774.6009 -> 633.6009,PE,1359.12009,,,,,1490.120106,1274.220093,1552.540108,1317.600086,1529.220108,1448.420116,1434.640106,1386.960091,1449.540096,1308.600086
412,PE (38:2),772.5852 -> 631.5852,PE,1350.980087,,,,,1413.100101,1388.640095,1383.980099,1332.180088,1294.780087,1403.320095,1598.700115,1425.600113,1322.200085,1340.440098
413,PE (38:3),770.5696 -> 629.5696,PE,2077.420155,,,,,1454.300095,1621.000126,1464.700104,1378.680096,1363.100094,1639.140121,1414.64011,1726.24012,1491.480099,1443.560097
414,PE (38:4),768.5539 -> 627.5539,PE,3096.560246,,,,,1660.860111,1617.540127,1658.880119,1663.46011,1575.120117,2148.800152,1546.820114,2053.360153,1675.900097,1718.660126
415,PE (38:5),766.5383 -> 625.5383,PE,1733.780117,,,,,1345.920101,1354.380093,1457.400108,1567.720108,1370.480095,1380.260094,1348.320087,1682.580135,1475.780102,1530.900097
416,PE (38:6),764.5226 -> 623.5226,PE,1390.860088,,,,,1330.280098,1411.12011,1624.100117,1572.520111,1353.940102,1574.180107,1568.380119,1452.720112,1406.220104,1379.780102
417,PE (38:7),762.507 -> 621.507,PE,1324.280087,,,,,1353.860092,1448.720097,1308.160099,1347.860092,1334.700104,1566.100109,1340.600086,1336.500095,1381.220093,1384.020084
418,PE (38:8),760.4913 -> 619.4913,PE,1453.620102,,,,,1311.080093,1323.140099,1532.760109,1395.140102,1383.800091,1299.620087,1378.58009,1289.340088,1342.660095,1468.380108
419,PE (38:9),758.4757 -> 617.4757,PE,1300.94009,,,,,1386.160088,1507.380093,1302.840099,1334.12009,1444.680099,1306.100098,1284.140091,1454.000103,1304.380096,1361.400101
420,PE (40:0),804.6478 -> 663.6478,PE,1295.300095,,,,,1860.880131,2422.360184,2022.560139,1737.280144,1929.160126,2302.240166,2052.540142,2172.260178,2174.64016,2435.720161
421,PE (40:1),802.6322 -> 661.6322,PE,1447.120106,,,,,1449.440098,1284.740086,1409.760098,1409.160099,1344.240086,1569.76012,1341.700092,1361.140095,1411.28009,1373.740105
422,PE (40:10),784.4913 -> 643.4913,PE,1527.040096,,,,,1274.120079,1317.520092,1248.560081,1404.600094,1283.320091,1380.400097,1239.920094,1381.140102,1451.180096,1332.320091
423,PE (40:2),800.6165 -> 659.6165,PE,1263.340084,,,,,1631.920116,1749.300102,1752.040119,1455.280106,1734.800125,1540.940117,1519.300106,1433.500107,1532.920128,1561.720104
424,PE (40:3),798.6009 -> 657.6009,PE,1285.640102,,,,,1464.860107,1403.940109,1371.440098,1285.840088,1285.700089,1510.30011,1341.720093,1378.480114,1367.640099,1329.50008
425,PE (40:4),796.5852 -> 655.5852,PE,1673.140125,,,,,1434.140114,1442.640102,1397.920105,1313.540089,1413.340107,1461.340092,1377.620102,1398.680088,1328.220089,1357.520107
426,PE (40:5),794.5696 -> 653.5696,PE,1831.00013,,,,,1411.600098,1437.480106,1531.760105,1512.16011,1327.980095,1619.680115,1455.540112,1499.740112,1516.840099,1424.180103
427,PE (40:6),792.5539 -> 651.5539,PE,1840.180134,,,,,1512.540108,1426.700096,1294.320099,1415.760094,1598.560123,1464.200108,1458.140102,1742.100109,1463.740097,1582.260109
428,PE (40:7),790.5383 -> 649.5383,PE,1458.780094,,,,,1410.500095,1365.280102,1336.560101,1326.040112,1318.760098,1378.3801,1315.420101,1443.260109,1276.380104,1533.660103
429,PE (40:8),788.5226 -> 647.5226,PE,1273.660084,,,,,1325.600086,1297.740082,1378.000103,1348.180099,1300.060101,1386.900097,1262.640099,1348.380085,1360.920101,1282.260094
430,PE (40:9),786.507 -> 645.507,PE,1446.060101,,,,,1471.200123,1327.620098,1432.660107,1324.260086,1405.400112,1329.480095,1338.460106,1405.940109,1299.680084,1506.480114
431,PE (42:0),832.6791 -> 691.6791,PE,1420.540112,,,,,1333.680092,1328.820099,1417.320099,1439.000103,1309.800095,1399.120094,1267.640102,1440.920094,1399.46011,1314.100082
432,PE (42:1),830.6635 -> 689.6635,PE,1387.380104,,,,,1339.180096,1426.260117,1353.440094,1290.380096,1362.280087,1408.300102,1318.560093,1321.60009,1333.320095,1374.400089
433,PE (42:10),812.5226 -> 671.5226,PE,1307.580093,,,,,1392.660095,1450.280106,1394.400101,1391.620094,1402.560104,1449.260113,1297.300083,1497.580109,1332.400097,1307.880104
434,PE (42:11),810.507 -> 669.507,PE,1557.860119,,,,,1426.580101,1405.960098,1443.920105,1352.780098,1450.280098,1410.480083,1290.140083,1381.000103,1397.58009,1309.720093
435,PE (42:2),828.6478 -> 687.6478,PE,2820.220196,,,,,2867.580212,2947.280201,2820.900208,2837.080196,2714.940197,3040.120216,2773.440182,2750.880196,2697.640171,2761.540195
436,PE (42:3),826.6322 -> 685.6322,PE,1442.940102,,,,,1470.740108,1699.92012,1423.960106,1303.2001,1355.26009,1505.400097,1368.560093,1333.700092,1474.700111,1425.080101
437,PE (42:4),824.6165 -> 683.6165,PE,1395.580093,,,,,1375.040104,1492.520111,1430.280106,1494.500099,1346.560104,1395.0401,1384.120106,1456.560101,1381.280094,1430.920101
438,PE (42:5),822.6009 -> 681.6009,PE,1338.680092,,,,,1383.020088,1352.740108,1408.740101,1389.820107,1377.820099,1559.080116,1292.960087,1377.100101,1322.860092,1416.240105
439,PE (42:6),820.5852 -> 679.5852,PE,1346.040089,,,,,1486.300114,1406.560093,1462.060108,1513.120106,1388.600121,1541.740105,1396.380096,1612.460114,1335.12009,1379.060104
440,PE (42:7),818.5696 -> 677.5696,PE,1346.900093,,,,,1354.900085,1430.580101,1318.760098,1315.980091,1438.880108,1428.100098,1460.060097,1458.940098,1312.720081,1448.720104
441,PE (42:8),816.5539 -> 675.5539,PE,1406.780094,,,,,1400.8801,1426.760101,1567.420124,1352.2201,1481.140102,1421.96011,1288.120094,1355.300091,1522.580105,1405.280102
442,PE (42:9),814.5383 -> 673.5383,PE,1354.26009,,,,,1349.000095,1416.480091,1355.180103,1303.860092,1347.080097,1334.300095,1303.160084,1403.300095,1410.620094,1399.480095
443,PE (44:0),860.7104 -> 719.7104,PE,1359.020092,,,,,1343.420086,1424.400105,1395.580097,1347.420086,1384.780094,1368.740093,1375.140091,1367.540104,1426.280098,1354.020088
444,PE (44:1),858.6948 -> 717.6948,PE,1436.2001,,,,,1326.860081,1349.280079,1348.540081,1388.640099,1467.740108,1288.500088,1328.020088,1368.860104,1403.260101,1442.540104
445,PE (44:10),840.5539 -> 699.5539,PE,1311.900085,,,,,1385.180096,1459.260109,1383.600098,1350.120087,1399.820095,1378.860092,1396.300091,1425.560101,1413.480095,1472.680111
446,PE (44:12),836.5226 -> 695.5226,PE,1283.260082,,,,,1454.820099,1384.500103,1312.220089,1424.780102,1363.580097,1378.660103,1335.120102,1471.320103,1413.460106,1453.280102
447,PE (44:2),856.6791 -> 715.6791,PE,1455.040115,,,,,1344.420097,1373.460098,1377.740093,1329.640099,1320.320099,1392.580101,1322.300098,1352.840084,1354.900101,1305.980095
448,PE (44:3),854.6635 -> 713.6635,PE,1358.960106,,,,,1466.320095,1543.100113,1483.160118,1410.780094,1427.280094,1385.060093,1348.180088,1325.7201,1381.200104,1357.280102
449,PE (44:4),852.6478 -> 711.6478,PE,1410.260109,,,,,1326.3801,1383.2001,1489.8801,1418.440102,1345.980106,1461.980099,1309.220093,1346.740089,1290.560097,1356.460091
450,PE (44:5),850.6322 -> 709.6322,PE,1333.520092,,,,,1295.060089,1384.640095,1439.700096,1296.000088,1319.460094,1415.720104,1419.220097,1366.760101,1467.100098,1402.500099
451,PE (44:6),848.6165 -> 707.6165,PE,1384.44009,,,,,1371.420101,1352.500107,1464.380108,1349.180096,1450.600098,1357.480095,1285.620083,1329.620083,1299.76009,1354.12009
452,PE (44:7),846.6009 -> 705.6009,PE,1322.020092,,,,,1407.500107,1423.820099,1419.620106,1377.860107,1317.560089,1396.740108,1406.100098,1344.680092,1531.820114,1366.760098
453,PE (44:8),844.5852 -> 703.5852,PE,1427.680099,,,,,1384.160099,1401.060104,1469.880108,1355.600101,1332.760086,1348.360096,1323.420101,1401.540092,1351.600098,1345.920097
454,PE (46:1),886.7261 -> 745.7261,PE,1388.380108,,,,,1388.060085,1356.680088,1510.040096,1343.120106,1373.300095,1336.520092,1357.220104,1317.200089,1448.64011,1346.080093
455,PE (52:4),964.773 -> 823.773,PE,1392.520103,,,,,1318.28009,1315.960094,1322.480099,1374.040092,1419.740105,1334.080093,1295.680096,1402.760105,1254.08009,1376.600105
456,PEo (18:0),468.345 -> 327.345,PE,1385.12011,,,,,2851.200172,3341.86021,3669.2803,3115.900208,2121.740143,2148.880142,2319.200172,2494.880154,2868.740208,2306.960178
457,PEo (18:1),466.3293 -> 325.3293,PE,1398.60009,,,,,1377.420082,1471.760105,1329.200096,1466.540104,1442.920094,1607.90012,1423.840099,1508.580105,1488.120098,1405.62011
458,PEo (20:0),496.3763 -> 355.3763,PE,1389.260098,,,,,1382.940098,1444.740097,1482.0201,1437.560104,1334.720089,1449.620106,1364.3601,1365.800091,1662.940117,1371.060101
459,PEo (28:0),622.4807 -> 481.4807,PE,1405.300095,,,,,1536.460098,1430.000088,1410.760086,1358.620098,1567.720116,1460.240105,1466.420113,1463.780098,1432.980099,1491.060112
460,PEo (30:0),650.512 -> 509.512,PE,1342.340096,,,,,1307.300091,1430.500099,1406.620106,1294.900089,1359.42009,1397.220097,1369.000099,1380.160095,1320.380077,1267.200096
461,PEo (32:1),676.5277 -> 535.5277,PE,1353.660099,,,,,1292.700089,1388.500095,1432.300098,1265.98008,1330.480087,1320.560089,1253.76009,1306.660091,1366.820099,1378.76009
462,PEo (32:5),678.5433 -> 537.5433,PE,1431.580112,,,,,1374.260101,1305.660099,1302.680096,1402.900093,1438.200092,1356.560108,1275.580105,1378.320095,1310.500092,1416.600101
463,PEo (34:0),706.5746 -> 565.5746,PE,1390.5401,,,,,1328.240097,1344.040092,1311.140099,1314.500084,1276.940094,1410.98011,1231.560093,1369.240093,1280.220097,1319.440094
464,PEo (34:1),704.559 -> 563.559,PE,1395.140099,,,,,1386.580093,1380.740093,1478.340096,1355.600094,1324.640079,1476.020111,1486.3601,1378.040085,1475.900108,1416.140106
465,PEo (34:2),702.5433 -> 561.5433,PE,1401.740097,,,,,1307.020096,1385.500095,1296.920097,1290.560097,1333.180092,1376.520088,1352.620106,1333.940094,1374.960106,1413.3801
466,PEo (34:3),700.5277 -> 559.5277,PE,1366.640095,,,,,1346.280094,1295.040089,1448.400105,1332.780094,1405.28009,1402.420105,1282.960094,1345.360092,1289.320084,1312.340088
467,PEo (34:4),698.512 -> 557.512,PE,1320.880096,,,,,1354.080086,1285.100098,1279.280087,1324.520096,1421.540092,1390.180096,1316.92009,1352.300098,1335.580082,1309.660084
468,PEo (36:0),734.6059 -> 593.6059,PE,1323.300098,,,,,1433.320107,1345.500099,1461.920097,1515.100094,1353.640099,1553.760109,1417.000099,1549.160099,1530.360115,1351.840099
469,PEo (36:1),732.5903 -> 591.5903,PE,1444.580097,,,,,1595.940132,1344.660099,1412.840096,1343.740097,1474.080109,1530.900112,1373.12009,1506.820103,1510.420109,1353.320091
470,PEo (36:2),730.5746 -> 589.5746,PE,1378.480099,,,,,1359.100086,1297.440086,1298.080093,1381.420094,1344.160088,1390.060101,1510.740124,1266.92009,1365.360104,1396.320103
471,PEo (36:3),728.559 -> 587.559,PE,1301.360092,,,,,1346.740097,1483.220119,1276.040092,1307.900093,1501.560093,1470.500099,1243.500088,1425.620094,1330.440102,1396.62011
472,PEo (36:4),726.5433 -> 585.5433,PE,1430.820107,,,,,1372.000095,1595.520111,1423.640102,1410.180092,1370.800091,1498.720089,1350.520092,1477.060104,1515.620113,1376.400101
473,PEo (36:5),724.5277 -> 583.5277,PE,1383.420094,,,,,1435.300098,1444.560101,1415.880093,1567.48011,1357.680107,1384.080078,1353.020103,1307.3801,1477.080109,1677.300133
474,PEo (38:0),762.6372 -> 621.6372,PE,1437.840107,,,,,1351.020088,1339.120098,1423.940102,1345.420097,1257.440086,1361.8601,1421.08009,1368.940094,1327.400097,1340.8601
475,PEo (38:1),760.6216 -> 619.6216,PE,1374.26009,,,,,1331.280102,1436.060104,1382.820099,1430.120098,1292.860096,1330.420101,1257.760078,1472.7201,1374.240097,1303.520096
476,PEo (38:2),758.6059 -> 617.6059,PE,1460.980125,,,,,1531.480106,1358.720116,1374.440098,1407.420113,1320.180099,1290.880089,1252.980091,1202.360085,1374.900101,1488.900101
477,PEo (38:3),756.5903 -> 615.5903,PE,1343.800095,,,,,1373.500088,1443.060112,1410.460106,1330.940086,1330.860092,1310.220085,1381.500092,1362.640087,1375.7001,1288.560085
478,PEo (38:4),754.5746 -> 613.5746,PE,1526.560123,,,,,1464.900116,1455.860092,1366.340103,1546.32011,1410.740105,1540.040119,1357.12011,1420.240105,1368.280094,1434.760105
479,PEo (38:5),752.559 -> 611.559,PE,1449.120098,,,,,1479.300098,1570.260105,1488.600101,1470.560104,1573.580116,1438.160095,1519.920105,1510.940113,1340.880096,1336.500092
480,PEo (38:6),750.5433 -> 609.5433,PE,1394.160107,,,,,1448.040108,1459.800095,1326.620102,1425.240089,1470.040112,1356.5201,1521.940098,1509.280094,1292.920097,1517.3801
481,PEo (40:0),790.6685 -> 649.6685,PE,1440.900112,,,,,1448.740101,1404.020103,1336.840099,1271.60009,1326.260086,1404.000099,1318.140099,1301.420094,1250.34008,1386.120098
482,PEo (40:1),788.6529 -> 647.6529,PE,1377.340099,,,,,1437.940094,1344.320095,1442.500092,1307.180088,1286.680103,1371.720097,1352.880093,1287.040092,1274.000088,1442.620102
483,PEo (40:2),786.6372 -> 645.6372,PE,1353.740097,,,,,1379.480099,1423.3801,1384.240101,1344.940086,1278.660091,1342.280094,1270.720093,1331.260098,1312.62009,1386.960091
484,PEo (40:3),784.6216 -> 643.6216,PE,1450.820095,,,,,1492.340103,1339.120098,1348.520088,1356.400116,1457.100101,1439.740097,1289.240097,1230.360085,1308.28009,1244.940079
485,PEo (40:4),782.6059 -> 641.6059,PE,1397.840103,,,,,1384.900101,1360.840092,1338.040092,1291.0201,1478.820107,1372.960091,1411.840099,1350.060112,1355.180096,1338.2001
486,PEo (40:5),780.5903 -> 639.5903,PE,1265.980091,,,,,1454.360111,1421.780094,1852.120144,1455.880096,1396.420101,1557.100113,1294.42009,1466.360104,1672.560108,1506.120098
487,PEo (40:6),778.5746 -> 637.5746,PE,1428.360088,,,,,1768.380123,2810.840206,2236.660156,2258.240158,2184.48016,2153.98016,1985.160133,2384.10017,2497.720154,2304.860126
488,PEo (42:0),818.6998 -> 677.6998,PE,1322.740097,,,,,1368.540096,1410.740089,1467.740097,1338.320099,1407.080101,1378.240097,1333.800087,1413.060089,1391.600094,1315.660103
489,PEo (42:2),814.6685 -> 673.6685,PE,1391.240093,,,,,1447.120098,1370.840096,1393.5401,1362.420094,1403.060093,1392.5401,1320.660099,1308.8801,1282.200077,1362.100098
490,PEo (42:4),810.6372 -> 669.6372,PE,1370.900101,,,,,1402.580093,1354.660091,1450.280102,1366.040096,1384.220104,1463.920109,1380.680096,1408.760094,1319.380089,1363.620098
491,PEo (42:6),806.6059 -> 665.6059,PE,1361.240089,,,,,1442.800102,1353.680096,1316.140079,1452.260105,1496.580093,1504.400124,1403.960098,1384.720116,1521.700096,1484.140106
492,PEp (16:0),438.298 -> 297.298,PE,1292.080082,,,,,1536.640114,1569.340111,1376.240097,1686.52013,1720.860123,1690.060127,1557.000095,1628.900116,1700.220104,1439.100113
493,PEp (20:0),494.3606 -> 353.3606,PE,1456.48011,,,,,2155.340168,1336.060089,1777.26012,1667.800098,1913.140144,1620.720116,1430.300114,1757.020107,1576.70013,2024.380135
494,PEp (28:0),620.4651 -> 479.4651,PE,1308.260086,,,,,1352.180103,1464.600101,1314.500103,1332.900093,1337.140095,1478.960106,1365.400097,1542.520111,1363.520088,1289.960098
495,PEp (30:0),648.4964 -> 507.4964,PE,1292.000088,,,,,1331.580097,1293.480083,1422.320114,1234.84008,1289.620094,1327.500088,1317.420105,1292.700092,1456.400101,1421.560101
496,PEp (30:1),646.4807 -> 505.4807,PE,1464.920105,,,,,1402.500099,1350.900093,1342.2201,1280.000088,1341.320087,1315.680099,1295.040081,1260.200089,1331.400097,1424.820103
497,PEp (32:1),674.512 -> 533.512,PE,1436.140106,,,,,1313.360081,1252.240082,1356.040104,1292.140095,1408.680111,1450.760101,1240.160091,1273.180092,1304.840088,1512.100109
498,PEp (34:4),696.4964 -> 555.4964,PE,1290.820099,,,,,1396.920094,1351.940105,1385.100094,1319.680099,1518.200108,1356.460091,1359.380093,1585.140099,1370.060101,1278.82008
499,PEp (36:5),722.512 -> 581.512,PE,1342.080093,,,,,1381.780094,1386.040104,1309.000092,1301.380096,1357.840096,1417.840111,1296.900093,1405.960106,1325.500088,1307.360092
500,PEp (36:6),748.5277 -> 607.5277,PE,1570.640118,,,,,1482.520103,1531.540092,1468.640099,1642.86013,1445.520111,1603.840118,1538.320103,1612.540119,1544.760101,1660.300117
501,PEp (40:7),774.5433 -> 633.5433,PE,1345.160088,,,,,1488.480099,1471.680107,1387.900101,1465.30011,1380.300102,1566.080116,1433.700104,1313.620094,1480.200108,1327.760098
502,PEp (42:0),816.6842 -> 675.6842,PE,1391.5401,,,,,1408.740101,1369.860104,1400.320103,1354.280094,1579.420109,1410.300095,1329.920094,1327.840092,1396.280106,1371.440105
503,PEp (42:2),812.6529 -> 671.6529,PE,1370.840103,,,,,1405.300102,1368.440105,1342.540104,1398.680088,1410.16011,1371.060093,1378.720085,1453.840111,1311.300087,1515.140095
504,PEp (42:4),808.6216 -> 667.6216,PE,1326.900105,,,,,1406.860088,1531.680111,1434.7201,1418.820095,1282.460079,1409.260113,1497.700108,1279.880081,1373.440094,1396.180103
505,PEp (42:6),804.5903 -> 663.5903,PE,1440.08009,,,,,2133.520176,2429.040184,2263.660175,2462.660164,2015.28014,2163.660149,2677.620178,2873.760181,2637.500206,2744.320164
506,STD_15:0-18:1(d7) PE,711.56 -> 570.56,PE,7769.300613,,,,,20215.04168,19922.24141,17376.64135,19159.26117,18836.62137,22405.7418,24291.84201,23663.44146,16724.44144,25396.12191
507,LPG (12:0),446.2249 -> 257.2249,PG,1382.00008,,,,,1794.860119,2315.820175,1639.440121,1964.460129,1953.900131,2249.940159,1794.34013,1732.680119,2116.520161,2207.820171
508,LPG (16:0),502.2875 -> 313.2875,PG,1421.720108,,,,,2915.200199,2738.160179,2971.980213,3133.820225,3515.04026,2708.200184,2552.340214,2974.240181,2776.300182,3313.140251
509,LPG (20:0),558.3501 -> 369.3501,PG,3008.400208,,,,,3450.180252,2636.880177,2622.480186,2034.04015,2350.460171,2804.400181,2765.420185,2376.420177,2831.740181,2216.240158
510,PG (12:0),460.2042 -> 271.2042,PG,1418.920109,,,,,2504.480183,2542.860168,2901.600182,2493.880154,2349.920151,2519.520161,3043.960205,3084.420242,2417.60017,2596.840202
511,PG (14:0),474.2562 -> 285.2562,PG,1348.880096,,,,,1856.120136,1875.660133,2377.660179,1957.220127,1903.580128,1743.780117,2086.84016,2102.720169,2267.72015,2013.800163
512,PG (14:1),472.2406 -> 283.2406,PG,1361.540089,,,,,2539.220165,2705.880188,2892.460213,2637.320194,2064.020161,2665.560196,2322.520164,2911.32019,2055.160133,2701.000164
513,PG (16:0),516.2668 -> 327.2668,PG,1925.360146,,,,,3903.460285,3505.92025,3755.800308,2985.380165,3145.940208,3343.500248,3165.560196,3366.380249,2969.200191,3262.760242
514,PG (16:1),500.2719 -> 311.2719,PG,1305.94009,,,,,2032.740143,1779.260143,1605.860123,1842.420135,1825.200108,1563.160118,1765.840122,1743.420124,1632.680111,1389.960098
515,PG (18:0),530.3188 -> 341.3188,PG,1552.360107,,,,,2613.260189,2685.120186,2319.560154,2328.840164,1994.380127,2453.140171,2082.700153,2188.320148,2178.220135,2193.460136
516,PG (18:1),528.3032 -> 339.3032,PG,1241.200092,,,,,1814.280125,1643.340111,1769.380127,1904.360138,1462.220097,1788.180138,1471.120098,1727.840118,1748.20013,1599.620098
517,PG (18:2),526.2875 -> 337.2875,PG,1326.300106,,,,,1557.420105,1538.180099,1509.480114,1706.220108,1700.800121,1721.460121,1614.700115,1524.260105,1641.960121,1641.040112
518,PG (18:3),524.2719 -> 335.2719,PG,1505.000111,,,,,3179.980209,3121.500206,2917.660198,2388.320168,3156.620262,3407.680218,3604.160244,2506.500183,3006.920238,2964.440212
519,PG (18:4),522.2562 -> 333.2562,PG,1335.800087,,,,,1498.520111,1535.660118,1457.300102,1450.400093,1695.060131,1487.200096,1798.180111,1522.600109,1454.420097,1545.360104
