,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
644,PGo (42:4),858.6318 -> 669.6318,PG,1317.420094,,,1396.820099,1383.160099,1390.680092,1349.600094,1435.020092,1527.020111,1384.400105,1273.8801,1426.340096,1419.220116,1374.180099,1396.760098
645,PGo (42:6),854.6005 -> 665.6005,PG,1323.94009,,,1609.100121,1446.2001,1529.240105,1422.920097,1598.500114,1701.280113,1585.400116,1586.900116,1747.100113,1667.080109,1440.26009,1773.900135
646,PGp (16:0),486.2926 -> 297.2926,PG,1416.92009,,,3430.960224,3929.320248,3303.800247,2991.760216,3031.160233,3528.840256,2516.76017,2301.220161,2840.520195,2124.120144,3110.780239,2720.640198
647,PGp (18:0),514.3239 -> 325.3239,PG,1414.260109,,,2641.660168,2771.720215,2969.72023,2937.580219,2774.700199,2524.200176,2221.240154,2131.06015,2182.020149,2092.140156,2629.9202,2554.600147
648,PGp (20:0),542.3552 -> 353.3552,PG,1323.040092,,,3640.940292,3597.30027,2459.840179,2613.740181,2877.920223,3370.280224,3327.320267,2759.220196,2800.880177,2592.600193,2097.460133,2194.040161
649,PGp (28:0),668.4597 -> 479.4597,PG,1347.7001,,,1274.280094,1464.260105,1357.500107,1294.500088,1492.2201,1449.480099,1349.140095,1492.180111,1455.500114,1370.840092,1446.240097,1309.720104
650,PGp (30:1),694.4753 -> 505.4753,PG,1331.920086,,,1385.820099,1401.940094,1339.460091,1454.800098,1356.720093,1371.440105,1320.160084,1468.380096,1352.42009,1298.020092,1240.960083,1317.860092
651,PGp (34:4),744.491 -> 555.491,PG,1253.620087,,,1431.020084,1368.880093,1398.260109,1442.240097,1468.660107,1531.660099,1369.700081,1431.320095,1371.080093,1409.240093,1326.320099,1566.400108
652,PGp (36:5),770.5066 -> 581.5066,PG,1432.060108,,,1408.020092,1699.940128,1418.240108,1416.540104,1488.340111,1470.420105,1438.940102,1463.240097,1476.400116,1450.660114,1505.320099,1492.600109
653,PGp (38:6),796.5223 -> 607.5223,PG,1418.700108,,,1938.360119,1464.780109,1752.000111,1788.840122,1794.800125,1726.560123,1736.240128,1835.60014,1907.64016,1780.220116,1587.360123,1569.300106
654,PGp (40:6),824.5536 -> 635.5536,PG,1377.380096,,,1401.440102,1329.960094,1380.900082,1402.700096,1450.540112,1575.040119,1502.520096,1758.400124,1413.480095,1526.100101,1304.780102,1294.220097
655,PGp (42:2),860.6475 -> 671.6475,PG,1370.440102,,,1387.600113,1353.040096,1330.460098,1342.540096,1496.64011,1432.840118,1364.920101,1336.600086,1338.660095,1280.580082,1324.820091,1401.7201
656,PGp (42:4),856.6162 -> 667.6162,PG,1450.560112,,,1351.820103,1403.240108,1436.5201,1354.700096,1350.500099,1469.060101,1286.940094,1357.760101,1440.760098,1366.540085,1308.740097,1264.400085
657,PGp (42:6),852.5849 -> 663.5849,PG,1310.080101,,,4119.080242,3515.680222,2638.840202,2923.780163,2892.580177,4589.280365,4074.000278,4177.340313,3744.220264,4141.700291,1840.860138,2822.240208
658,STD_15:0-18:1(d7) PG (Na Salt),758.54 -> 569.54,PG,1273.26009,,,2486.340179,2276.440166,2645.38018,2619.820179,2228.520172,3093.760223,2487.800159,3427.980244,2923.800179,3219.640221,2560.500172,2490.540161
659,PI (12:0),534.241 -> 257.241,PI,3206.200222,,,3496.400249,3163.240231,3088.460224,3276.500221,3486.180264,3111.500217,3179.42025,3884.840282,3518.920238,3800.700275,3145.540226,3139.540215
660,PI (14:0),562.2723 -> 285.2723,PI,1334.020088,,,1803.020126,1927.140121,1706.440105,1966.820129,1935.36013,1445.560101,1828.520126,1766.080112,1788.320122,1990.100163,1751.460129,1572.480122
661,PI (14:1),560.2566 -> 283.2566,PI,1376.000099,,,1942.900146,2605.900188,2077.660145,2212.960144,2312.740143,2518.80014,1819.360126,1891.620121,2292.280174,2165.220146,2155.840164,1783.920132
662,PI (16:0),590.3036 -> 313.3036,PI,1411.940102,,,1778.180111,2153.420132,2574.120163,2188.820137,2402.200172,2371.300163,2140.760159,2384.340172,2132.780163,2400.620155,1812.000118,2029.440132
663,PI (16:1),588.2879 -> 311.2879,PI,1416.100105,,,1846.900154,1932.580135,1817.560135,1628.720119,1829.380123,1680.380112,1763.240131,2086.700146,1699.240128,2130.260166,1512.980103,1539.320114
664,PI (18:0),618.3349 -> 341.3349,PI,1362.240093,,,1842.34013,1786.080112,1984.140133,1601.440128,1900.360138,1523.600105,2005.580151,1706.880112,1921.560135,1857.280125,2057.980125,1525.680107
665,PI (18:1),616.3192 -> 339.3192,PI,1358.880089,,,1938.340126,2197.540161,1811.320133,1703.520123,1531.400101,1803.360138,1539.12011,2081.640137,1808.180145,1904.200127,1578.700111,1871.180141
666,PI (18:2),614.3036 -> 337.3036,PI,1387.840099,,,1800.40012,1448.500107,1903.800129,1458.500103,1738.260139,1648.640114,1469.020096,1999.420139,1636.160114,2138.000141,1428.880108,1546.240101
667,PI (18:3),612.2879 -> 335.2879,PI,1363.940098,,,1568.2001,1740.100128,1658.520123,1463.64011,1707.580116,1521.960098,1793.68013,1703.96011,1643.140125,1654.900097,1437.880096,1540.62011
668,PI (18:4),610.2723 -> 333.2723,PI,1317.520088,,,1814.46011,1704.160126,1382.660099,1487.720104,1496.700104,1462.520103,1361.060085,1625.360123,1472.560097,1518.360123,1382.840099,1642.600124
669,PI (20:0),646.3662 -> 369.3662,PI,1414.280106,,,2006.860146,1929.100136,1703.360119,1876.00013,1975.180126,2566.640167,2078.640144,2213.460152,2317.880173,2148.980148,2226.70013,1901.360134
670,PI (20:1),644.3505 -> 367.3505,PI,1431.800091,,,1777.94014,2042.20013,1599.820114,1962.400154,2155.060158,1478.380112,1653.280117,1829.140133,1805.640137,1635.940125,1659.220127,1890.040123
671,PI (20:2),642.3349 -> 365.3349,PI,1296.280094,,,1788.900124,1848.380135,1622.920094,1827.700115,1827.240124,2164.540154,1590.000107,1707.40012,1815.480137,1955.220139,1697.440136,1909.080132
672,PI (20:3),640.3192 -> 363.3192,PI,1361.160099,,,1918.060139,2335.240154,2569.300201,2795.660198,2820.440197,2432.260178,1989.200146,2419.880196,2148.760151,2197.180161,2242.700176,2812.380188
673,PI (20:4),638.3036 -> 361.3036,PI,1436.460102,,,1594.900108,1459.500103,1484.560112,1585.820103,1428.760117,1517.320095,1583.48011,1478.760105,1586.740093,1430.960098,1482.360107,1387.760098
674,PI (20:5),636.2879 -> 359.2879,PI,1413.420105,,,1736.36013,1393.300095,1538.380108,1472.760105,1552.020107,1454.8801,1582.440113,1674.300114,1506.560104,1552.540119,1348.700096,1673.200115
675,PI (22:0),674.3975 -> 397.3975,PI,1405.960094,,,1621.460087,1883.120163,2229.180164,2104.780136,1944.620129,1850.540131,1802.660126,2193.900143,1850.80014,1652.120136,1614.060104,1475.560104
676,PI (22:1),672.3818 -> 395.3818,PI,1456.380104,,,1654.560112,1695.220127,1774.280117,1848.440128,1796.580109,1832.880135,1684.020123,1673.680111,1534.240116,1553.860119,1702.080112,1612.380116
677,PI (22:2),670.3662 -> 393.3662,PI,1359.300095,,,3378.580231,4893.760365,5119.700371,4341.4403,4858.980343,5142.080353,3460.460232,3050.980213,4025.560261,4095.340279,6844.24052,5711.560379
678,PI (22:4),666.3349 -> 389.3349,PI,1348.480099,,,1516.980103,1489.620106,1820.780113,1646.840122,1711.900116,1587.800102,1655.240101,1424.620098,1405.260105,1638.160118,1999.700138,1580.14011
679,PI (22:6),662.3036 -> 385.3036,PI,1474.660103,,,1650.720123,1884.020134,1650.180111,2334.260155,1720.900131,1906.240116,1912.380146,1805.280121,1689.800117,1574.520126,1561.000114,1581.700123
680,PI (24:0),716.408 -> 439.408,PI,1263.460098,,,1665.100132,1596.220116,1513.580105,1474.840103,1656.740112,1647.640121,1745.040131,1786.26012,1677.840118,1667.860119,1387.840096,1391.920105
681,PI (26:0),744.4393 -> 467.4393,PI,1449.760113,,,1532.120117,1421.420101,1453.700108,1695.340122,1643.000114,1398.600109,1473.960098,1551.520107,1626.380123,1501.060108,1570.320114,1508.980106
682,PI (26:1),742.4237 -> 465.4237,PI,1346.320099,,,1467.160091,1465.400108,1305.380093,1438.100105,1498.340107,1458.680119,1427.680092,1424.960094,1410.8801,1441.5201,1362.940113,1414.200089
683,PI (28:0),772.4706 -> 495.4706,PI,1371.860088,,,1439.920101,1429.940105,1376.160095,1655.58012,1500.780106,1495.160091,1450.100105,1519.080097,1456.820099,1438.640091,1430.900108,1322.58009
684,PI (28:1),770.455 -> 493.455,PI,1338.960091,,,1395.760101,1451.580112,1347.560089,1434.5201,1316.900097,1396.600113,1478.660114,1378.120094,1390.960102,1419.840096,1352.840088,1467.640106
685,PI (28:2),768.4393 -> 491.4393,PI,1394.820087,,,1391.420101,1380.000095,1463.620102,1371.000103,1438.040092,1400.020111,1368.920094,1420.020081,1315.58009,1382.480099,1451.500107,1409.680111
686,PI (30:0),800.5019 -> 523.5019,PI,1301.920094,,,1325.060097,1407.5201,1449.480091,1334.200111,1415.640114,1454.380096,1406.160099,1474.640106,1376.340103,1444.540096,1380.180088,1394.780094
687,PI (30:1),798.4863 -> 521.4863,PI,1361.240086,,,1437.600094,1479.920094,1390.640102,1351.060101,1277.560089,1357.680103,1318.5201,1403.700092,1430.700104,1369.000095,1313.560097,1394.260094
688,PI (30:2),796.4706 -> 519.4706,PI,1422.160107,,,1366.080101,1361.28009,1365.240101,1382.800095,1467.64011,1480.680088,1379.640099,1529.060104,1375.740105,1371.040096,1456.300098,1332.060093
689,PI (30:3),794.455 -> 517.455,PI,1296.240093,,,1327.740089,1366.76009,1344.460102,1438.12011,1318.580105,1299.860092,1356.100105,1514.120106,1423.460091,1343.280102,1353.000099,1301.040092
690,PI (30:4),792.4393 -> 515.4393,PI,1383.860104,,,1403.080093,1293.960102,1360.500099,1337.160088,1414.160114,1346.980095,1352.58009,1427.780102,1377.820099,1516.500111,1333.180092,1264.840096
691,PI (32:0),828.5332 -> 551.5332,PI,1300.580093,,,2259.040161,2001.920158,2029.580147,1787.040127,2181.600163,2095.200157,2282.800171,2724.000195,2315.640171,2699.940155,1846.120136,1801.480118
692,PI (32:1),826.5176 -> 549.5176,PI,1323.500092,,,1496.080105,1433.46011,1506.540112,1432.260094,1687.520115,1601.300121,1515.600101,1357.26009,1526.440113,1411.240101,1319.940094,1334.680096
693,PI (32:2),824.5019 -> 547.5019,PI,1286.720097,,,1402.240097,1352.440105,1332.860092,1387.980099,1556.620106,1450.360104,1427.2201,1390.560097,1457.240116,1377.540092,1290.560097,1481.660107
694,PI (32:3),822.4863 -> 545.4863,PI,1463.760105,,,1339.300106,1417.820103,1396.920094,1375.340103,1323.620087,1539.940113,1427.600094,1480.020107,1438.360096,1316.140099,1309.60009,1507.700115
695,PI (32:4),820.4706 -> 543.4706,PI,1320.3601,,,1482.7201,1365.800098,1358.780102,1468.500107,1400.940094,1367.680099,1360.240105,1441.180099,1589.300102,1465.660099,1371.46011,1331.540089
696,PI (32:5),818.455 -> 541.455,PI,1275.300095,,,1464.600113,1392.560097,1374.5401,1401.080086,1417.28009,1441.7001,1329.880093,1387.880104,1325.080093,1335.7001,1272.360096,1318.860092
697,PI (34:0),856.5645 -> 579.5645,PI,1394.46011,,,1590.780106,1510.180107,1517.760105,1446.080097,1521.7001,1467.560116,1632.800129,1708.020123,1492.960098,1498.0201,1459.240105,1399.940083
698,PI (34:1),854.5489 -> 577.5489,PI,1665.100101,,,2544.980156,2110.980137,2050.600136,2390.98016,2670.740181,2449.320148,2707.420197,2744.160217,2747.320206,2511.160187,1972.580147,2130.000141
699,PI (34:2),852.5332 -> 575.5332,PI,1374.920101,,,1717.300133,1727.320137,1467.040096,1364.400105,1479.920113,1468.200119,1474.440094,1399.240093,1693.080109,1609.780109,1618.720127,1472.320095
700,PI (34:3),850.5176 -> 573.5176,PI,1390.640083,,,1414.420101,1474.560093,1521.520107,1455.200092,1453.080097,1529.620117,1491.740101,1519.46011,1458.880112,1572.460106,1358.940094,1422.460094
701,PI (34:4),848.5019 -> 571.5019,PI,2332.560173,,,4007.000267,4744.2603,5405.52039,5219.380302,4888.240372,6320.460464,4851.120403,6473.580452,6756.580372,6436.440411,4130.320312,3337.900188
702,PI (34:5),846.4863 -> 569.4863,PI,1539.500126,,,1613.840122,1805.540123,1892.740139,1941.840168,1716.920139,2201.760166,2339.420166,2264.160164,2437.380177,2351.800159,1745.74012,1978.500145
703,PI (34:6),844.4706 -> 567.4706,PI,1404.800095,,,1406.620113,1387.160103,1349.180092,1421.100098,1398.680103,1376.500099,1326.860092,1438.900101,1561.060104,1525.600121,1388.520096,1476.600105
704,PI (36:0),884.5958 -> 607.5958,PI,1473.100101,,,1935.080143,1952.140137,2523.740196,2151.640167,2014.960144,2442.820152,2944.000214,2568.260185,2319.940182,2429.080177,1709.780128,1856.000134
705,PI (36:1),882.5802 -> 605.5802,PI,1780.060112,,,2862.640194,2804.320194,3100.460232,2231.340168,2374.320175,2077.260147,3369.460232,3395.88023,3424.620228,3883.74028,2579.320168,2132.120144
706,PI (36:2),880.5645 -> 603.5645,PI,1740.000114,,,1923.820137,2546.360191,2140.440163,2046.960144,2140.540142,2492.480175,2328.860168,2731.240166,2684.900173,2643.880196,1742.120125,1745.140148
707,PI (36:3),878.5489 -> 601.5489,PI,1396.100105,,,2315.100189,1760.720135,1772.520115,1940.040138,1913.120152,1858.940136,2275.920174,2062.800133,2352.500156,2137.500156,1851.900146,1638.540108
708,PI (36:4),876.5332 -> 599.5332,PI,1447.480099,,,1833.680149,1675.220116,1916.020119,2174.540142,1630.760101,1834.240135,2136.780151,2056.040119,2308.700172,2697.200203,1653.880119,1773.340111
709,PI (36:5),874.5176 -> 597.5176,PI,1441.620106,,,1282.840099,1339.580101,1416.80011,1349.58009,1512.020103,1553.600121,1471.840103,1418.260101,1402.320091,1419.080105,1355.580109,1396.080105
710,PI (36:6),872.5019 -> 595.5019,PI,1312.62009,,,1410.500099,1392.200096,1451.280117,1296.020092,1420.200096,1544.16011,1388.2201,1405.080101,1347.780087,1326.640095,1316.840092,1293.28009
711,PI (36:7),870.4863 -> 593.4863,PI,1334.960091,,,1370.8601,1359.560085,1353.500092,1375.160099,1410.760105,1420.080101,1352.400097,1452.300095,1422.780106,1394.280094,1289.0201,1326.280083
712,PI (36:8),868.4706 -> 591.4706,PI,1460.160107,,,1399.280098,1488.320095,1472.320095,1558.40012,1535.32011,1401.0201,1545.980114,1601.740116,1673.060127,1619.240097,1464.960102,1457.780109
713,PI (38:0),912.6271 -> 635.6271,PI,1359.480099,,,1450.460094,1398.220097,1320.360088,1446.880116,1528.040092,1423.680099,1513.060104,1623.520111,1442.16011,1354.660091,1477.060116,1445.680092
714,PI (38:1),910.6115 -> 633.6115,PI,1435.940098,,,1652.000107,1479.320103,1486.580101,1482.160107,1520.400116,1479.900108,1640.200119,1532.320103,1858.940155,1554.2001,1753.900124,1475.680096
715,PI (38:2),908.5958 -> 631.5958,PI,1630.540112,,,2381.160191,2635.180191,2004.600155,1995.980133,2275.360176,2240.460167,2599.040157,2929.060238,2965.380222,2444.200191,2370.400162,2073.460152
716,PI (38:3),906.5802 -> 629.5802,PI,2281.200176,,,6226.44038,5013.260326,5747.700413,4449.540314,5060.620354,4876.440323,6187.080452,7050.820477,8184.04063,8775.72065,4407.560295,4087.280315
717,PI (38:4),904.5645 -> 627.5645,PI,3865.260303,,,7426.080563,5955.100391,6613.060471,4958.980354,6318.340488,6974.48053,7527.16069,10300.10094,9414.060627,10314.42081,6207.680397,4799.100342
718,PI (38:5),902.5489 -> 625.5489,PI,2431.160164,,,2943.660198,2263.380146,2182.920155,2439.940182,2739.720181,2266.500168,2709.820213,2810.660194,2505.260178,3107.440208,2651.720154,2259.700146
719,PI (38:6),900.5332 -> 623.5332,PI,1336.640099,,,1582.580105,1508.580112,1351.520096,1485.520115,1757.200127,1696.140129,1724.300117,1748.200119,1526.040108,1658.540108,1469.140106,1381.120087
720,PI (38:7),898.5176 -> 621.5176,PI,1347.340088,,,1531.700123,1752.440125,1524.940117,1514.560101,1682.460125,1810.920128,1455.900105,1483.000114,1426.960098,1588.180107,1480.500099,1564.000122
721,PI (38:8),896.5019 -> 619.5019,PI,1347.640083,,,1589.040112,1524.280117,1485.180103,1396.340099,1491.620094,1409.000099,1630.800106,1434.2001,1597.200134,1432.160091,1391.400093,1338.12009
722,PI (38:9),894.4863 -> 617.4863,PI,1359.140087,,,1478.780113,1563.460117,1358.880089,1476.380104,1713.240112,1427.020103,1486.380108,1540.920124,1584.240108,1411.380081,1397.140095,1294.840088
723,PI (40:0),940.6584 -> 663.6584,PI,1315.980091,,,21616.72167,13755.96097,14522.14099,13390.94093,12228.58083,17199.1412,23573.80141,27140.8221,28248.14208,27265.4817,8254.320568,9883.120747
724,PI (40:1),938.6428 -> 661.6428,PI,1372.200096,,,1623.220112,1387.320084,1691.120121,1566.64011,1646.180126,1503.380096,1456.200108,1738.400097,1346.160103,1539.560108,1376.240097,1569.280102
725,PI (40:10),920.5019 -> 643.5019,PI,1380.680096,,,1712.380108,1496.100117,1387.280094,1446.620102,1533.960117,1745.160118,1575.360126,1668.560101,1757.900143,1649.26012,1774.00013,1427.500103
726,PI (40:2),936.6271 -> 659.6271,PI,1354.280098,,,2790.4202,3173.740238,2486.940186,2846.14019,2719.500172,2448.500175,2294.200161,2222.080158,2290.580166,2160.260147,3082.120201,3044.000206
727,PI (40:3),934.6115 -> 657.6115,PI,1380.060101,,,1363.140095,1474.7201,1459.820103,1649.600113,1416.700092,1485.280102,1757.220119,1589.580112,1582.32011,1761.240131,1475.500099,1293.120094
728,PI (40:4),932.5958 -> 655.5958,PI,1503.860104,,,2855.560211,3513.640285,2475.640186,2994.82021,3534.580299,3490.700241,3043.280209,2980.200191,2925.820206,2913.82019,2603.780186,2698.700191
729,PI (40:5),930.5802 -> 653.5802,PI,1631.800117,,,6735.440464,7593.360611,7181.040524,6452.020424,7479.620491,6833.340572,5923.90044,6858.320423,6611.340343,7313.500565,6595.500443,6072.440441
730,PI (40:6),928.5645 -> 651.5645,PI,1735.800117,,,1899.040131,1664.76012,1772.960121,1606.580109,1863.580135,1869.140137,1831.380116,2044.140137,2187.960144,1962.260139,1745.20015,1725.26012
731,PI (40:7),926.5489 -> 649.5489,PI,1306.660091,,,1448.600105,1307.780075,1294.740082,1406.180099,1638.380116,1458.800102,1427.400093,1507.960117,1502.220119,1511.740105,1372.380093,1373.200096
732,PI (40:8),924.5332 -> 647.5332,PI,1366.8801,,,1444.880093,1417.600105,1329.200081,1362.460087,1420.640095,1450.060104,1383.940102,1464.10009,1345.840099,1469.360115,1526.960117,1373.720097
733,PI (40:9),922.5176 -> 645.5176,PI,1297.900089,,,1579.160107,1650.80011,1694.680122,1567.060101,1410.780094,1421.840103,1369.5201,1582.140125,1643.220108,1866.660133,1411.940098,1520.460106
734,PI (42:0),968.6897 -> 691.6897,PI,1345.880104,,,1429.3601,1399.380096,1452.880108,1512.440094,1462.900112,1470.840103,1480.260094,1451.960094,1480.580093,1520.360107,1403.80011,1463.2201
735,PI (42:1),966.6741 -> 689.6741,PI,1442.980103,,,1554.520115,1343.320091,1351.60009,1396.240105,1401.300098,1390.460094,1438.000111,1540.080105,1405.560089,1465.960106,1389.600109,1376.0201
736,PI (42:10),948.5332 -> 671.5332,PI,1381.560093,,,1317.000092,1380.160103,1313.500084,1364.500092,1367.980106,1377.260105,1325.800098,1345.540096,1426.060108,1440.620106,1304.460091,1380.680092
737,PI (42:11),946.5176 -> 669.5176,PI,1273.060081,,,1474.960106,1325.480091,1292.660095,1345.120094,1373.360096,1321.16008,1471.900097,1386.980099,1414.820103,1401.100094,1353.800102,1352.560104
738,PI (42:3),962.6428 -> 685.6428,PI,1429.120094,,,3612.420273,3828.620316,2546.580181,3445.280281,4153.500271,3594.780254,4788.740364,5277.900368,3956.220268,4651.860332,2460.600151,3328.440247
739,PI (42:4),960.6271 -> 683.6271,PI,1351.580097,,,1413.920101,1414.060112,1368.720085,1317.780083,1525.640114,1504.240105,1384.440098,1355.760098,1473.880112,1405.280106,1315.280083,1368.440105
740,PI (42:5),958.6115 -> 681.6115,PI,1420.860115,,,1847.780117,1899.12014,1520.920105,1640.340115,1855.840137,1788.16011,1702.240124,2019.680138,2094.000134,2116.560162,1437.320107,1529.980103
741,PI (42:6),956.5958 -> 679.5958,PI,1336.960091,,,1699.280117,1620.540127,1536.340115,1597.660126,1669.600117,1777.020119,1624.260128,1822.180134,1937.480145,2111.400154,1375.560093,1496.560097
742,PI (42:7),954.5802 -> 677.5802,PI,1361.660095,,,1514.160103,1507.100105,1462.500099,1479.860104,1368.640087,1449.660099,1329.400101,1359.820114,1393.600086,1417.100094,1322.560089,1301.08009
743,PI (42:8),952.5645 -> 675.5645,PI,1366.320099,,,1374.500099,1432.240097,1392.580101,1388.100109,1552.040104,1713.000095,1370.280087,1493.480091,1359.60009,1561.200115,1449.64011,1837.500137
744,PI (42:9),950.5489 -> 673.5489,PI,1333.100082,,,1421.480099,1274.520096,1304.820095,1317.480095,1493.060116,1393.600113,1362.120098,1364.420101,1377.840088,1320.580109,1341.320087,1323.84008
745,PI (44:0),996.721 -> 719.721,PI,1314.58009,,,1407.620094,1399.020092,1333.040089,1415.080101,1485.600105,1362.760101,1300.680092,1357.240105,1290.260094,1310.680096,1352.580078,1314.78009
746,PI (44:1),994.7054 -> 717.7054,PI,1380.320095,,,1364.700096,1417.780109,1379.460087,1441.120087,1630.340107,1348.42009,1427.740097,1541.320107,1429.760101,1455.560097,1463.060101,1397.920101
747,PI (44:10),976.5645 -> 699.5645,PI,1358.320091,,,1478.940105,1445.620113,1353.040092,1511.860107,1382.320084,1346.940094,1374.960098,1411.080093,1425.480091,1424.160107,1424.780098,1394.820099
748,PI (44:12),972.5332 -> 695.5332,PI,1395.920116,,,1389.840096,1404.180099,1357.000111,1430.560093,1457.820091,1467.020107,1327.58009,1434.66011,1414.540096,1406.200111,1310.60009,1345.100105
749,PI (44:2),992.6897 -> 715.6897,PI,1335.940094,,,1419.980095,1365.440109,1368.780098,1380.960106,1372.160107,1521.340096,1414.280094,1479.560116,1402.580093,1411.880096,1359.240086,1377.760098
750,PI (44:3),990.6741 -> 713.6741,PI,1384.780106,,,1502.020103,1348.120098,1406.500095,1345.680096,1412.640087,1581.360111,1434.460094,1338.940102,1417.640102,1398.620098,1376.680096,1428.460094
751,PI (44:4),988.6584 -> 711.6584,PI,1353.240101,,,1447.840107,1361.000099,1441.5401,1407.740101,1444.420097,1471.020107,1407.980103,1374.400101,1342.720097,1490.000111,1353.7001,1365.680111
752,PI (44:5),986.6428 -> 709.6428,PI,1383.160103,,,1438.000103,1418.5201,1364.400093,1420.260105,1329.700104,1315.380096,1489.8601,1351.960102,1506.900105,1382.660088,1326.040096,1358.320091
753,PI (44:6),984.6271 -> 707.6271,PI,1339.780094,,,1372.760098,1398.480114,1423.420109,1388.2201,1452.7001,1345.500092,1452.940094,1411.080097,1437.260098,1456.900093,1366.020092,1363.940098
754,PI (44:7),982.6115 -> 705.6115,PI,1408.920105,,,1468.600098,1452.280106,1475.980103,1404.180099,1417.62011,1520.860107,1337.440098,1433.880089,1423.800102,1328.48008,1475.540104,1284.480095
755,PI (44:8),980.5958 -> 703.5958,PI,1357.3601,,,1403.100105,1378.140102,1397.360104,1514.620098,1561.740097,1635.500111,1586.140114,1476.020107,1625.420109,1506.580105,1454.14011,1435.960106
756,PIo (16:0),576.3243 -> 299.3243,PI,1455.080105,,,1622.840103,1937.12014,1737.840115,1759.94014,1637.840118,1897.020138,1858.980133,1709.600132,1607.14011,1569.06012,1740.140129,1616.020107
757,PIo (18:0),604.3556 -> 327.3556,PI,1365.700096,,,1653.660137,1847.580139,1853.720116,1526.96011,1827.480145,2003.600113,1643.500111,1900.860134,1485.080101,1620.220116,1355.12009,1757.960117
758,PIo (20:5),632.3869 -> 355.3869,PI,1814.660133,,,2004.140163,2107.680145,1824.700108,1824.020123,2077.940151,2377.520176,1966.920132,2350.86018,2163.440163,2099.740158,2167.120132,2132.680161
759,PIo (28:0),758.4914 -> 481.4914,PI,1334.160099,,,1456.400097,1367.060089,1478.100109,1448.260109,1464.980103,1430.540096,1636.620125,1343.660107,1450.440102,1542.100117,1363.120094,1486.820107
760,PIo (30:0),786.5227 -> 509.5227,PI,1419.400097,,,1305.640087,1358.480083,1333.320095,1307.900101,1367.940094,1327.500095,1390.62011,1546.580116,1329.020088,1386.580101,1301.860092,1308.94009
761,PIo (30:1),784.507 -> 507.507,PI,1328.260098,,,1413.720104,1265.08009,1448.560104,1380.8801,1409.180103,1418.060097,1433.460091,1366.160099,1376.44009,1702.220131,1378.240089,1368.480087
762,PIo (32:0),814.554 -> 537.554,PI,1274.040092,,,1336.600098,1366.620102,1330.800098,1369.220093,1357.680084,1436.700108,1327.860107,1457.46011,1288.400093,1445.020092,1375.760086,1410.060097
763,"PIo (32:1), PIp (32:0)",812.5383 -> 535.5383,PI,1350.320091,,,1429.300095,1355.420101,1344.180092,1382.92009,1367.500095,1352.320084,1379.700108,1355.360096,1545.740116,1402.980091,1426.800098,1287.040092
764,PIo (34:0),842.5853 -> 565.5853,PI,1374.0401,,,1451.380112,1436.620102,1559.360115,1393.76009,1402.940094,1378.00008,1391.2001,1361.700089,1326.660099,1368.820099,1423.000095,1462.360092
765,"PIo (34:1), PIp (34:0)",840.5696 -> 563.5696,PI,1339.62009,,,1405.66011,1362.400097,1382.28009,1426.920101,1400.660099,1430.360092,1416.560104,1447.5401,1377.840103,1557.320099,1384.520092,1310.620087
766,"PIo (34:3), PIp (34:2)",836.5383 -> 559.5383,PI,1332.540092,,,1417.460098,1306.500088,1355.880096,1436.720112,1436.620106,1363.560101,1279.240093,1371.080101,1376.760101,1291.900093,1393.840103,1399.120094
767,"PIo (34:4), PIp (34:3)",834.5227 -> 557.5227,PI,1307.220097,,,1404.94009,1306.840096,1300.7001,1341.160091,1390.680099,1301.660091,1329.060101,1363.400097,1335.960091,1395.820087,1282.700081,1457.800087
768,PIo (36:0),870.6166 -> 593.6166,PI,1290.380089,,,1454.480106,1451.580097,1384.000095,1297.640091,1549.980103,1372.460102,1432.12011,1401.940098,1418.7001,1457.480114,1470.980095,1312.800087
769,"PIo (36:1), PIp (36:0)",868.6009 -> 591.6009,PI,1346.740101,,,1720.580135,1855.100132,1973.880142,1492.440094,1431.880108,1472.900105,1945.320141,1660.000111,1614.440102,1615.920101,1558.820103,1352.480099
770,"PIo (36:2), PIp (36:1)",866.5853 -> 589.5853,PI,1476.040096,,,1487.280109,1523.700111,1472.160103,1309.340084,1502.080109,1386.000095,1392.100101,1411.040092,1560.340111,1526.560123,1402.160091,1437.200085
771,"PIo (36:3), PIp (36:2)",864.5696 -> 587.5696,PI,1290.740089,,,1330.280098,1345.340096,1358.000095,1478.480118,1396.240112,1330.880104,1339.12009,1335.820091,1386.2001,1455.700104,1385.740101,1401.2201
772,"PIo (36:4), PIp (36:3)",862.554 -> 585.554,PI,1307.800091,,,1493.640095,1329.020096,1275.400093,1399.280094,1401.880096,1362.180088,1366.820087,1458.620102,1446.520103,1409.500107,1401.960106,1312.520111
773,"PIo (36:5), PIp (36:4)",860.5383 -> 583.5383,PI,1323.280087,,,1442.240086,1363.280102,1385.660084,1425.180099,1479.000107,1400.000099,1313.3601,1385.980103,1329.940094,1409.420097,1425.5401,1396.220104
774,"PIo (38:1), PIp (38:0)",896.6322 -> 619.6322,PI,1310.660091,,,1534.520096,1395.000092,1429.080101,1293.000084,1565.440117,1686.380119,1649.920109,1570.500111,1433.340096,1742.780113,1558.240097,1399.360092
