Lipid name,MRM,Ab-cl_12h_N1_acy-carnitines,Ab-cl_12h_N2_acy-carnitines,Ab-cl_12h_N3_acy-carnitines,Ab-cl_12h_N4_acy-carnitines,Ab-cl_12h_N5_acy-carnitines,Ab-cl_12h_N6_acy-carnitines,Ab-cl_1h_N1_acy-carnitines,Ab-cl_1h_N2_acy-carnitines,Ab-cl_1h_N3_acy-carnitines,Ab-cl_1h_N4_acy-carnitines,Ab-cl_1h_N5_acy-carnitines,Ab-cl_1h_N6_acy-carnitines,Ab-cl_1h_N7_acy-carnitines,Ab-cl_24h_N1_acy-carnitines,Ab-cl_24h_N2_acy-carnitines,Ab-cl_24h_N3_acy-carnitines,Ab-cl_24h_N4_acy-carnitines,Ab-cl_24h_N5_acy-carnitines,Ab-cl_24h_N6_acy-carnitines,Ab-cl_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-cl_12h_N1_acy-carnitines,Veh-cl_12h_N2_acy-carnitines,Veh-cl_12h_N3_acy-carnitines,Veh-cl_12h_N4_acy-carnitines,Veh-cl_12h_N5_acy-carnitines,Veh-cl_12h_N6_acy-carnitines,Veh-cl_1h_N1_acy-carnitines,Veh-cl_1h_N2_acy-carnitines,Veh-cl_1h_N3_acy-carnitines,Veh-cl_1h_N4_acy-carnitines,Veh-cl_1h_N5_acy-carnitines,Veh-cl_1h_N6_acy-carnitines,Veh-cl_1h_N7_acy-carnitines,Veh-cl_24h_N1_acy-carnitines,Veh-cl_24h_N2_acy-carnitines,Veh-cl_24h_N3_acy-carnitines,Veh-cl_24h_N4_acy-carnitines,Veh-cl_24h_N5_acy-carnitines,Veh-cl_24h_N6_acy-carnitines,Veh-cl_24h_N7_acy-carnitines
PI (38:8),896.5019 -> 619.5019,1569.880135,1442.440102,1427.900105,1416.740101,1453.640106,1316.680096,1438.020107,1585.140106,1479.7001,1469.980118,1476.880116,1330.560093,1565.820107,1578.060116,1415.560104,1386.980099,1555.5201,1355.120098,1399.800098,1341.020096,1304.560104,1476.620113,1449.860107,1434.920101,1439.660099,1365.900085,1366.960102,1462.94009,1473.400108,1335.480091,1484.180096,1421.420097,1466.460106,1534.560108,1399.660095,1338.480091,1434.480091,1432.260105,1387.720089,1364.620094,1317.26009
"PIo (38:1), PIp (38:0)",896.6322 -> 619.6322,1527.000107,1473.060101,1476.400093,1624.400108,1448.560101,1316.060093,1608.200111,1386.020111,1489.980106,1385.700108,1432.320099,1381.8601,1399.560104,1428.960106,1349.3601,1335.500092,1408.380089,1421.780102,1513.500095,1374.480103,1425.0201,1363.600098,1466.700111,1593.58012,1417.940109,1452.680119,1496.160107,1429.160107,1615.140106,1379.08009,1448.400105,1396.100101,1373.920101,1499.820099,1539.660099,1478.700111,1427.000103,1496.860115,1634.840111,1591.020126,1467.900097
PI (38:7),898.5176 -> 621.5176,1740.660122,2573.34016,2711.920174,2090.100155,1920.780148,2207.08017,2853.540207,2117.260136,1852.420143,2481.860165,2877.260208,2050.060135,1977.320148,2574.680199,1795.440132,2487.360172,2131.540154,2338.460186,3063.380238,1928.420124,1380.180092,2070.580143,2396.620159,1906.260117,2416.040173,2022.480145,1954.700153,2309.520164,2407.880161,1860.720123,2532.580162,2917.440205,2175.740162,2843.760201,2650.860157,2812.080181,2479.320187,2448.68018,2234.240154,2257.760162,2310.160172
PI (38:6),900.5332 -> 623.5332,2302.34016,2344.360188,2061.660141,2109.300156,2681.740204,1848.480125,5467.120441,8146.220654,2308.420181,2647.820198,2876.760185,2616.980194,2218.080135,4354.300308,2226.820141,2049.860138,1910.500111,2074.580124,1921.600151,1885.820141,1494.500114,2342.940193,2046.16013,1980.820141,2444.220161,2573.900154,2201.920143,3678.780293,9070.940636,2752.460197,2704.080185,2317.060162,2994.440228,2057.300156,5496.640366,2111.940147,1716.440121,1821.140118,2468.120174,2144.44017,2447.400162
PI (38:5),902.5489 -> 625.5489,16156.60127,14378.94095,15331.36103,12783.32088,13403.96098,11667.50088,33046.32262,54984.12416,9797.960602,13611.5208,15191.80117,10405.04064,8859.540741,77782.00494,11180.9007,13784.441,10810.80075,9072.500603,12095.08075,10647.64074,1718.520111,12745.26106,15530.26093,13307.42085,17665.44134,15423.90115,12133.18086,20902.68167,58323.44461,14271.06082,14063.70117,16041.44116,14897.44108,10103.42077,91640.52586,15550.26091,7247.000549,11154.52065,12331.66097,10638.5007,13570.12104
PI (38:4),904.5645 -> 627.5645,39606.84271,36880.56235,34913.26223,37482.20291,41905.52302,40520.88228,94142.40692,158473.312,22250.4214,32768.60255,32458.24225,25018.7822,14236.36103,199627.2138,30243.98236,32725.9426,26930.82198,33657.90292,38283.74257,30908.10225,2077.460129,35768.72242,37641.92303,34783.30247,47653.16406,38092.58313,35213.86225,57974.74442,151678.5309,27278.48174,34247.22244,31068.72232,28659.46222,20933.30178,218352.7755,39525.46257,19985.84146,30914.88226,43200.78284,37766.28305,44654.6031
PI (38:3),906.5802 -> 629.5802,8954.600536,8282.16058,7348.960552,9707.760609,9471.960659,10139.72057,27519.72219,39467.44307,7363.480522,7552.440483,9911.800671,7184.560535,5031.560394,33068.36227,7879.720585,7529.660534,5971.620354,7874.360683,9282.96067,7537.480423,1571.020111,13352.30106,10404.32081,7819.400536,9500.060684,9444.760632,7761.060505,29868.742,34367.26256,6722.380447,7758.32053,7789.680546,6979.780396,5420.080383,39824.58326,13493.22095,5531.240356,6263.320499,10016.0206,7730.080616,10379.70072
PI (38:2),908.5958 -> 631.5958,1923.66013,1619.820118,1633.900112,2258.520176,2167.040165,1807.16013,3537.140293,6352.720501,2408.000149,2052.300156,2712.48019,2345.160149,1722.420132,3101.640209,1785.180122,1651.500118,1685.400124,1946.440144,2072.260147,1930.100132,1415.960102,3118.660191,2471.380173,1874.980125,1911.360142,1895.480148,1644.080132,5453.380398,4527.800346,2017.260151,2047.780151,2129.04015,1597.780109,1600.080116,3611.900234,2447.900162,1686.76012,1601.900124,2065.66016,1939.880135,1975.90012
PI (38:1),910.6115 -> 633.6115,1385.440094,1410.140091,1410.900101,1321.200104,1408.900097,1273.12009,1660.020111,2128.580135,1409.640091,1589.020119,1510.540104,1525.560112,1339.44009,1564.580109,1345.860096,1438.080097,1393.940086,1448.880096,1398.320099,1376.880093,1396.360107,1404.280094,1384.44009,1482.540092,1453.100101,1467.960106,1352.060078,1981.24015,1586.700111,1486.5401,1573.140106,1404.500099,1477.420105,1366.62009,1529.720108,1485.90012,1425.780102,1633.860115,1369.10009,1390.080093,1329.76009
PIp (40:6),912.5696 -> 635.5696,1376.620098,1320.180084,1603.020123,1479.180103,1496.980106,1419.16011,1731.360138,1639.880116,1492.580105,1430.340099,1411.220104,1464.140106,1384.260098,1804.460125,1475.000111,1475.380108,1515.420113,1372.7001,1404.680107,1478.48011,1399.440102,1462.020103,1474.400105,1568.980118,1760.940117,1470.920109,1419.800091,1806.460133,1734.480133,1373.560093,1567.820114,1517.560116,1355.020103,1509.960106,1785.280117,1398.400097,1395.300102,1477.720097,1522.020126,1447.720108,1462.160095
PI (38:0),912.6271 -> 635.6271,1396.660103,1419.8801,1471.880104,1427.820103,1744.060135,1392.820095,1841.440132,1591.920116,1420.340088,1435.400105,1456.800091,1464.900105,1649.920109,1715.680126,1372.400105,1505.620098,1407.820099,1485.080105,1435.820095,1366.080097,1400.980099,1428.680096,1543.40012,1445.260109,1469.680111,1499.740101,1410.440102,1588.940102,1992.680149,1447.180107,1577.68013,1444.100109,1511.640106,1389.340099,1794.940121,1531.540112,1558.520111,1452.460106,1389.980099,1515.360107,1439.380108
"PIo (40:6), PIp (40:5)",914.5853 -> 637.5853,2457.220165,2154.080139,2828.900219,2674.840206,2550.720177,2530.42017,3482.840252,3886.560249,2072.600147,2539.400169,2456.060173,2701.300201,2350.500172,3039.660217,2311.900169,3034.12022,2054.520149,2079.420155,2748.820187,2383.940178,1449.880089,2411.140171,2744.460194,2378.540161,2701.000172,2614.080193,2581.880199,2204.520164,3476.060265,2215.320148,2742.380199,2737.420216,2216.100159,3987.980267,4090.800293,3408.640232,2580.460213,2437.760189,3290.800243,2948.480186,3040.960224
"PIo (40:5), PIp (40:4)",916.6009 -> 639.6009,1887.480125,2039.380135,1708.720119,2027.88015,2182.940166,2174.080162,2706.100193,4009.80027,1899.020138,1755.880116,2030.240135,1710.180126,1614.200115,4360.02029,1555.340115,2545.680191,1839.700142,1783.140125,1937.860134,1739.860134,1350.340111,1851.740116,1578.420116,2245.540154,2333.660183,2002.200138,1855.340126,2523.520168,4008.180271,1937.780148,2048.540127,2174.180153,2144.600143,2258.78017,5514.760384,2589.92017,2061.740147,1781.66013,2055.320126,1851.780132,2070.780121
"PIo (40:4), PIp (40:3)",918.6166 -> 641.6166,1594.380112,1654.400112,1588.520115,1635.14011,1622.720112,1478.560116,2534.860153,2691.44017,1699.56012,1900.800144,1639.660126,1476.080101,1474.040108,2733.980198,1646.160107,1747.680119,1706.200104,1830.480133,1665.560112,1467.16011,1334.640095,1627.380127,1821.320129,1373.540104,1573.520107,1580.180103,1669.98011,2183.04015,2322.08017,1876.540138,1860.540138,1522.880108,1609.440105,1551.2201,2892.18021,1831.080135,1447.800117,1697.440132,1477.640106,1509.680103,1626.340103
PI (40:10),920.5019 -> 643.5019,1513.000107,1617.360119,1961.580132,1597.120117,1490.460094,1519.520103,1900.44014,1622.240128,1463.400108,1790.720135,1749.24012,1521.640099,1522.400101,1917.100143,1545.140118,1684.58012,1542.840088,1437.680103,2335.260166,1795.160141,1372.960091,1640.880123,1784.740131,1457.14011,1701.360126,1542.220093,1686.220116,1841.780132,1829.480137,1538.720104,1998.160145,1572.040108,1565.580105,2384.640156,2113.940147,1527.840115,3309.680233,1884.720146,1462.180103,1832.280125,1724.160122
"PIo (40:3), PIp (40:2)",920.6322 -> 643.6322,1604.660118,1780.760132,1919.440147,1494.46011,1641.840107,1734.020123,1654.920101,2214.560169,1388.860104,1495.060097,1831.52013,1793.080128,1717.380123,1622.620129,1437.80011,1587.220112,1583.360111,1532.380119,2035.520149,1496.980114,1425.540089,1656.220108,1613.32011,1844.480145,1696.700104,1619.340107,1554.960121,1530.780117,2282.880157,1763.08012,1783.540119,1646.440117,1605.080101,2326.860168,1979.320156,1643.760124,3140.380253,1803.660133,1512.540112,1731.980137,1704.860115
PI (40:9),922.5176 -> 645.5176,1383.920101,1381.08009,1526.16011,1356.520092,1366.780098,1296.880081,1587.200119,1434.080105,1266.180088,1477.760109,1471.900108,1316.000092,1432.540108,1466.2201,1457.800102,1316.240086,1389.500092,1355.800102,1365.840092,1478.480095,1332.840099,1399.840103,1409.200081,1404.600098,1604.360119,1364.820103,1336.78009,1351.600086,1489.880096,1367.960098,1493.880096,1354.580093,1344.000103,1483.720097,1451.340103,1496.200108,1590.260117,1402.100094,1428.740086,1343.560097,1380.420109
"PIo (40:2), PIp (40:1)",922.6479 -> 645.6479,1309.240089,1543.500111,1403.900097,1430.880108,1467.340115,1333.180103,1505.720116,1562.300102,1440.420101,1423.040096,1435.200104,1417.600094,1370.980106,1421.480095,1471.700096,1425.340092,1606.000126,1375.560097,1533.220104,1530.500114,1325.980099,1394.240105,1346.600094,1452.660091,1404.400089,1375.460102,1494.760109,1387.140102,1474.060112,1333.64011,1377.100094,1431.860104,1379.160099,1358.660088,1547.240105,1296.720085,1379.060104,1447.500092,1374.240093,1380.420105,1394.180096
PI (40:8),924.5332 -> 647.5332,1440.820103,1585.420116,1708.860134,1500.620102,1597.580116,1533.040112,1757.300121,1903.300137,1299.720097,1396.280102,1708.760109,1499.460106,1611.240116,1653.620121,1332.220085,1642.62011,1473.600109,1469.440094,1728.300137,1397.600105,1364.92009,1276.460106,1595.440113,1568.520123,1570.2201,1545.760101,1605.100109,1607.380119,1834.500122,1508.200111,1692.100109,1478.500095,1375.080082,1718.720131,1436.340111,1389.540089,1655.000114,1478.620113,1259.740089,1308.840096,1472.060108
"PIo (40:1), PIp (40:0)",924.6635 -> 647.6635,1558.080109,1732.040131,1566.700119,1550.240105,1554.400112,1639.180119,1690.100124,1611.400112,1410.060104,1723.920116,1484.620102,1358.260101,1379.940102,1663.640118,1407.780106,1486.680103,1566.74012,1422.260098,1617.820118,1568.900116,1478.840103,1465.480106,1755.640118,1578.400116,1667.420135,1428.600117,1538.90012,1599.620094,1492.460114,1632.120125,1870.440132,1710.400116,1434.960102,1636.020119,1617.80011,1547.220116,1862.640141,1575.66011,1630.020119,1671.840115,1434.520107
PI (40:7),926.5489 -> 649.5489,1542.220108,1620.020111,1905.72015,1722.520111,1524.760094,1618.24012,2353.60017,3790.400242,1835.460129,1500.360107,1940.420132,1789.000126,1534.520111,2890.160217,1648.360111,1605.720127,1695.440125,1545.740108,1676.700123,1557.320103,1377.360096,1834.940121,1699.820118,1678.620106,1685.560101,1628.40012,1816.700111,2264.340145,3483.480236,1842.340118,2221.540173,2132.620159,1809.900135,1620.900112,2986.000191,1923.240128,1977.960152,1628.700111,1665.040131,1511.400108,1750.040123
PIo (40:7),926.6792 -> 649.6792,1564.980106,1816.06012,1676.520123,1624.980122,1627.040104,1597.580105,2377.480179,2688.340191,1473.280106,1845.320126,1818.760128,1649.480118,1634.940125,2363.760166,1579.520103,1656.68013,1525.660107,1444.280109,1631.420094,1388.0401,1308.62009,1590.800117,1694.560123,1655.820118,1699.90012,1665.820118,1499.480095,2178.960163,3101.340183,1730.500126,1638.100143,1649.100109,1457.420101,1601.98011,2620.780186,2081.040146,1508.560101,1529.960106,1541.520111,1513.440113,1553.12011
PI (40:6),928.5645 -> 651.5645,3375.560215,3296.900215,2955.420197,3165.400249,3392.30022,2599.820206,7892.060543,10385.88071,2715.940182,3026.600178,3803.680305,3611.380222,2141.100147,7068.180534,2331.820175,2839.660217,2347.680195,2453.720173,3620.320286,2659.420204,1409.2001,3492.180229,3518.780273,3050.02021,3968.140293,3126.380238,3500.040256,5112.140343,12026.94068,2745.38018,3870.600292,3821.52029,3115.120247,2522.060181,7863.680584,3139.140247,2264.620159,2119.300121,3177.380203,2567.020195,2907.920197
PI (40:5),930.5802 -> 653.5802,6030.240475,5508.040451,5656.520447,4665.500301,6752.940456,5294.220436,8613.920525,15077.7612,3919.940269,5814.860409,5440.020329,4848.220333,3498.260246,12770.90089,4249.980282,4593.280338,3780.720306,4760.020359,5451.260418,4782.860302,1367.580093,4364.960358,4602.400349,3880.040321,5333.080425,6493.740425,6231.600426,6726.020416,14148.641,4997.480289,4808.02029,4851.860348,4659.420395,4206.100304,13171.30084,4934.000385,4037.260323,3740.56028,5315.460377,4456.640297,7203.800491
PI (40:4),932.5958 -> 655.5958,2965.680222,2896.260189,3148.84026,2651.900196,3565.320248,2867.520214,4880.360332,8432.50069,2514.060154,3463.280239,3154.400227,2497.740185,3150.120213,6723.820518,2910.500217,1951.900135,2145.020123,2650.040192,2625.620205,2414.920155,1518.740108,2943.82021,2472.880169,2971.480213,3051.380238,3431.600227,2337.580162,4031.500263,7276.940548,2991.260212,3213.16021,2543.32019,2879.340233,2438.420189,5862.76038,3050.380207,2276.980156,2467.300182,2762.740189,2598.660168,3208.220238
PI (40:3),934.6115 -> 657.6115,1433.800117,1504.680099,1553.440098,1421.60009,1481.400108,1569.640091,1981.080154,2086.220146,1438.3601,1396.680103,1621.90012,1612.120113,1511.140099,1733.380119,1391.16011,1393.640091,1515.500103,1424.560112,1511.860096,1512.800098,1449.080109,1773.380116,1545.680115,1413.140118,1680.320122,1700.940117,1613.620117,1933.420135,1886.880138,1364.460102,1646.020119,1518.92012,1391.12009,1638.100113,1878.000137,1543.380108,1339.44009,1432.920097,1479.260109,1520.140125,1410.040096
PI (40:2),936.6271 -> 659.6271,1511.8801,1580.200119,2069.10014,1600.440117,1667.120132,1484.120106,1549.040108,1833.600143,1499.840099,1508.460102,1560.360104,1727.100132,1459.560112,1618.12011,1610.760117,1632.980125,1645.860115,1619.880112,1648.580124,1659.060104,1425.120102,1379.480099,1752.900131,1675.16011,1556.520107,1621.180107,1660.140114,1529.820133,1644.560116,1661.840126,1607.560116,1657.700123,1479.62011,1788.980141,1779.340126,1689.240108,2574.160172,1437.580105,1590.660107,1761.000118,1936.360126
PI (40:1),938.6428 -> 661.6428,1379.740101,1412.440109,1368.080097,1385.140095,1332.780098,1326.480095,1389.480087,1419.400089,1413.760109,1374.520092,1396.440098,1382.080093,1392.180096,1431.2201,1366.240112,1448.920101,1379.2201,1358.700085,1441.000107,1424.940113,1317.580093,1411.420109,1447.060101,1401.460102,1429.980091,1473.580109,1408.520096,1382.920097,1499.500095,1390.260098,1307.94009,1396.8801,1322.060089,1358.680096,1323.400089,1501.160114,1435.660103,1337.140095,1305.960091,1608.680122,1525.140114
PIp (42:6),940.6009 -> 663.6009,1424.400105,1671.280113,1632.320126,1649.780113,1613.020107,1539.720085,1436.340111,1529.500111,1469.480099,1488.700111,1599.920113,1521.860092,1618.440113,1450.16011,1355.080097,1528.400112,1549.98011,1489.000107,1701.820126,1373.340088,1410.340096,1458.460098,1612.500118,1847.66013,1768.620129,1705.420116,1820.820148,1394.500107,1637.26012,1546.780117,1663.220112,1716.500114,1515.280109,1494.200108,1413.760101,1754.380142,1676.820107,1675.080101,1472.220112,1472.100098,1633.66013
PI (40:0),940.6584 -> 663.6584,1482.860111,1533.380108,1522.620106,1496.080105,1472.260109,1688.720127,1562.180111,1578.48011,1503.160122,1662.520103,1453.680103,1486.0201,1507.480099,1604.660118,1430.440102,1509.540112,1354.900089,1521.160095,1753.260109,1507.920101,1405.320095,1441.920094,1615.000107,1558.2001,1670.260117,1455.380108,1705.120117,1374.820084,1454.660118,1440.940102,1502.080105,1540.500114,1544.000107,1359.620106,1442.520115,1516.140118,1639.040131,1628.320118,1360.580093,1397.460106,1460.080101
PIo (42:6),942.6166 -> 665.6166,1397.520088,1481.560104,1434.300087,1315.58009,1573.740112,1289.840096,1516.660099,1381.08009,1368.220093,1386.560101,1460.420109,1372.760113,1510.460106,1404.840092,1374.840096,1467.440113,1562.760109,1454.560104,1387.420109,1400.460098,1364.280098,1392.280109,1330.60009,1399.340088,1481.080101,1384.720085,1504.420109,1440.600098,1386.7201,1433.340103,1476.860104,1371.160091,1352.820095,1376.680099,1567.900116,1365.440098,1383.960106,1431.660099,1379.340099,1336.600098,1347.300102
PIp (42:4),944.6322 -> 667.6322,1345.800095,1385.760101,1361.120098,1417.560097,1464.480114,1408.2001,1431.560093,1485.760101,1416.560108,1382.660099,1390.280102,1486.240116,1399.720093,1423.340099,1314.180099,1351.700092,1399.440102,1395.500084,1353.600098,1557.200104,1406.720104,1300.340096,1356.860092,1389.380096,1483.000099,1428.760094,1448.0401,1417.380081,1504.0201,1501.160107,1451.180096,1442.180092,1408.900105,1375.120094,1501.020111,1343.060097,1414.180115,1402.620098,1357.100086,1340.900097,1321.820103
PI (42:11),946.5176 -> 669.5176,1352.020092,1385.480106,1428.180103,1490.0401,1456.240101,1370.760094,1327.000099,1390.400101,1352.940102,1400.120106,1409.800102,1376.640095,1412.520084,1403.480091,1310.920094,1440.240112,1406.8601,1345.780098,1368.96011,1336.000103,1387.280102,1461.680111,1377.740089,1365.680096,1374.280102,1370.980099,1357.240097,1332.100094,1469.440094,1333.540092,1438.160099,1434.080109,1354.480106,1389.640099,1394.680103,1376.980103,1401.100098,1324.380096,1523.080109,1397.2201,1470.840103
PIo (42:4),946.6479 -> 669.6479,1361.600101,1311.960098,1418.760105,1412.980099,1339.140095,1272.380096,1479.120106,1414.360096,1298.320087,1433.420109,1416.460094,1326.480095,1418.480106,1420.920097,1399.380093,1373.980095,1397.980103,1413.260105,1362.440094,1399.160103,1366.840111,1293.360088,1441.920105,1417.000103,1527.100113,1483.780102,1464.480114,1439.580105,1417.540092,1381.440102,1376.560101,1423.560104,1507.560097,1457.620102,1307.980083,1393.700089,1359.44009,1374.980095,1336.960098,1507.100117,1336.180092
PI (42:10),948.5332 -> 671.5332,1350.820095,1358.720093,1483.82011,1410.900105,1392.460098,1307.600094,1481.0401,1445.040092,1341.140095,1341.480091,1395.460106,1335.58009,1299.280102,1361.460106,1380.640095,1346.900089,1388.100094,1344.940102,1289.420094,1467.040112,1254.780083,1414.700108,1336.5201,1381.7001,1502.000111,1323.940102,1312.12009,1369.60009,1417.600094,1325.300083,1525.3601,1460.100117,1354.860092,1393.680103,1401.760101,1435.920097,1381.600094,1423.780098,1420.420105,1381.160103,1346.560108
PIp (42:2),948.6635 -> 671.6635,1280.94009,1351.280098,1369.8801,1410.920101,1496.840099,1324.760105,1308.920094,1402.680092,1370.360096,1334.400101,1406.740093,1349.880089,1355.820095,1539.420109,1456.080101,1394.120098,1456.200096,1361.060108,1351.340092,1363.320099,1378.100094,1349.340103,1392.080105,1363.800102,1391.420097,1266.42009,1311.960087,1300.100082,1401.160091,1320.320095,1395.120098,1436.260113,1300.540096,1400.280106,1369.320091,1316.480091,1388.940094,1358.960094,1346.780098,1317.020096,1363.160091
PI (42:9),950.5489 -> 673.5489,1371.460094,1565.440113,1422.320107,1445.500107,1461.620102,1360.560097,1501.560104,1395.680096,1372.200092,1418.380108,1313.760098,1433.140106,1536.480106,1523.480114,1503.900116,1376.420097,1498.100113,1330.580086,1303.680084,1378.500092,1437.400105,1528.460117,1439.040092,1340.720097,1426.500111,1389.680096,1390.960094,1400.820091,1568.7201,1373.060101,1461.000107,1473.320099,1682.240116,1435.60009,1436.940117,1489.32011,1453.060101,1388.380096,1397.400101,1398.020096,1413.780094
PIo (42:2),950.6792 -> 673.6792,1297.380089,1359.800087,1339.880093,1362.660095,1420.800106,1486.720108,1587.040112,1463.100094,1414.120106,1380.320087,1326.840096,1353.520107,1469.260113,1453.500114,1347.640095,1389.940094,1361.080101,1339.82008,1346.900097,1380.780106,1380.900097,1439.180096,1390.860092,1412.740105,1481.100113,1529.560108,1379.920097,1480.620121,1415.000099,1295.400085,1412.820107,1340.860088,1384.480099,1430.540096,1349.100094,1332.120098,1473.180103,1404.220093,1420.46011,1606.940132,1360.460106
PI (42:8),952.5645 -> 675.5645,1386.840099,1572.620121,1622.220119,1438.120094,1379.460106,1423.480099,1545.380096,1568.380108,1489.020103,1394.000099,1427.180107,1447.040096,1374.280098,1429.300102,1519.060108,1393.8601,1421.100105,1370.160107,1823.700127,1360.140099,1354.060089,1404.240101,1337.320095,1342.880093,1468.280106,1528.820107,1460.640099,1437.940102,1633.100117,1356.840096,1418.700089,1348.160099,1349.460079,1504.900116,1400.5201,1529.760109,1388.800095,1511.40012,1482.620102,1373.08009,1420.540104
PIo (42:1),952.6948 -> 675.6948,1504.16011,1411.680107,1454.920109,1551.520111,1318.44009,1365.620098,1562.220116,1453.740105,1691.380123,1473.460102,1401.340099,1354.800095,1491.420109,1471.920105,1344.28009,1416.160095,1445.46011,1468.480095,1334.900101,1489.540115,1390.0201,1605.100105,1511.120098,1474.680103,1393.740105,1467.740105,1394.3801,1405.080101,1588.420109,1408.0201,1480.820107,1430.900108,1312.940086,1457.240097,1407.200104,1411.280094,1607.120121,1511.080116,1411.7001,1506.400101,1377.460091
PI (42:7),954.5802 -> 677.5802,1435.78009,1463.400105,1497.540115,1422.480103,1429.620106,1362.820099,1411.26009,1363.820084,1389.100105,1418.140099,1434.420105,1451.280102,1344.540081,1437.400101,1474.920105,1353.080097,1378.32011,1383.7201,1380.300114,1452.580105,1414.360088,1345.000092,1422.280102,1502.400105,1534.040115,1409.600094,1396.180099,1374.720112,1471.400101,1358.740097,1321.100098,1425.240108,1379.740097,1451.360111,1450.76009,1414.020103,1391.480099,1360.980095,1331.000092,1378.480095,1366.600113
PIo (42:0),954.7105 -> 677.7105,1412.460102,1435.680099,1414.160099,1451.680096,1401.300095,1434.14011,1555.500103,1334.280098,1449.460098,1306.26009,1683.080109,1428.82011,1383.800095,1509.100105,1506.720104,1369.540096,1407.580105,1371.340107,1411.120102,1372.740101,1338.76009,1574.280106,1567.840099,1398.94009,1445.980114,1527.000103,1310.300098,1527.960106,1491.000099,1419.720097,1450.340096,1478.400085,1359.620098,1429.760098,1394.300091,1477.460102,1415.420109,1411.040096,1472.500103,1514.0201,1365.940094
PI (42:6),956.5958 -> 679.5958,1431.680103,1491.020119,1490.960098,1508.160103,1490.92012,1394.040108,1556.780102,1651.640106,1375.860104,1452.600101,1563.220097,1524.200111,1383.860107,1486.800098,1425.760101,1387.220097,1449.380096,1472.180103,1374.000099,1421.280102,1517.480103,1504.720104,1400.260105,1493.620106,1548.780113,1413.340096,1379.220097,1450.420105,1738.780132,1454.5201,1525.880104,1505.280117,1376.220104,1598.880119,1552.460094,1422.380104,1471.220097,1399.500107,1503.660114,1539.620102,1453.320099
PI (42:5),958.6115 -> 681.6115,1372.820095,1441.820107,1476.920097,1555.240093,1510.420105,1382.680099,1513.46011,1538.140102,1458.780102,1398.64011,1590.600094,1453.000111,1385.420097,1558.420113,1396.800102,1606.060116,1358.140102,1434.920109,1405.500114,1399.160103,1368.280098,1403.58009,1465.940098,1464.180111,1583.12011,1546.000111,1488.720112,1455.400101,1530.080109,1595.840103,1380.540089,1383.020088,1351.3801,1556.320107,1388.540092,1605.14011,1506.780113,1405.860111,1465.620106,1396.560104,1465.420105
PI (42:4),960.6271 -> 683.6271,1443.080109,1384.5201,1424.14011,1453.320099,1439.000099,1443.840099,1445.560093,1607.180122,1537.7001,1449.060093,1453.600117,1429.280094,1455.360107,1381.520092,1323.780098,1371.560097,1418.62009,1419.44009,1422.580101,1411.560104,1402.140095,1443.8601,1395.120098,1454.280102,1441.080101,1512.12011,1588.020115,1524.460102,1578.76012,1394.060097,1398.280109,1547.560123,1395.340103,1420.0401,1350.540092,1616.880116,1484.740108,1485.060101,1330.820099,1381.580093,1517.060112
PI (42:3),962.6428 -> 685.6428,1435.580101,1498.760113,1658.680122,1410.560108,1452.180096,1388.020115,1500.240105,1490.700115,1374.140091,1385.120102,1655.180119,1416.720093,1522.560112,1455.960106,1429.740097,1496.580093,1450.960098,1522.860119,1402.200096,1450.720104,1505.240108,1435.160091,1462.800098,1493.600105,1524.900116,1419.020096,1395.820103,1422.460106,1438.960098,1442.740101,1515.880108,1490.600113,1435.940094,1522.880093,1451.640106,1556.440105,1592.140099,1427.480091,1381.440094,1474.14011,1484.260101
PI (42:1),966.6741 -> 689.6741,1430.960098,1320.940098,1489.300095,1522.160103,1452.240105,1342.560097,1494.380096,1331.780094,1324.440102,1512.820103,1446.480099,1371.720089,1392.060097,1489.320095,1342.680096,1387.780106,1399.980106,1362.400112,1362.400089,1485.760101,1348.720085,1400.8601,1359.540096,1444.420105,1419.460098,1430.880104,1415.340092,1389.500099,1604.920116,1422.720104,1390.720097,1417.300091,1416.720108,1418.940098,1397.760098,1434.260101,1386.580101,1450.200089,1343.94009,1412.280106,1447.520088
PI (42:0),968.6897 -> 691.6897,1365.700089,1438.820087,1437.420105,1508.180103,1416.580093,1380.700096,1422.400105,1407.720093,1418.140106,1433.5401,1438.240101,1366.720093,1517.920101,1411.440102,1429.660099,1527.960106,1409.98011,1483.180111,1329.860085,1419.100101,1494.12011,1437.060097,1415.080097,1491.120102,1505.400105,1367.840092,1434.340099,1444.520107,1408.2001,1404.300106,1396.420109,1486.280117,1347.360092,1476.080105,1357.660088,1392.140099,1466.820103,1366.180092,1501.8601,1414.020103,1386.0401
PI (44:12),972.5332 -> 695.5332,1383.180099,1414.340099,1413.840092,1374.120087,1489.860115,1368.380096,1382.780087,1373.480099,1351.540085,1436.700111,1586.280113,1369.640099,1415.700089,1411.820099,1363.280106,1490.560116,1398.740093,1372.980103,1405.140099,1334.140091,1379.500099,1426.680099,1368.060108,1388.400089,1431.100098,1448.760105,1410.900105,1416.140095,1384.960098,1337.760082,1606.600113,1542.100109,1383.120098,1530.960102,1379.740089,1401.320103,1386.460098,1370.380093,1409.160095,1367.280094,1437.380096
