Lipid name,MRM,Ab-cl_12h_N1_acy-carnitines,Ab-cl_12h_N2_acy-carnitines,Ab-cl_12h_N3_acy-carnitines,Ab-cl_12h_N4_acy-carnitines,Ab-cl_12h_N5_acy-carnitines,Ab-cl_12h_N6_acy-carnitines,Ab-cl_1h_N1_acy-carnitines,Ab-cl_1h_N2_acy-carnitines,Ab-cl_1h_N3_acy-carnitines,Ab-cl_1h_N4_acy-carnitines,Ab-cl_1h_N5_acy-carnitines,Ab-cl_1h_N6_acy-carnitines,Ab-cl_1h_N7_acy-carnitines,Ab-cl_24h_N1_acy-carnitines,Ab-cl_24h_N2_acy-carnitines,Ab-cl_24h_N3_acy-carnitines,Ab-cl_24h_N4_acy-carnitines,Ab-cl_24h_N5_acy-carnitines,Ab-cl_24h_N6_acy-carnitines,Ab-cl_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-cl_12h_N1_acy-carnitines,Veh-cl_12h_N2_acy-carnitines,Veh-cl_12h_N3_acy-carnitines,Veh-cl_12h_N4_acy-carnitines,Veh-cl_12h_N5_acy-carnitines,Veh-cl_12h_N6_acy-carnitines,Veh-cl_1h_N1_acy-carnitines,Veh-cl_1h_N2_acy-carnitines,Veh-cl_1h_N3_acy-carnitines,Veh-cl_1h_N4_acy-carnitines,Veh-cl_1h_N5_acy-carnitines,Veh-cl_1h_N6_acy-carnitines,Veh-cl_1h_N7_acy-carnitines,Veh-cl_24h_N1_acy-carnitines,Veh-cl_24h_N2_acy-carnitines,Veh-cl_24h_N3_acy-carnitines,Veh-cl_24h_N4_acy-carnitines,Veh-cl_24h_N5_acy-carnitines,Veh-cl_24h_N6_acy-carnitines,Veh-cl_24h_N7_acy-carnitines
(11Z)-eicoseneoylcarnitine,454.4 -> 85.1,13368.96091,14283.80111,12904.46083,12428.70087,11890.94082,10939.66084,14074.141,8311.720657,14899.62109,18825.72144,18953.90132,14089.36097,10723.16075,11379.96083,10703.18074,12897.34094,12211.38089,14736.68109,13718.201,9509.560715,6708.02047,10001.40065,13490.66087,9806.800789,14554.60099,10545.10075,12315.26086,11245.82079,8836.3806,15103.64114,15437.48108,16357.96114,16624.00105,13020.18094,14206.44104,14574.46107,13229.82103,13175.48102,12716.68092,13876.061,11950.62081
,456.4 -> 394.396,3225.760235,3275.520237,3121.240219,3149.240223,3235.260246,3111.360245,3192.560234,3165.480213,3395.580242,3227.600239,3283.360245,3304.760216,3180.860226,3299.740227,3270.140236,3185.600235,3159.980236,3274.340237,3118.200226,3241.180229,3196.600227,3241.140224,3254.580254,3260.700233,3479.600246,3392.540234,3272.460224,3231.780235,3250.140228,3169.680222,3181.160236,3268.140236,3148.380207,3136.920212,3273.440224,3252.560219,3297.680241,3255.640232,3285.660221,3281.080242,3161.880207
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",456.4 -> 85.1,5405.620392,6100.720444,5604.660435,5344.280396,5686.34042,5278.62035,5084.120369,4671.820332,5617.120403,5202.620346,5242.800404,5303.900375,4907.000343,4662.340298,5186.880379,5209.600361,5082.840363,5295.960388,5428.000381,5679.080387,4745.00032,4810.400318,6250.580429,5521.360397,5440.700394,5180.160362,5012.820374,4709.500336,4935.14035,5198.840343,5543.940392,5176.420372,5268.940369,5556.440414,5923.520424,5440.12038,5050.740349,5304.880394,5513.900391,5652.040409,5946.680424
,458.3 -> 396.296,3344.760246,3162.880241,3282.020233,3161.160217,3143.800217,3041.100224,3321.900238,3261.920227,3459.500252,3189.16024,3424.020252,3177.620232,3469.900246,3249.100231,3281.040234,3219.220234,3368.600227,3335.46022,3176.88023,3287.220234,3064.940224,3255.640224,3505.240253,3349.200233,3343.82024,3505.540245,3176.240227,3186.62022,3237.500229,3258.860226,3297.300228,3262.140232,3142.56023,3268.48024,3266.920238,3339.840237,3425.960232,3247.500202,3312.120235,3263.82024,3324.040226
O-(17-carboxyheptadecanoyl)carnitine,458.3 -> 85.1,11704.12085,12342.30089,12044.3808,9491.960697,10188.4407,10855.94072,10550.80073,9013.540619,16051.5611,9816.640671,9436.66074,7471.060547,13550.22091,10663.70081,7433.920506,14268.50112,10016.66071,10420.46074,14374.90105,8306.220608,5163.640377,9028.38063,11833.06088,7893.540577,14063.00097,9290.600616,8869.160637,8905.720631,9931.420738,10317.4407,8933.120644,9442.320679,8386.640549,11790.16084,9738.020733,10132.66072,12399.66096,10121.28074,10993.06081,11317.26073,9270.24065
,464.3 -> 402.296,3195.440224,3248.060242,3380.060234,3368.00024,3088.26022,3249.32024,3160.50024,3297.90023,3143.880241,3272.200241,3390.860252,3136.700233,3133.720226,3351.440239,3295.260235,3428.880253,3236.18021,3238.660233,3210.400219,3283.020237,3357.840233,3303.100224,3266.360256,3316.320225,3236.300232,3189.700214,3282.140221,3196.620216,3208.600216,3139.50021,3260.480225,3333.360233,3068.540226,3333.780243,3113.080223,3279.56023,3316.120247,3274.38023,3211.720211,3175.020229,3134.000233
3-hydroxyarachidonoylcarnitine,464.3 -> 85.1,5657.820385,5247.20034,5595.960423,5715.52042,5872.700417,5308.620335,5350.120411,5376.640385,7475.540565,5267.760361,5551.120384,5441.200394,5305.84034,5717.720387,4994.700348,6559.02042,5856.460384,5616.980412,5273.720364,4964.400337,4676.060307,5235.460377,5691.82037,5657.480408,5903.100441,5630.940361,5155.620377,4799.46032,5235.320358,5015.600372,5995.280445,5297.680344,5438.260406,5073.100365,5219.080383,5898.440407,5128.100361,5504.740391,5489.600361,5591.880436,5345.960369
,472.4 -> 410.396,3241.820232,3185.14024,3222.120224,3395.480236,3360.020218,3170.120243,3329.160233,3218.420227,3290.960205,3202.320229,3276.260235,3193.940224,3347.320244,3273.800217,3306.900215,3470.820263,3190.060219,3365.260246,3135.820217,3155.640217,3200.940231,3378.440239,3250.580223,3302.800247,3192.94022,3183.440231,3167.240208,3247.30024,3287.740234,3244.480236,3326.560238,3229.660225,3195.54023,3236.360229,3266.000221,3224.520218,3195.480221,3116.26022,3160.240215,3221.080235,3296.440216
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",472.4 -> 85.1,6948.760437,6924.080517,8065.780602,6686.560501,7344.720547,7038.300549,5888.70039,6182.980431,8394.400543,6539.740452,6643.040455,5582.100391,6665.320457,6157.00042,5799.400436,7702.760502,6193.940479,7687.900555,7709.300575,6348.260448,4361.660305,5974.140469,8124.480576,5898.460426,7370.920498,6879.880474,7138.300529,6036.940445,5927.080425,6301.680439,6904.680481,5550.820393,7489.000534,6441.88047,6514.980495,5866.020393,6855.500507,7007.440502,7167.800457,6726.24044,6478.86047
,474.4 -> 412.396,3263.140232,3200.520229,3193.82024,3176.620205,3181.160233,3155.120224,3381.420242,3357.860233,3217.940228,3129.840233,3294.040237,3230.540222,3195.060249,3209.840229,3261.240238,3247.160206,3281.500229,3223.840225,3128.400223,3204.860226,3173.340225,3216.680233,3318.640244,3329.460236,3296.080227,3267.600235,3143.280224,3295.080223,3276.960247,3239.240231,3322.76022,3385.480247,3106.680195,3300.680237,3186.860229,3225.080242,3180.260246,3311.860241,3286.180244,3423.80024,3139.940231
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",474.4 -> 85.1,7103.180496,5980.42041,5904.640411,6010.440422,5787.280422,6085.420425,6853.880505,5951.220451,7704.160534,5308.420368,5857.020405,5106.440372,6936.980492,6293.04044,5337.680378,6628.620472,7325.200573,5938.040382,6311.020458,6109.460407,4262.400276,5861.020451,5938.140396,6308.820438,6381.200481,6477.200504,6163.600468,5791.920429,6225.280418,5964.040428,6581.100513,6256.44046,6447.100475,6274.100464,5487.740414,6082.940464,5531.080391,5883.780411,6036.740421,6879.820507,6463.680489
,476.4 -> 414.396,3684.320251,3580.060261,3626.800274,3769.580265,3478.780235,3808.420273,3973.700291,3727.680264,3739.200268,4282.120285,3599.120247,3245.840225,3695.420265,3647.700256,3537.720253,4616.16032,3497.060276,3595.000252,3427.400238,3692.560257,3369.480232,3425.460239,3677.060299,3939.060265,4015.980278,3602.360256,4006.040298,3788.040264,3825.180283,4053.900291,3898.82029,4134.360302,3579.520271,3944.460266,3965.160275,3746.120274,3543.140255,4010.440258,4098.400276,4011.120285,3464.540241
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",476.4 -> 85.1,6353.760464,9235.520683,8085.260571,5940.500439,7348.840527,6389.020496,6834.720505,6202.000439,6860.160458,5933.680389,7436.720524,5855.04039,6718.800499,7015.940472,5177.660362,7459.020546,5887.680466,6070.640438,7846.080605,6208.980404,4082.480293,6067.120419,7057.820507,5989.380413,6646.26046,6048.56039,7135.340527,5903.780422,7395.900494,6129.200417,5906.660408,7003.980461,6099.200409,11609.56086,7379.080513,7983.86058,6915.140495,7536.72052,7035.280525,7085.700508,6712.560486
,480.4 -> 418.396,3264.440231,3312.560242,3457.620239,3246.840229,3183.480198,3076.520214,3334.820229,3270.940224,3316.680229,3150.180206,3355.80024,3228.420227,3268.440228,3288.260242,3320.940239,3283.360226,3145.040226,3242.020222,3176.500214,3129.740223,3131.740246,3212.920223,3241.80024,3331.260227,3341.600239,3263.820217,3376.140236,3113.220215,3372.820251,3226.040234,3381.560242,3244.540234,3173.100224,3321.420235,3230.280231,3221.20023,3211.000221,3238.760239,3281.60022,3296.040234,3133.200226
"(13Z,16Z)-docosadienoylcarnitine",480.4 -> 85.1,5377.720383,5657.940414,5187.98035,5269.720383,4718.04031,5424.460369,5952.200439,5224.580341,9334.480606,5472.180408,5394.540386,4260.940292,7796.720543,5244.420368,4707.320354,5660.500412,5600.000389,5390.020363,5408.260395,4278.760284,4402.740295,5447.180374,5247.640404,5256.460384,5112.940357,4632.060356,5529.020393,4842.140369,5245.300346,4848.740353,5154.500374,4781.360348,4320.820316,5545.480385,5071.800385,5414.960396,4939.800369,4731.140339,5683.540398,5106.82037,5222.000423
,484.4 -> 422.396,3313.400238,3181.020222,3308.140228,3409.520245,3368.260227,3569.660275,3496.120251,3495.500248,3403.140221,3809.94025,3577.400238,3238.740219,3211.82024,3226.62022,3436.780254,3365.06023,3333.420216,3446.420235,3256.020222,3375.040226,3242.76022,3335.780251,3479.460243,3282.180225,3354.020252,3445.440254,3481.08025,3268.260227,3342.060249,3634.620239,3505.980251,3501.920258,3347.780247,3312.740231,3551.020256,3487.020241,3254.100231,3671.460278,3567.200268,3413.820229,3316.560234
O-behenoylcarnitine,484.4 -> 85.1,59787.50421,58720.38396,63778.52431,55033.14401,77236.36588,63673.98427,53290.56376,20127.12148,60317.46353,104084.2672,133124.9692,92827.56631,34051.64251,31818.82232,38514.10262,76546.96534,58087.56437,72760.48538,90723.04696,48547.6229,4595.920334,49113.84324,61746.60411,32965.40232,74839.44492,51921.64386,60916.80405,48077.68341,16779.54118,83160.08561,94044.22623,113821.8069,91336.40582,61341.60435,43741.76293,62791.4638,75513.76526,86215.14582,78603.5258,72423.94518,68325.48452
,540.5 -> 478.496,3114.18021,3112.52021,3284.620251,3101.120216,3184.020222,3086.52021,3095.140205,3087.800228,3079.64019,3128.900227,3198.080235,3199.180229,3103.320213,3155.080235,3200.740227,3174.240231,3207.460228,3193.160229,3083.040203,3122.080215,3223.880226,3215.300228,3151.520222,3180.420212,3309.060226,3072.28022,3213.380222,3173.500221,3388.640251,3007.960224,3181.620239,3100.200211,3041.820221,3176.420235,3031.460213,3036.2202,3097.02021,3210.740223,3084.020218,3274.600235,3063.840233
Hexacosanoyl carnitine,540.5 -> 85.1,8526.100594,7817.400547,7895.640579,5706.740391,6157.300457,6173.640423,8003.180588,5716.520451,9019.720661,6956.200504,7281.340557,5435.600403,7068.540493,7769.680599,5086.240326,8755.58057,6625.760494,6992.540466,7562.440575,5633.960377,4223.700298,5493.320381,6896.860474,5981.420444,6865.500496,6738.580494,7042.080498,5932.060429,6837.880508,6724.90044,6711.180454,6407.720478,6433.14043,7458.500511,7995.480583,6924.880482,7343.620529,6684.540485,8334.180641,7901.840549,6859.740498
Lipid name,MRM,Ab-cl_12h_N1_CE,Ab-cl_12h_N2_CE,Ab-cl_12h_N3_CE,Ab-cl_12h_N4_CE,Ab-cl_12h_N5_CE,Ab-cl_12h_N6_CE,Ab-cl_1h_N1_CE,Ab-cl_1h_N2_CE,Ab-cl_1h_N3_CE,Ab-cl_1h_N4_CE,Ab-cl_1h_N5_CE,Ab-cl_1h_N6_CE,Ab-cl_1h_N7_CE,Ab-cl_24h_N1_CE,Ab-cl_24h_N2_CE,Ab-cl_24h_N3_CE,Ab-cl_24h_N4_CE,Ab-cl_24h_N5_CE,Ab-cl_24h_N6_CE,Ab-cl_24h_N7_CE,Blank_CE,Veh-cl_12h_N1_CE,Veh-cl_12h_N2_CE,Veh-cl_12h_N3_CE,Veh-cl_12h_N4_CE,Veh-cl_12h_N5_CE,Veh-cl_12h_N6_CE,Veh-cl_1h_N1_CE,Veh-cl_1h_N2_CE,Veh-cl_1h_N3_CE,Veh-cl_1h_N4_CE,Veh-cl_1h_N5_CE,Veh-cl_1h_N6_CE,Veh-cl_1h_N7_CE,Veh-cl_24h_N1_CE,Veh-cl_24h_N2_CE,Veh-cl_24h_N3_CE,Veh-cl_24h_N4_CE,Veh-cl_24h_N5_CE,Veh-cl_24h_N6_CE,Veh-cl_24h_N7_CE
12:0 Cholesteryl ester,586.5219 -> 369.1,7392.40052,7703.160557,7741.020573,7319.640533,7993.660557,7511.020523,7641.400562,6886.580471,8194.2206,7889.220566,7444.380524,7587.42054,7326.62051,7240.680504,7251.960522,7157.120506,7653.060532,7688.620571,7493.820541,7434.400536,7265.340565,7415.440525,6999.060486,7641.420525,7621.000538,7280.200539,7081.320499,7704.420555,7302.94054,7133.020512,7552.320538,7618.020554,7758.240562,7643.880539,7812.960571,7382.800503,7708.160545,7550.480526,7528.720531,8046.220608,7286.880512
14:1 Cholesteryl ester,612.5376 -> 369.1,3602.020256,3865.020248,3519.080276,3662.420261,3627.080254,3821.64027,3719.940281,3512.920235,3434.360237,3806.840267,3682.56028,3971.720276,3615.360256,3691.340271,3678.260254,3722.240253,3712.540272,3819.980289,3803.420273,3949.840282,3511.780247,3677.88026,3730.36026,3688.560249,3836.380264,3594.200253,3680.76025,3667.840263,3601.080269,3947.760262,3832.020264,4013.900272,3928.38028,3626.760254,3902.440292,3848.440273,3670.980255,3783.760277,3745.100243,4010.920288,3898.120281
14:0 Cholesteryl ester,614.5532 -> 369.1,3724.320263,3905.72028,4028.50029,3852.040276,3643.680271,3575.980244,4139.560318,3999.480293,3649.08025,4031.480286,4044.38028,3680.800255,3751.180275,3834.720257,3867.18026,4070.920288,3840.880272,3590.280254,3880.48027,3707.240265,3760.740284,3568.360237,3935.320282,3888.54026,4087.900311,3789.120274,3449.740246,3881.700264,3804.700275,3405.980244,3813.080273,3833.220295,4077.340302,3798.940273,4450.20031,3907.500286,3740.620255,4055.820293,3807.980259,3893.780277,3629.38028
15:1 Cholesteryl ester,626.5532 -> 369.1,4835.060326,8563.860573,6175.280434,5106.760349,4676.66032,4197.740284,4818.640362,4563.340313,4638.54034,4215.620289,4525.220329,4969.480362,4317.22031,4203.860291,5738.920399,7555.480518,4355.500313,7480.660557,4862.540325,4413.64032,6043.880432,5108.520348,5290.280376,4778.040337,4924.720383,4353.800331,4720.520329,4389.720303,4550.560322,5374.500381,4256.36031,4900.280365,4597.780331,4725.200302,4567.660316,4587.540344,4935.200329,4576.780331,4237.860302,4442.540314,4510.38031
15:0 Cholesteryl ester,628.5689 -> 369.1,3866.160255,5127.480381,3872.260265,3859.800274,3583.280258,3616.500229,3885.200283,4293.920319,3740.30027,4026.22031,4037.240303,3815.360275,3957.760292,4134.080296,3912.620281,4303.840317,3938.460285,4355.640297,3814.000263,3958.240284,3945.720303,3794.120258,3946.820282,3943.420265,3852.960289,3748.140274,4012.000267,4031.960293,3835.820263,3782.760269,3719.400269,3843.16029,3882.240261,4016.720303,3886.860287,3897.100266,3932.820271,4181.420284,3901.900307,4121.380295,3726.640266
16:3 Cholesteryl ester,636.5376 -> 369.1,3716.360252,20574.56141,3570.320248,3634.700272,3832.940262,3567.660255,3795.260262,3465.880253,3707.760246,3588.240269,3462.840244,3561.560253,3517.280243,3639.440262,3747.720264,3667.340256,3476.760235,3813.120262,3687.380283,3589.680256,3510.460255,3566.300255,3559.38026,3708.160263,3765.180271,3451.640232,3606.380245,3601.300259,3658.280262,3452.620255,3438.340233,3457.900238,3510.600235,3587.400246,3639.900249,3593.940247,3629.280247,3811.280266,3686.480263,3705.300259,3537.920258
"16:2 Cholesteryl ester, zymosteryl palmitoleate",638.5532 -> 369.1,3783.440285,3903.500267,3784.500263,3756.76025,3787.340248,3544.180237,3727.920277,3735.460251,3560.900249,3761.580299,3656.940266,3744.96027,3771.02026,3768.780262,3695.060253,3805.140266,3774.140259,3710.960251,3559.840263,3487.040249,3528.780239,3631.460251,4011.980286,3559.620232,3692.580284,3898.080269,3422.580257,3929.800266,3534.380238,3744.68029,3625.820263,3888.48027,3749.700272,3877.220264,3661.580261,3554.780254,3802.880276,3887.600281,3683.800251,3750.480274,3745.500278
16:1 Cholesteryl ester,640.5689 -> 369.1,3816.140289,5131.380333,3838.040276,4330.340309,4081.780296,4350.980286,4439.140301,4390.100323,3674.280258,3922.580265,4453.16032,3721.080273,3920.420292,3965.520283,4035.060307,3958.120293,4402.700287,3942.560276,4506.580341,4131.120293,3913.540291,3811.720272,3983.240288,4067.340309,4338.160313,3834.500278,4100.120296,3817.20026,4402.080315,4466.360329,3781.400276,4129.820278,4640.580322,4256.180264,4537.340343,3999.96027,4441.440319,3971.660271,4006.500305,4238.440308,3976.280266
15:1 Campesteryl ester_simulated,640.6002 -> 369.1,3812.840286,4798.34034,3746.920265,3926.700279,3995.280285,4033.90028,4408.480297,4114.98027,3857.780273,3830.580273,4597.320347,3932.980297,3910.000256,4757.840343,3805.640263,3890.020294,4107.880295,3808.98027,4346.120312,4132.460293,3952.16029,4092.780289,4670.340332,4036.080288,4632.840298,3942.90028,3767.020256,4000.460278,4438.320324,3839.840286,3840.420254,3979.220303,4142.180279,3915.840271,4380.280304,3905.860279,3997.600292,3867.060265,4319.320305,4317.280296,3860.540253
16:0 Cholesteryl ester,642.5845 -> 369.1,8412.960617,9263.300667,7188.020485,7832.560539,7490.800533,7156.660511,8518.660637,8168.180611,6970.600498,6910.560516,8756.620602,6003.880428,8320.480606,7150.760529,6375.940418,7037.040474,6218.820415,6991.380459,7500.400505,6188.80043,4254.72028,6373.320473,8096.280605,7083.160454,7276.620506,7801.180534,7065.460484,8073.320606,8838.260654,7483.580593,7289.440529,7359.180565,7469.120525,8848.680611,7240.460526,7606.020546,6352.860443,6844.900467,7397.180489,6587.520454,6734.640491
15:0 Campesteryl ester_simulated,642.6002 -> 369.1,8501.560574,8880.700687,6929.500492,8310.480576,8758.760651,6619.000481,7885.320572,9253.380596,6769.420452,6678.100449,7712.840538,6478.480461,7274.020519,6873.260487,6041.380451,8004.800571,6523.840466,7232.800491,6775.360516,6206.480427,4119.320301,6443.700443,7989.800549,6888.580482,7977.920567,7589.720512,7042.600521,7729.200565,10223.96067,7547.840546,7711.100571,6926.220463,7980.680542,8488.900574,6598.740486,8239.940594,6350.020477,7785.900543,7251.620541,6902.040539,7941.420555
16:3 Campesteryl ester,650.5532 -> 369.1,3724.340282,3920.040268,3423.820232,3751.440266,3980.880283,3471.020241,3811.780266,3714.000271,3720.940262,3692.580254,3466.000263,3527.840233,3455.780243,4479.820324,3526.640263,3585.28027,3610.820255,3804.900269,4173.520309,3603.900257,3568.820255,3563.020245,3647.640251,3455.260246,3929.940262,3583.600239,3694.700272,3947.240284,3751.040268,3365.400246,3595.980263,3841.680267,3926.460255,3716.800259,4086.280285,3773.400276,3718.440262,3994.280262,3853.300297,3806.300278,3525.180237
16:2 Campesteryl ester,652.5689 -> 369.1,3888.240257,4375.740307,4227.260319,3669.280251,4217.120304,4239.280289,3832.580265,3831.2803,3828.180264,3901.740273,4033.040272,3936.720272,3992.500301,4036.20031,3781.900272,4529.860344,3745.02026,4004.680275,5235.540356,3907.740273,3625.400257,3674.480259,4041.82029,3937.42028,3920.680279,4243.56031,3869.040287,3830.180264,3773.040257,3807.800274,3956.100266,4007.940292,4365.560318,4732.100315,4168.560299,4150.260296,4143.580296,4234.040295,4280.400314,4227.320316,3976.360287
17:1 Cholesteryl ester; 16:1 Campesteryl ester,654.5845 -> 369.1,7921.98056,8572.16061,9213.420654,8441.680588,8964.140629,9105.040623,8618.320614,7937.38055,8251.080593,8990.220673,10535.02074,8272.50058,8919.320606,8565.940613,8232.000572,9094.040684,8875.08065,8380.0606,9959.140717,9108.220619,7284.240532,7842.340546,8680.160606,8391.680565,9545.940727,9043.660648,8810.340649,8337.820557,9108.20063,8509.460629,8650.100586,8718.900623,10057.12072,9925.9007,8285.080578,8380.520615,8888.68066,9043.640614,9190.340633,10044.98074,8953.02063
17:0 Cholesteryl ester,656.5845 -> 369.1,3867.840282,4229.120289,3946.40028,3572.520252,3911.48027,4029.780281,3901.340275,3721.320255,3880.740257,4063.680305,3875.060287,3842.740265,4058.980309,3721.980259,3750.120266,4068.020294,3853.840286,3644.660263,3748.260269,3711.400261,3533.960251,3705.900269,3793.560272,3921.800278,3703.760254,3584.840248,3724.740269,3822.760273,4054.920311,3600.260273,3807.960293,3808.800251,4211.440308,3888.060295,3672.12027,3820.28027,4084.660271,3867.84026,3685.040257,4080.800304,3867.580269
16:0 Campesteryl ester,656.6002 -> 369.1,3671.780251,4264.140293,3889.060261,3944.620277,3940.840275,3893.960274,3988.520287,3550.860264,3973.860283,3629.560257,3774.400261,3733.500271,3801.880291,3637.440258,3734.70026,3890.280273,3828.340263,3827.780251,3660.260269,4228.02029,3651.020283,3643.640251,3762.100273,4051.6003,3953.600266,3933.040272,3970.60025,3804.380272,4032.380276,4164.640285,3937.660305,3907.840275,4072.400288,3667.900257,3903.240295,4058.980293,4173.820305,3987.460281,3915.40028,3981.560272,3927.120281
16:3 Stigmasteryl ester,662.5532 -> 369.1,3809.220257,4180.640293,4388.700314,4143.220303,4932.520355,3801.640266,3817.96027,3896.840263,3670.700264,4312.540298,4070.020271,4158.320312,4078.740303,4268.160309,3874.780262,5041.380371,3842.440281,4155.300289,3913.300293,4134.300304,3477.960243,3803.420258,3748.480259,3860.060272,3890.100269,4042.960285,4567.120346,4026.800285,4302.740299,3964.300278,4231.860287,4301.480316,4273.96032,5393.560379,4676.90033,4125.360298,4442.96032,4433.100304,4578.600315,4312.460308,4359.200325
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",664.5689 -> 369.1,3777.080261,3885.360287,3585.920258,3837.280262,3808.040279,3740.520279,3740.320267,3711.940266,3722.700272,3621.100269,3825.900265,3612.760254,3536.120247,3863.020267,3719.400265,3823.800282,3889.100277,3808.460274,4086.860302,3644.140263,3574.100262,3601.520237,3719.420265,4071.300274,3785.900242,3796.760273,3758.100254,3830.620255,3701.660263,3758.120247,3635.520252,3932.820286,4059.340298,3938.7603,4137.980297,3671.600269,3772.240265,3921.100281,3711.880257,3654.140259,4184.980293
